15,Patch Set 2:>  > I can update target platforms tomorrowDoes that need to be done before we merge this change?,1
16,"""Patch Set 2:> > > > I can update target platforms tomorrow >  > Does that need to be done before we merge this change?yes, otherwise the new version won't be used in OSGi runtime, p2 repository and Eclipse""",1
17,Patch Set 3: Code-Review+2,1
18,Patch Set 1: Code-Review+2,1
19,Patch Set 3: Code-Review+2 Verified+1,1
20,Patch Set 3: Code-Review-2Need a CQ for org.apache.commons.lang and it needs to be added to the RCP.,1
21,Patch Set 5:(1 comment),1
22,Patch Set 5:(1 comment),1
23,"""Patch Set 5: Code-Review+1 Verified+1(2 comments)Last comment, if we get this in, I will have a LOT of fun with apache lang.""",2
24,Patch Set 4:CQ is approved.https://dev.eclipse.org/ipzilla/show_bug.cgi?id=12188,1
25,Patch Set 4: -Code-Review,1
26,Patch Set 6: Published edit on patch set 5,1
27,Patch Set 6: Code-Review+2,1
28,Patch Set 6: Verified+1,1
29,Patch Set 1: Code-Review+2 Verified+1,1
30,Patch Set 1: Code-Review+2,1
31,Patch Set 1: Code-Review+2,1
32,Patch Set 1: Code-Review+2,1
33,Patch Set 1: Code-Review+2 Verified+1,1
34,Patch Set 1: Code-Review+2,1
35,Patch Set 1: Code-Review+2,1
36,Patch Set 1: Code-Review+2,1
37,Patch Set 1:Reviewed by Asma,1
38,Patch Set 1: Code-Review+2 Verified+1,1
39,Patch Set 4: Code-Review+1(2 comments),1
40,Patch Set 5: Code-Review+2,1
41,Patch Set 3: Code-Review+1(2 comments)Looks good Jeremie.,2
42,"""Patch Set 1:This contribution is over 1000 lines of code and a CQ may be needed[1].Project committers, please confirm if a CQ is needed by replying to this comment (in Gerrit), leaving the quote intact, and Genie will automagically create a CQ.[1] https://eclipse.org/legal/EclipseLegalProcessPoster.pdf.-genie:cq""",1
43,Patch Set 1: Code-Review+2 Verified+1Unrelated test failures,1
44,Patch Set 1: Code-Review+2 Verified+1Unrelated test failures,1
45,Patch Set 1: Code-Review+2,1
46,Patch Set 1: Code-Review+2,1
47,Patch Set 2: Code-Review+2This looks pretty reasonable. There are a few bugs that could be closed/improved due to this :https://bugs.eclipse.org/bugs/show_bug.cgi?id=491331 (Guava 17.0)https://bugs.eclipse.org/bugs/show_bug.cgi?id=500270 (HttpCore 4.4.4),2
48,"""Patch Set 1: Code-Review-2Holding off on this for one last look through, then I'll push.We've been asked for Guava 17.0, and httpcomponents-core 4.4.4 so this would satisfy that.""",1
49,Patch Set 1: Code-Review+2,1
50,Patch Set 2: Code-Review+2 Verified+1,1
51,Patch Set 2: Code-Review+2,1
52,Patch Set 1: Code-Review+2,1
53,Patch Set 1: Code-Review+2,1
54,Patch Set 4: Code-Review+2,1
55,"""Patch Set 2:(2 comments)I have a few minor suggestions related to this change. I consider neither one blocking, but we should at least think about them.Be careful if the change needs to be updated, as the commit comment does not contain any Change-Id line...""",1
56,"""Patch Set 2:(1 comment)I agree with you, the only question is that whether the refactoring of backend implementation should be part of this change.""",1
57,Patch Set 3: Code-Review+1,1
58,Patch Set 3: Code-Review+1,1
59,Patch Set 2: Published edit on patch set 1,1
60,Patch Set 2: Code-Review+2 Verified+1,1
61,Patch Set 2: Code-Review+2,1
62,Patch Set 6: Code-Review+2,1
63,Patch Set 1: Code-Review+2 Verified+1,1
64,Patch Set 1: Code-Review+2,1
65,Patch Set 4: Code-Review+2 Verified+1Test issues on core should be fixed with latest patch (working fine with tooling...),1
66,Patch Set 2: Code-Review+2 Verified+1,1
67,Patch Set 1: Code-Review+2,1
68,Patch Set 1: Code-Review+2,1
69,Patch Set 3: Published edit on patch set 2,1
70,Patch Set 3: Code-Review+2,1
71,"""Patch Set 2: Code-Review-1(1 comment)Tested with a CDT breview (85057) and in the editor, I didn't get the marker for the comment the first time, but were available the second time""",1
72,Patch Set 1: Code-Review+2,1
73,Patch Set 1: Code-Review+2,1
74,Patch Set 1: Code-Review+2,1
75,Patch Set 2: Code-Review+2,1
76,Patch Set 1: Code-Review+2,1
77,Patch Set 1: Code-Review+2,1
78,Patch Set 1:(1 comment),1
79,Patch Set 1:(1 comment),1
80,Patch Set 1: Code-Review+2,1
81,Patch Set 1: Code-Review+2,1
82,Patch Set 1: Code-Review+1,1
83,Patch Set 5: Code-Review+1,1
84,Patch Set 6: Code-Review+2,1
85,Patch Set 1: Code-Review+2 Verified+1,1
86,Patch Set 1: Code-Review+2,1
87,Patch Set 1: Code-Review+2 Verified+1,1
88,Patch Set 1: Code-Review+2,1
89,Patch Set 1: Code-Review-2Only publish together with 2.4.4 release,1
90,Patch Set 1: Code-Review+1,1
91,Patch Set 1: Code-Review+2,1
92,Patch Set 1: Verified+1,1
93,Patch Set 1: Code-Review-2Don't publish yet,1
94,Patch Set 2: -Code-Review,1
95,Patch Set 2: Code-Review+2,1
96,Patch Set 1: Code-Review+2,1
97,Patch Set 1:Thanks for fixing that issue.,2
98,Patch Set 1: Code-Review+2,1
99,Patch Set 1: Code-Review+2,1
100,Patch Set 2:(1 comment)Cast is not necessary,1
101,Patch Set 4: Code-Review+2,1
102,Patch Set 1: Code-Review+2,1
103,Patch Set 1: Code-Review+2,1
104,Patch Set 2: Code-Review+1,1
105,Patch Set 2: Code-Review+1,1
106,Patch Set 3: Code-Review+1,1
107,Patch Set 3: Code-Review+2,1
108,Patch Set 2: Code-Review+1,1
109,Patch Set 2: Code-Review+2,1
110,Patch Set 1: Code-Review+1needs testing,1
111,Patch Set 1: Code-Review+2 Verified+1,1
112,Patch Set 2: -Code-Review,1
113,Patch Set 2: Code-Review+2,1
114,Patch Set 1: Code-Review-2Don't publish yet,1
115,Patch Set 1: Code-Review+1,1
116,Patch Set 1: Code-Review+1,1
117,Patch Set 2: Published edit on patch set 1,1
118,Patch Set 2: Code-Review+2,1
119,Patch Set 1: Code-Review+1,1
120,Patch Set 1: Code-Review-1(2 comments),1
121,Patch Set 2: Code-Review+1,1
122,Patch Set 2: Code-Review+2,1
123,Patch Set 4: Code-Review+1,1
124,Patch Set 4: Code-Review+1,1
125,Patch Set 4: Code-Review+2,1
126,Patch Set 3: Code-Review+1,1
127,Patch Set 3: Code-Review-1(1 comment),1
128,Patch Set 3: Published edit on patch set 2,1
129,"""Patch Set 2:Key test cases to make sure things work as expected with the following sets of cases as Program Arguments.Given a program like this called CommandLineArgs:	#include <stdio.h>	int main(int argc, char **argv) {		int i;		for (i = 0; i < argc; i++) {			printf(""""argv[%d] = %s\n"""", i, argv[i]);		}		return 0;	}It should print the same output when Run, Debugged and run from thecommand line. Some sample inputs for the """"Program Arguments"""" field inthe """"Arguments"""" tab of the launch configuration:case 1, trivial case:    arg1 arg2 arg3expected output:	argv[0] = <path to>/Debug/CommandLineArgs	argv[1] = arg1	argv[2] = arg2	argv[3] = arg3case 2, handling spaces:    """"arg1 with space"""" """"arg2 with space""""expected output:	argv[0] = <path to>/Debug/CommandLineArgs	argv[1] = arg1 with space	argv[2] = arg2 with spacecase 3, ensuring special characters are escaped, this case takes extra care at the command line (this is the new feature introduced in Neon in Bug 474648):    """"arg with special ; character"""" another special ; characterexpected output:	argv[0] = <path to>/Debug/CommandLineArgs	argv[1] = arg with special ; character	argv[2] = another	argv[3] = special	argv[4] = ;	argv[5] = characterNOTE There are still many issues with command line handling,especially around escaping, and there, especially around windows. Fornow the focus is ensuring that the regression introduced in Neonaffecting Windows is resolved. Therefore a """"pass"""" means that CDT isdoing something sensible with normal input.""",1
130,Patch Set 2:Thanks Marc-Andre for having a look.,2
131,Patch Set 4: Code-Review+2 Verified+1Added xref in code to Bug 507568 for Bash assumption introduced by Bug 474648.Only need verification on Mac (which AKAIK behaves the same as Linux in this regard). I have verified manually on Windows (msys2 and mingw) and Linux (bash).,1
132,Patch Set 4:This fix fixes longstanding issue Bug 216510.,1
133,Patch Set 4: Verified+1Expected output is good on Mac!,2
134,Patch Set 4:Thanks Marc-Andre.Submitted.,2
135,"""Patch Set 1: Code-Review-2Needs new bugs created for remaining issues, including cross reference in call to org.eclipse.cdt.utils.CommandLineUtil.argumentsToStringBash(String[], boolean)""",1
136,Patch Set 1:(1 comment),1
137,"""Patch Set 1:This also needs announcement on mailing list as there is a user visible change here, along with the future plans of resolving remaining quoting issues and SHELL != bash issues.""",1
138,"""Patch Set 1:Note to self: new bugs needed are:- """"incorrect"""" handling of escaping (backslashes) on Windows, including in run mode- Assumption that shell=bash on linuxNot a bug exactly, but a question. What is the purpose of """"Arguments"""" box. Should it try to match behaviour of command line / gdb on respective platform, or be a self-sustained standard. At the moment it is somewhere it between, with some behaviour consistent on diff platforms and some matching.And finally: We need windows tests. If they had been in place, we probably wouldn't of had a regression in Neon.""",1
139,Patch Set 1: Code-Review+1,1
140,Patch Set 1: Code-Review+1,1
141,Patch Set 1: Code-Review+2,1
142,Patch Set 7: Code-Review+1,1
143,Patch Set 1: Code-Review+1,1
144,Patch Set 6: Code-Review-1(1 comment),1
145,Patch Set 5: Code-Review+1,1
146,Patch Set 5: Code-Review-1(2 comments),1
147,Patch Set 9: Code-Review+1,1
148,Patch Set 9: Code-Review+1,1
149,Patch Set 9: Code-Review+2,1
150,Patch Set 1: Code-Review+1,1
151,Patch Set 1: Code-Review+1,1
152,Patch Set 1: Code-Review+2,1
153,Patch Set 1: Code-Review+1,1
154,Patch Set 1: Code-Review+1,1
155,Patch Set 1: Code-Review+2,1
156,Patch Set 4: Code-Review+2,1
157,Patch Set 2: Published edit on patch set 1,1
158,Patch Set 3: Code-Review+2,1
159,Patch Set 1: Code-Review+2 Verified+1,1
160,Patch Set 2: Published edit on patch set 1,1
161,Patch Set 2: Code-Review+2 Verified+1,1
162,Patch Set 2: Code-Review+2 Verified+1,1
163,Patch Set 1: Code-Review+2 Verified+1,1
164,"""Change cannot be merged due to unsatisfiable dependencies.The following dependency errors were found:* Depends on patch set 1 of I890a6751, however the current patch set is 2.Please rebase the change and upload a replacement commit.""",1
165,Patch Set 2: Code-Review+2,1
166,Patch Set 2: Verified+1,1
167,Patch Set 3: Code-Review+2,1
168,Patch Set 3: Verified+1I got the ok from Marc D for this change.,2
169,Patch Set 1: Code-Review+1,1
170,Patch Set 1:(1 comment),1
171,Patch Set 1: Code-Review+2,1
172,"""Patch Set 1: Verified+1I do not know enough of annotations to really give a +1 code-review, but it did solve my problem with getIfPresent. Thanks!""",2
173,Patch Set 1: Code-Review+2,1
174,Patch Set 1: Code-Review+2 Verified+1,1
175,Patch Set 4: Code-Review+2,1
176,Patch Set 3: Code-Review+2,1
177,"""Patch Set 1:Not sure why this build failed, but failed on p2.tests.ui which does not have any direct relation to my changes. But I do see 2 issues in the log. First, a warning from """"comparator"""": [WARNING] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml: baseline and build artifacts have same version but different contents[INFO] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml    The main artifact has been replaced with the baseline version.    The following attached artifacts are not present in the baseline and have been removed: [sources]Worse, and perhaps the reason """"ui tests"""" failed there was an error message about ** (java:2487): WARNING **: Could not open X displayUnable to init server: Could not connect: Connection refusedPerhaps it was """"too busy""""? Or perhaps it is """"misconfigured""""?""",1
178,"""Patch Set 1: Code-Review+2> Not sure why this build failed, but failed on p2.tests.ui which > does not have any direct relation to my changes. But I do see 2 > issues in the log. > First, a warning from """"comparator"""": > [WARNING] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT > @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml: > baseline and build artifacts have same version but different > contents > [INFO] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT > @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml > The main artifact has been replaced with the baseline version. > The following attached artifacts are not present in the baseline > and have been removed: [sources] >  > Worse, and perhaps the reason """"ui tests"""" failed there was an error > message about >  > ** (java:2487): WARNING **: Could not open X display > Unable to init server: Could not connect: Connection refused >  > Perhaps it was """"too busy""""? Or perhaps it is """"misconfigured""""?I think it was a intermittent issue of some kind.  I retriggered the build and it passed this time""",0
179,Patch Set 2: Code-Review+2 Verified+1,1
180,Patch Set 12: Published edit on patch set 11,1
181,Patch Set 12: Code-Review+2 Verified+1,1
182,Unspecified merge failure: REBASE_MERGE_CONFLICT,1
183,Unspecified merge failure: REBASE_MERGE_CONFLICT,1
184,Patch Set 8: Published edit on patch set 7,1
185,Patch Set 8:(11 comments)Nice job!Only minor cleanup that I will fix in a follow-up patch.,2
186,Patch Set 8:(8 comments),1
187,Patch Set 8:(3 comments)Only one comment added to the non api method (taken from the former interface method)enableReverseModeAtBpLocationThanks for the thorough review and fixes !,2
188,"""Patch Set 4: Code-Review-1From the test results we can see that reverse debugging is not working in async mode.   Once a test case fails, it finishes leaving a launch configuration running which then cascades to failures in all test cases afterwards as they check for hanging launch configurations just before the execution.""",1
189,"""Patch Set 7:Patch set 7, addresses the limitation in GDB where the recording for reverse debugging shall be started when the program is suspended.  This was not a problem with async turned off, as GDB would not process the command until it stopped.""",1
190,Patch Set 13: Code-Review+2 Verified+1,1
191,"""Patch Set 9:Alvaro and I discussed the fact that we weren't totally comfortable with the new API in IReverseRunControl2 and wanted more time to think about it.Since we need to commit this patch for RC1, we decided to use the same logic but not make it API just yet.Patchset 9 is an update that removes the new API and makes it package-private instead.""",1
192,"""Patch Set 10: Code-Review+1I think we are close enough to go ahead with this.We'll need to fix some of the issues with running async with gdbserver, but we can address this after RC1.  Besides, I think getting the full console is important enough to take this risk.""",1
193,Patch Set 3: Code-Review-1Submitted for testing purposes only,1
194,Patch Set 11: Code-Review+2 Verified+1Let's go ahead with this one.Getting the full console in all-stop is more important than the slight annoyances we are noticing with async.  We will continue to fix those annoyances.,1
195,Patch Set 2: Code-Review+2 Verified+1Thanks Martin.,1
196,Patch Set 1: Code-Review+2,1
197,Patch Set 1: Code-Review+2,1
198,Patch Set 1: Code-Review+2,1
199,"""Change cannot be merged due to unsatisfiable dependencies.The following dependency errors were found:* Depends on patch set 2 of Icebfcd1b, however the current patch set is 4.Please rebase the change and upload a replacement commit.""",1
200,Patch Set 2: Code-Review+2,1
201,Patch Set 1: Code-Review+2,1
202,Patch Set 1: Code-Review+2,1
203,Patch Set 2: Code-Review+2 Verified+1,1
204,Patch Set 3: Code-Review+2 Verified+1,1
205,"""Patch Set 4:patch set 4, consolidates the buffer and Remainder in a single synchronized class""",1
206,"""Patch Set 4:I would like to hear your opinion on the following issue:Looking at the GdbTerminalConnector#WriteHistoryJob,you can see that I am accumulating all the history on a single StringBuilder,and then execute a single write to the OutpuStream,  this populates the console page very fast,if we were to send line by line to the OutpuStream, the user will be able to see the actual writing and scrolling.However the size of the buffer is currently being aligned with the preferences which could grow to2 billion lines.   Having a history buffer of 2 billion lines and then copying it to a StringBuilder is not efficient.Before making any changes I would like to hear your opinion on it,        * Shall we reduce the maximum history buffer ?        * What about using a single instance of StringBuilder and use it to write to the OutputStream in chunks of e.g. 1000 lines,  We can re-use the same StringBuilder instance and set its length to zero at the beginning of each iteration. So making sure the size of the builder does not go beyond the chunk size.        * Any more ideas ?""",1
207,Patch Set 4:I think this is a serious concern.  I hadn't thought of it before.We should look at how the platform console does this.  You can clone the platform console view and each new console will be filled with all the text.  Our TracingConsole class (gdb traces) does this by extending IOConsole.  How do they do this efficiently.  I think they use some kinds of scheme using a document.,0
208,Patch Set 4:The concern mentioned in patch set 4 is now minimized by limiting the size of the history buffer.   A more robust implementation shall be investigated as a separate story.  In the mean time the user experience would be improved by providing a reasonable size of console history,1
209,"""Patch Set 2:Why trying the new buffering scheme, the last line is not buffered.  This means that the gdb prompt (gdb) does not re-appear when closing and re-opening the Debugger console.  Also, if I start typing something but don't press <enter>, then close the view, then re-open it, what I typed is not shown, but when I press <enter>, what I type is used.That second use-case is not that important, but it would be nice to show the (gdb) prompt if possible.""",1
210,Patch Set 9: Code-Review-1(1 comment),1
211,Patch Set 9:(1 comment),1
212,Patch Set 6:While testing this I found something obscure but weird that I thought I'd mention.1- Start a debug session with the full console.2- type a very long line in the new console so that the text wraps (don't press enter)3- close the debugger console4- make the space where the console was significantly bigger5- open the debugger console view=> the text is messed up with the cursor higher up than other texts.  This may be a bug with the widget itself.  I just wanted to document it in case it may be related to a bug in this patch.,1
213,"""Patch Set 6:The scenario brought by Marc K, on patch 6 and related to the  resizing of the console when there is some input in the buffer but not yet consumed by GDB.    It is indeed a valid problem, however this issue is being uncovered by this implementation and with the combination of actions above.    I suggest we track this scenario as a separate issue.Please comment, Thanks !""",1
214,"""Patch Set 6:(4 comments)> The scenario brought by Marc K, on patch 6 and related to the  > resizing of the console when there is some input in the buffer but > not yet consumed by GDB. > It is indeed a valid problem, however this issue is being uncovered > by this implementation and with the combination of actions above. > I suggest we track this scenario as a separate issue. >  > Please comment, > Thanks !Ok with me.There are a couple on comments in line that I wrote although I haven't gone deeply in the review""",1
215,Patch Set 6:(4 comments)Hi Marc !I have answered the inline comments and the updates are reflected in patch set 7,1
216,Patch Set 11: Code-Review+2 Verified+1This looks good to me!Thanks,2
217,"""Patch Set 3:Patch set 3 addresses the issue mentioned on patch set 2, and re-bases to master""",1
218,Patch Set 8:Patchset 8 is just a rebase to master,1
219,"""Patch Set 8: Code-Review-1(6 comments)I think there is still a bit of synchronization needed, but we're almost there.""",1
220,"""Patch Set 8:(6 comments)The comments are now addressed in patch set 9, Thanks Marc K!""",2
221,Patch Set 3: Published edit on patch set 2,1
222,Patch Set 3:This was found by testing with a pure SegmentStoreProvider that was not an analysis,1
223,Patch Set 3: Code-Review+2 Verified+1(1 comment),1
224,Patch Set 3:(1 comment),1
225,Patch Set 1: Code-Review+2,1
226,Patch Set 4: Code-Review+2 Verified+1,1
227,Patch Set 3: Published edit on patch set 2,1
228,Patch Set 3:(1 comment)To look at,1
229,Patch Set 3:Please look at my comments,1
230,Patch Set 3: Code-Review+2 Verified+1,1
231,Change could not be merged due to a path conflict.Please rebase the change locally and upload the rebased commit for review.,1
232,Patch Set 2: Code-Review+2,1
233,"""Patch Set 2:If IO is laggy, PipedInputStream could be blocked waiting for data which was recently written. The question is whether a the window between write()/flush() to this class could wake up that blocked read via the flush/interrupt rather than the data that shows up via the write(). If it is impossible, great. There is the chance to miss flushes.""",1
234,"""Patch Set 2:> If IO is laggy, PipedInputStream could be blocked waiting for data > which was recently written. The question is whether a the window > between write()/flush() to this class could wake up that blocked > read via the flush/interrupt rather than the data that shows up via > the write(). If it is impossible, great. There is the chance to > miss flushes.Oof, I'm missing the forest for the trees. The interrupt() can happen after a successful read and before the corresponding write. The code if (isInterrupted()) {   continue; }is broken. Luckily it's straightforward to fix: https://git.eclipse.org/r/84513""",1
235,Patch Set 1:(2 comments),1
236,"""Patch Set 1: Code-Review-1(1 comment)There may still be a race condition here. Consider the sequence: StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If flush() calls interrupt() while run() is in the src.read() call, but src still has more data to read, can the current run() loop break out of the src.read(), perform a partial flush, then loop again to copy the rest of the data, and fail to do a final flush?""",1
237,Patch Set 1:(1 comment),1
238,"""Patch Set 1:> There may still be a race condition here. Consider the sequence: > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > flush() calls interrupt() while run() is in the src.read() call, > but src still has more data to read, can the current run() loop > break out of the src.read(), perform a partial flush, then loop > again to copy the rest of the data, and fail to do a final flush?Yes, I think that could happen. czhen and I talked a little about how we want to rewrite this code. I still think this change is an improvement since it avoids the """"Short read of block"""" errors. I'll clarify the commit message.""",1
239,"""Patch Set 1:> > There may still be a race condition here. Consider the sequence: > > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > > flush() calls interrupt() while run() is in the src.read() call, > > but src still has more data to read, can the current run() loop > > break out of the src.read(), perform a partial flush, then loop > > again to copy the rest of the data, and fail to do a final flush? >  > Yes, I think that could happen. czhen and I talked a little about > how we want to rewrite this code. I still think this change is an > improvement since it avoids the """"Short read of block"""" errors. I'll > clarify the commit message.On second thought: PipedInputStream.read is not interruptible unless its buffer is empty. If the buffer contains some data, it returns that data without waiting for more.We don't flush until readInterrupted is true. That means we don't flush until the pipe is drained.""",1
240,Patch Set 1:(1 comment),1
241,Patch Set 2: Code-Review+2,1
242,Patch Set 1: Code-Review+2,1
243,Patch Set 1: Code-Review+2 Verified+1,1
244,Patch Set 2: Code-Review+2,1
245,Patch Set 3: Code-Review+2,1
246,"""Patch Set 1:This contribution is over 1000 lines of code and a CQ may be needed[1].Project committers, please confirm if a CQ is needed by replying to this comment (in Gerrit), leaving the quote intact, and Genie will automagically create a CQ.[1] https://eclipse.org/legal/EclipseLegalProcessPoster.pdf.-genie:cq""",1
247,Patch Set 2: Code-Review+2I am so ashamed for this bug... Nice catch and fix.,0
248,Patch Set 2: Code-Review+2,1
249,Patch Set 8: Code-Review+2 Verified+1,1
250,Patch Set 1: Code-Review-1Please use SubMonitor.convert and the Split method to demonstrate good practice,1
251,Patch Set 6: Code-Review+2 Verified+1Thanks Wim.,1
252,Patch Set 6:Please also update the wiki page pointing to your new examples,1
253,Project policy requires all submissions to be a fast-forward.Please rebase the change locally and upload again for review.,1
254,Patch Set 3:(4 comments)We still need a bug report and the current commit header pointing to this bug report.,1
255,Patch Set 3:(1 comment),1
256,Patch Set 7: Code-Review+2 Verified+1Avaiting build verification,1
257,Patch Set 2: Code-Review+2,1
258,Patch Set 2: Code-Review+1,1
259,Patch Set 2: Verified+1,1
260,Patch Set 2: Code-Review+2,1
261,Patch Set 1: Code-Review+2,1
262,"""Patch Set 3: Code-Review+2 Verified+1I'm wondering if the Ng* files can also be actually removed, we don't seem to be building them at all...""",1
263,"""Patch Set 3:> I'm wondering if the Ng* files can also be actually removed, we > don't seem to be building them at all...Look at make_cocoa.mak line 74. They are actually compiled.""",1
264,"""Patch Set 4:> > I'm wondering if the Ng* files can also be actually removed, we > > don't seem to be building them at all... >  > Look at make_cocoa.mak line 74. They are actually compiled.I did notice those targets in make_cocoa.mak but what I meant was that we can probably get rid of those too as those targets don't seem to be really invoked. See line 32 of the same makefile where the targets are commented out and I've never seen them being built myself.""",1
265,Patch Set 1: Code-Review+1Cocoa build is OK with this change and the binary is still working as expected.,1
266,Patch Set 8: Code-Review+2,1
267,"""Patch Set 1:This contribution is over 1000 lines of code and a CQ may be needed[1].Project committers, please confirm if a CQ is needed by replying to this comment (in Gerrit), leaving the quote intact, and Genie will automagically create a CQ.[1] https://eclipse.org/legal/EclipseLegalProcessPoster.pdf.-genie:cq""",1
268,Patch Set 5: Code-Review+2,1
269,Patch Set 1: Code-Review+2,1
270,Patch Set 1: Code-Review+2,1
271,Patch Set 1: Code-Review+2,1
272,Patch Set 1: Code-Review+2,1
273,Patch Set 1: Code-Review+2,1
274,Patch Set 2: Code-Review+2,1
275,Patch Set 2: Code-Review+2,1
276,Patch Set 1: Code-Review+1,1
277,Patch Set 1: Code-Review+1,1
278,Patch Set 1: Code-Review+2,1
279,Patch Set 2: Code-Review+2 Verified+1,1
280,Patch Set 1: Cherry Picked from branch master.,1
281,Patch Set 1: Code-Review+2,1
282,Patch Set 1: Code-Review+2 Verified+1,1
283,Patch Set 2: Code-Review+2 Verified+1,1
284,Patch Set 4:sorry about the last two patches I tried something out of desperation but without my brain switched on...,0
285,Patch Set 6: Code-Review+2,1
286,Patch Set 5: Code-Review+2 Verified+1,1
287,Patch Set 5: Code-Review+1 Verified+1This one is ready for review.,1
288,"""Patch Set 5:Jonah, since you have already had a quick look, would you have the time to review this?  I'm hoping to have it for 9.2 if possible.""",1
289,Patch Set 5: Code-Review+2,1
290,"""Patch Set 7: Code-Review-2I rebased again, hopefully this build will be stable.""",2
291,Patch Set 7: Code-Review+2,1
292,Patch Set 7: Code-Review+2 Verified+1The test failures are unrelated.Thanks Jonah,1
293,"""Patch Set 1:This patch was just created to share information, but one key item missing from the patch is that it does not change the default value of the preference IGdbDebugPreferenceConstants.PREF_TRACES_ENABLE in GdbPreferenceInitializer.""",1
294,"""Patch Set 1: Code-Review-2> This patch was just created to share information, but one key item > missing from the patch is that it does not change the default value > of the preference IGdbDebugPreferenceConstants.PREF_TRACES_ENABLE > in GdbPreferenceInitializer.Woops, that is actually a over-site on my part.  In my testing, I turn on and off and forgot to set the initializer!  Thanks for noticing.""",0
295,Patch Set 3: Code-Review+2,1
296,Patch Set 4: Code-Review+2,1
297,Patch Set 3: Published edit on patch set 2,1
298,Patch Set 3: Code-Review+2,1
299,Patch Set 1:(1 comment)See my remark below,1
300,Patch Set 1: Code-Review+2,1
301,Patch Set 1:(1 comment),1
302,Patch Set 1:(1 comment),1
303,Patch Set 1:(1 comment),1
304,Patch Set 2: Code-Review+2,1
305,Patch Set 6: Published edit on patch set 5,1
306,Patch Set 6: Code-Review+2 Verified+1,1
307,"""Patch Set 1:(1 comment)Just one inline question,Thanks for looking into this !""",2
308,Patch Set 1: Code-Review-2(1 comment),1
