ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Positive,Negative
23,"Patch Set 2: Code-Review+1Simon, can you remove the dependency to the other commit? I think it is not necessary.David, could you review this? This would be extremely helpful during my documentation work?",2,733,2016/8/30 10:22,2016/7/8 8:40,2016/7/11 22:32,85,MERGED,9,496,4,10,10,positive,4,-1
25,Patch Set 4:Now I've also added 3 tests for the FileRefHyperlink detector and resolved the other issues.,4,733,2016/9/30 7:12,2016/7/8 8:40,2016/9/30 7:03,2014,MERGED,11,679,3,6,10,positive,2,-1
26,"Patch Set 4:After further discussion with Jacques, it seems the best is to only keep the tooltip on the subject widget. I also added the update to the license.",4,736,2016/11/3 18:00,2016/10/31 18:02,2016/11/3 17:59,71,MERGED,1,52,3,5,6,positive,2,-1
28,"Patch Set 1: Code-Review+1This is very good, but can we also have the file creation? It can help us catch hung state systems.",1,745,2016/11/2 15:27,2016/10/6 20:59,2016/10/24 19:50,430,MERGED,1,5,5,8,1,positive,3,-1
30,"Patch Set 1:@ Lars, Once Bug 501742  is merged, when you have time, please feel free to review this guy.Thank you.",1,761,2016/11/2 19:26,2016/11/2 18:57,2016/11/2 18:57,0,MERGED,1,4,3,6,2,positive,2,-1
31,"Patch Set 1:I see two issues with your patch. The first one is a blocker: You can't remove API because we don't plan for a major release.The other issue is that I don't like your ""pessimistic fall-back"" apporach to determine the absolute path of the file. What if the file exists in both possible locations? I imagine a more deterministic approach would be the introduction of a special syntax for config-folder-relative paths, for example ""@config/..."".",1,762,2016/10/18 16:04,2016/10/14 10:06,2016/10/14 10:14,0,MERGED,3,65,3,4,6,positive,2,-1
37,Patch Set 2: Code-Review+2If that allows working-around https://bugs.lttng.org/issues/1070 then great!,2,775,2016/11/2 20:17,2016/10/22 5:08,2016/10/24 19:59,62,MERGED,1,12,5,9,2,positive,4,-1
40,"Patch Set 5: Code-Review+1I am fine with this, please remember to update the manuals at the end of this chain.",5,780,2016/11/3 15:54,2016/9/22 21:23,2016/11/2 16:48,979,MERGED,1,18,5,7,5,positive,3,-1
43,"Patch Set 1:I was wrong the code works fine. My bad. But If I use the code from CustomizableDelegatingItemLabelProvider, I introduce uml dependancies  to infra",1,791,2016/10/26 8:16,2016/10/25 15:27,2016/10/25 15:27,0,MERGED,1,17,3,6,3,positive,3,-2
45,"Patch Set 4:The discussion was around having the possibility to select the inverted colors from the preference page in addition to the original action.After agreeing that it should be present in the preference page, you suggested to then remove the actual action from the console pages.We decided to leave the removal as a separate commit in case we change our mind.So this is the best time re-consider :-)",4,802,2016/10/24 18:58,2016/9/14 21:58,2016/10/7 13:01,543,MERGED,8,65,4,6,5,positive,2,-1
48,"Patch Set 5:Ok, the icons should be moved progressively, but I am fine with them all arriving now.",5,812,2016/10/24 18:15,2016/9/22 1:04,2016/9/29 17:21,184,MERGED,12,130,3,8,6,positive,3,-1
49,"Patch Set 6:screencast maybe? I did the same with trace2, as I do not have the robot trace, and it works fine.",6,812,2016/10/24 19:42,2016/9/22 1:04,2016/10/24 19:26,786,MERGED,9,128,4,13,6,positive,3,-1
50,Patch Set 14: Code-Review+2 Verified+1Thanks Marc D. and Marc K. for your thorough reviews !,14,825,2016/10/25 11:58,2016/9/14 20:35,2016/10/25 1:43,965,MERGED,17,350,3,8,14,positive,2,-1
53,"Patch Set 1:Do we really need a special section like ""Special Situations"" to describe this? IMHO adding we can add it similar to ""Host""",1,842,2016/10/24 11:02,2016/10/21 14:42,2016/10/21 14:43,0,MERGED,1,15,2,3,2,positive,2,-1
54,"Patch Set 6: Code-Review+2 Verified+1Nice reduction on GdbFullCliConsolePage, Thanks Marc K. !!",6,849,2016/10/24 21:33,2016/10/3 17:16,2016/10/22 23:54,462,MERGED,5,301,4,7,6,positive,3,-1
55,Patch Set 5:(10 comments)Excellent patch!My only comments are about names of classes and variables.I also noticed we can simplify the GdbFullCliConsolePage class.I'll post those fixes so you can tell me what you think.,5,849,2016/10/22 23:54,2016/10/3 17:16,2016/10/21 19:17,434,MERGED,5,185,2,5,6,positive,5,-1
56,"Patch Set 1: Code-Review-1Could you add a unit test for this please? Very many unit tests have their own delete Supplementary file small method (at least, I've copy pasted it at least a dozen times ;-) They will all be using this now!Also, this method is using the old io library, while new code should aim to rather use the java.nio library. That said, we don't really enforce that and the ""delete files in directory"" use case is much more verbose with nio than this one-liner. But I know you usually prefer the new and hipster way, so I'll just highlight this here with no obligation ;-)",1,850,2016/10/13 10:39,2016/10/7 21:04,2016/10/7 21:05,0,MERGED,1,18,3,7,4,positive,2,-1
57,"Patch Set 4:> I'm wondering if we should be running those jenkins builds at all.It's somewhat useful to me, as I have some private jobs that are based on that one that I can use to run tests before pushing patches to Gerrit. Also, Mac and Windows coverage, which we do not have anywhere else.With this new build property, I'll split a new column that runs just the ""unit"" tests, and another one that runs all the tests. So at least we'll be able to differentiate between ""it's completely broken"" and ""works except for the known UI test flakiness"".",4,851,2016/10/24 20:30,2016/10/8 0:02,2016/10/24 20:25,404,MERGED,8,119,1,1,4,positive,2,-1
58,"Patch Set 1:> The better way to do it would be to sort the tests by duration and pick the ones that take over a threshold.> I think it'd be better to call them ""slow tests"". The line for integration tests is not very clear and too open for debate. What do you think?Slow tests are good, I would then love to study which ones are slow in core too. We have some that have huge room for improvement, like the scheduler tests.",1,851,2016/10/18 10:58,2016/10/8 0:02,2016/10/18 0:12,240,MERGED,8,151,4,13,4,positive,3,-1
59,"Patch Set 3:Yeah so we're kinda stuck until https://issues.apache.org/jira/browse/MNG-3328 gets fixed. We're trying to activate profile based on a OR of several conditions ((!property1) OR (!property2)), and that is just not currently supported.Here's an alternative solution, which makes -Dskip-rcp only work if -Dskip-automated-tests is also passed. If the automated tests are asked for, it will build the RCP so it can run them. Not ideal, but I think it's an ok stopgap solution. Thoughts?",3,851,2016/10/20 23:27,2016/10/8 0:02,2016/10/20 23:20,311,MERGED,8,119,4,9,4,positive,2,-1
60,"Patch Set 6: Code-Review+1 Verified+1(1 comment)looks good to me, just a comment on code not from this patch, so it can be done separately.",6,852,2016/10/24 15:17,2016/10/5 17:51,2016/10/21 15:09,381,MERGED,2,62,4,8,6,positive,2,-1
63,"Patch Set 2: Code-Review-1(1 comment)I'm pushing a patch (and publishing!) with additional unit tests for various comparators. My previous comments about supporting also sorted iterators for the other iterator methods are still valid.Also should the segments store all be sorted by start time by default, or is the order irrelevant, one can always sort from the view if they wish. I'd be tempted to say the latter, but the code seems to scream the former, though the javadoc of the segment store makes no comment about the default ordering.",2,855,2016/10/20 19:02,2016/9/27 16:25,2016/10/20 18:56,554,MERGED,7,156,2,4,8,positive,2,-1
65,Patch Set 11: Code-Review+1(1 comment)Still fine with me and even better than last time I +1ed it!,11,856,2016/10/21 13:33,2016/10/4 23:56,2016/10/20 22:06,382,MERGED,4,451,5,10,12,positive,4,-1
66,"Patch Set 8: Code-Review-1(2 comments)Thanks, all the tests pass now! I'll just fix the double-rounding-average problem.",8,856,2016/10/18 20:53,2016/10/4 23:56,2016/10/18 19:10,331,MERGED,4,443,3,6,12,positive,3,-2
67,"Patch Set 9: Code-Review+1 Verified+1(4 comments)Except for my rant, thank you for reading, this patch looks fine.I have one last point of discussion, but any change there can be done in a separate patch, as if we move the delete Supp files to TmfTrace, we may need some unit tests and other to make sure it all still works fine.",9,856,2016/10/19 14:24,2016/10/4 23:56,2016/10/18 21:34,333,MERGED,6,472,4,11,12,positive,3,-1
69,"Patch Set 4:(4 comments)Thanks for the comments, I'll wait until we get to this patch in the branch to update it.",4,856,2016/10/13 18:56,2016/10/4 23:56,2016/10/7 22:21,70,MERGED,3,287,3,8,12,positive,2,-1
73,"Patch Set 4: Code-Review+1I tested to pull the latest patch-set, and restarted my installation. Oomph was intelligent enough to detect the two new added features and popped up a dialog asking for installation of these new features (I have never seen this dialog before in corresponding scenarios, must be some new improved behavior in Oomph). Anyway, I think that we are close of getting this one completed. The only thing left is to actually get the 0.8 repo completed, and make the final update to the setup file to reference the release repo.",4,859,2016/10/18 11:58,2016/10/16 12:00,2016/10/18 11:15,47,MERGED,1,105,3,6,9,positive,2,-1
75,"Patch Set 3:(4 comments)Looks good, with just some minor correction in installer URLs.One question:  where did you get the OS icons?  Are they provided by the OS vendors with license for use for this purpose?  I'm thinking that the Apple and Windows logos, in particular, are so accurate as to be subject to protection.",3,865,2016/10/22 1:44,2016/10/21 20:59,2016/10/21 21:22,0,MERGED,5,180,2,2,4,positive,2,-1
76,"Patch Set 1:> From technical point of view, this patch is good. > Doesn't break any jUnit test cases. >  > From deprecation perspective, I'm not 100% sure how to deal with > deprecations. Alex?Adding Alex for Review.",1,866,2016/10/19 19:31,2016/10/19 16:22,2016/10/19 16:22,0,MERGED,3,87,3,9,2,positive,2,-1
77,Patch Set 2: Code-Review+2 Verified+1There was no reply on SWT mailing list.This patch looks good to me. It's really good to get rid of old and unused code. Merging.,2,866,2016/10/24 15:18,2016/10/19 16:22,2016/10/24 15:17,118,MERGED,3,87,3,4,2,positive,3,-2
79,"Patch Set 2: Code-Review-1Works fine :) small typos in the preference pagePreferences:  - the field is initiated with 0 when starting a fresh workspace - export the string to a property message file - Replace ""Expand All at Selection Action"" by Expand - add a tooltip to ""Expand All at Selection Action"" saying ""The expand function is available in model explorer with the + button""  - Replace ""Expand all max level (-1 for infinite)"" by ""Max level"" - add a tooltip to """"Expand all max level (-1 for infinite)"" saying ""You may use -1 to allow infinite level but it won't work on recursive model""",2,881,2016/10/20 8:49,2016/10/19 9:13,2016/10/19 9:16,0,MERGED,6,161,3,6,3,positive,3,-1
81,"Patch Set 1: Code-Review+1I like the idea. I'm not sure if we could enable this on our Gerrit servers because we run gc from a different machine to not take resources from Gerrit server but still, I like the idea of automatically running gc if loose objects exceeds a threshold.",1,898,2016/4/25 15:42,2016/4/13 12:54,2016/4/14 22:27,33,MERGED,7,236,4,8,7,positive,2,-1
82,"Patch Set 4:@Dawid, is this patch ok for you? I like the fact that it remains light ;)Though, it doesn't cover the constant importing feature (PHP 5.6+), maybe it already works correctly, I never used and tested this feature:use const My\Full\CONSTANT;",4,931,2016/10/14 9:26,2016/10/12 12:58,2016/10/12 13:10,0,MERGED,11,156,4,9,4,positive,2,-1
83,"Patch Set 1:I discussed 2 minutes ago with C├®line, she will create a job so we can test the new RCP with this fix.If that is the good fix, I would be happy for the weekend ;-)",1,935,2016/10/14 12:41,2016/10/14 12:30,2016/10/14 12:30,0,MERGED,1,6,3,6,1,positive,2,-1
84,"Patch Set 8:> now the tests run and your new test fails.  That's progress!  :-)Yes, and now the test succeeded :)",8,940,2016/10/10 11:59,2016/10/7 17:06,2016/10/10 11:40,66,MERGED,2,47,3,7,16,positive,3,-1
85,"Patch Set 9:> I rebased on master, and it seems that the previous build error > dealing with wrong wk path is raised gain, build failed Caused by: > org.apache.maven.plugin.MojoFailureException: The explicit location > /jobs/genie.papyrus-rt/Papyrus-RT-Gerrit-RCPTT/workspace/source/releng/org.eclipse.papyrusrt.rcptt/../../../../../Papyrus-RT-Master-Product/lastStable/archive/source/releng/org.eclipse.papyrusrt.product/target/products/org.eclipse.papyrusrt.product-linux.gtk.x86_64.zip > is not validNo, that's the right location.  Probably the product ZIP file just actually wasn't there (temporarily?).  I suspect it was just bad timing, that re-triggering the build would see it work fine.But, in any case, it looks like you deleted the wrong rcptt.properties file?  That could be a hint as to why RCPTT created another one for you that snuck into this patch:  that somehow you have imported the RCPTT project into your workspace in the wrong way.  Did you import the org.eclipse.papyrusrt.rcptt project into your workspace or did you import the whole git repository as a project?",9,940,2016/10/11 15:29,2016/10/7 17:06,2016/10/11 15:22,94,MERGED,3,57,3,4,16,positive,3,-2
86,"Patch Set 2:> The RCPTT build is broken, seems to deal with some wrong path :I've merged a fix for the RCPTT runner's location of the AUT, so now the tests run and your new test fails.  That's progress!  :-)",2,940,2016/10/7 21:37,2016/10/7 17:06,2016/10/7 21:30,4,MERGED,1,34,2,3,16,positive,2,-1
90,"Patch Set 20:(2 comments)> Brian, any more concerns except the reparenting issue? If not I > plan to merge it end of this week, after having tested the > reparenting.I'm good; just a teeny tweak.  Thanks for tackling this!",20,944,2016/10/13 16:58,2016/10/4 15:03,2016/10/13 13:35,214,MERGED,9,379,3,4,23,positive,3,-1
91,Patch Set 17:Tests are running fine locally from the IDE. I now run the build via Tycho locally.,17,944,2016/10/7 12:51,2016/10/4 15:03,2016/10/7 6:23,63,MERGED,9,379,3,9,23,positive,3,-1
92,"Patch Set 7: Code-Review-1(1 comment)I hadn't considered using an attribute ÔÇö great idea!  Could I suggest a shorter name ('inject=true/false'), as 'useDependencyInjection' is quite a mouthful and out-of-keeping with other attribute names used throughout the platform.We definitely need some tests for this too.",7,944,2016/10/4 16:53,2016/10/4 15:03,2016/10/4 16:11,1,MERGED,5,134,3,6,23,positive,4,-1
93,Patch Set 2: Code-Review+2 Verified+1The code looks good and I verified it with the steps from https://bugs.eclipse.org/bugs/show_bug.cgi?id=505670#c0.How about some tests?,2,948,2016/10/12 21:45,2016/10/10 20:22,2016/10/12 21:43,49,MERGED,1,13,3,5,3,positive,2,-1
95,Patch Set 2:It's also worth noting thata the new test did run successfully: https://hudson.eclipse.org/platform/job/eclipse.platform.ui-Gerrit/10709/testReport/org.eclipse.ui.tests.api/IEditorRegistryTest/,2,952,2016/9/30 12:08,2016/9/30 11:09,2016/9/30 12:04,0,MERGED,7,464,2,5,5,positive,3,-1
101,"Patch Set 1:Change 83115 which is dependent on this change built and tested successfully. The aborted build was an infra problem, not a CDT problem",1,980,2016/10/13 18:59,2016/10/13 16:05,2016/10/13 16:05,0,MERGED,1,355,3,9,1,positive,3,-2
103,"Patch Set 3: Code-Review-1(4 comments)Very nice initiative! This should give much more information in logs.Few small things. Also I wonder about the name RuntimeUtils, since it's specific to Jobs (Eclipse things), shouldn't it be called something like PlatformUtils? ""Runtime"" refers more to the JRE to me.",3,1012,2016/10/6 17:01,2016/9/19 5:27,2016/10/4 4:24,358,MERGED,5,167,5,14,6,positive,4,-1
104,Patch Set 1: Code-Review-1(3 comments)Thanks for fixing this. But I think it should throw an exception instead of simply returning the old backend.,1,1020,2016/9/29 14:23,2016/9/22 16:16,2016/9/26 15:31,95,MERGED,1,6,3,8,3,positive,2,-1
105,Patch Set 2: Code-Review+1Looks good and is an improvement toward a functional test suite.,2,1027,2016/10/6 13:19,2016/9/19 4:47,2016/10/3 19:53,351,MERGED,8,51,5,8,5,positive,2,-1
106,"Patch Set 4: Code-Review+1> (2 comments) >  > This looks great, but I don't think we should change the prefix for > Bugzilla.Thank you for your feedback and the idea. I implemented the changes accordingly.",4,1029,2016/10/6 16:08,2016/9/22 18:48,2016/10/6 16:07,333,MERGED,4,58,3,8,5,positive,3,-1
110,"Patch Set 1:Unstable tests don't seem to be related there, so that's 2 successful runs so far for this change.",1,1048,2016/10/6 10:38,2016/10/6 8:04,2016/10/6 8:04,0,MERGED,1,6,3,19,2,positive,3,-1
111,"Patch Set 4:This update elaborates the README, this time in Markdown format with the project configured to generate it automatically to a user-friendly HTML with hyperlinks to important related content.",4,1050,2016/10/6 13:52,2016/10/5 16:10,2016/10/6 13:35,21,MERGED,43,1812,3,13,4,positive,2,-1
112,"Patch Set 3:Could you explain the steps to maintain this , either through a video, a gif or some printscreen. That could be useful ;)Thanks",3,1050,2016/10/6 12:32,2016/10/5 16:10,2016/10/5 17:26,1,MERGED,41,1686,3,16,4,positive,2,-1
113,Patch Set 2: Code-Review+1(1 comment)Thank you for that change!Just a minor comment on the header information for this change. Please add that and I can merge the change.One further note: usually we do the fixes on the master branch and then downport then to released versions. On the other hand it is no problem to do the fix on the release 0.13 track and then to upport them to the current development version (master branch).,2,1051,2016/10/6 14:20,2016/10/5 17:57,2016/10/5 18:38,0,MERGED,1,8,3,6,3,positive,3,-1
114,"Patch Set 2: Code-Review+1I've tested the latest patch-set (I rebased on the latest merged one, just to be sure I tested it with the latest delivered stuff). This seem to work good enough with respect to the issue identified in the Bugzilla, i.e. both the name and type column are visible in the edit dialog. The previous issue with the name column gradually filling the complete table in the properties view is not happening (not even in a new workspace).There are some drawbacks, e.g. the horizontal scrollbar and the resizing does not work. But all this is already brought up within the scope of https://bugs.eclipse.org/bugs/show_bug.cgi?id=495352.So I guess that this should be ""good enough"" for 0.8, and then we can introduce the improvements tracked by https://bugs.eclipse.org/bugs/show_bug.cgi?id=495352 later when we have gotten the needed fixes in base Papyrus.",2,1052,2016/10/6 14:41,2016/10/6 13:16,2016/10/6 14:24,1,MERGED,2,51,5,9,2,positive,3,-1
115,Patch Set 1: Code-Review-1(1 comment)I tested and it seems to works fine.but :)there is a small typo : some system.out in the codeI tried to change the preference but I didn't manage to make it work.Open question:=> Why did you chose a combo-box in the preferences?I would have expect: - a checkbox to allow live validation    - a String number field to set millisecond for the live validation(Not preference for enter that should always work),1,1056,2016/10/5 13:10,2016/10/5 9:17,2016/10/5 9:25,0,MERGED,12,334,3,7,3,positive,3,-1
117,"Patch Set 4: Code-Review+1I've tested the latest patch-set, and it looks really nice! The refresh also works when toggling port kind and changing between replicated/non-replicated. The shadow looks and behaves as in legacy tooling. I cannot see any of the refresh issues mentioned in the Bugzilla, e.g. related to the diagram assistant handles on capsule parts (now when the shadow is on the ""inside""). The only thing now that is lacking is the stacking pattern for ports on capsule parts (which is tracked by a separate Bugzilla anyway).",4,1061,2016/10/6 13:15,2016/10/6 8:48,2016/10/6 12:53,4,MERGED,6,157,4,5,4,positive,4,-1
121,"Patch Set 2:> > any special reason? It's there for other templates. >  > We should remove it there to, this is used before we had @OverrideOk, I'll re-purpose bug 502849 and make a general clean-up for the other ones.",2,1079,2016/9/30 12:20,2016/9/30 10:49,2016/9/30 10:49,0,MERGED,8,291,3,7,7,positive,2,-1
123,"Patch Set 3:> any special reason? It's there for other templates.We should remove it there to, this is used before we had @Override",3,1079,2016/9/30 12:07,2016/9/30 10:49,2016/9/30 11:54,1,MERGED,8,291,3,5,7,positive,2,-1
126,Patch Set 1:I still get the same exception when I try to create a new style to the table configuration after table widget is created. Looks like domain is not set correctly for table configuration.		final Style fillColumnsSizeStyle = this.getTableConfiguration().createStyle(NattablestylePackage.eINSTANCE.getBooleanValueStyle());		((BooleanValueStyle) fillColumnsSizeStyle).setName(NamedStyleConstants.FILL_COLUMNS_SIZE);		((BooleanValueStyle) fillColumnsSizeStyle).setBooleanValue(true);,1,1089,2016/10/5 17:05,2016/10/5 16:03,2016/10/5 16:03,0,MERGED,1,138,3,7,2,positive,2,-1
127,"Patch Set 4: Code-Review+2 Verified+1Thanks, Stefan. Looks good to me!The group extender only causes problems when running in combination with the group extender Alex added in change 76498. I asked Alex to have a look at this. I'll wait for her feedback, if it's hard to fix. If yes, I'll rebase this change on master and merge it in the meantime.",4,1099,2016/8/10 10:17,2016/7/6 10:31,2016/8/10 9:49,839,MERGED,6,433,2,4,7,positive,3,-1
128,Patch Set 3: Code-Review+1Good catch on the state machine diagram tests!  I hadn't noticed that.,3,1106,2016/9/28 11:37,2016/9/27 14:35,2016/9/28 7:50,17,MERGED,3,6,4,7,3,positive,2,-1
131,"Patch Set 3:Actually Gerrit test runs against last Night N-build (it doesn't have the Printer.isAutoScalable() API code, as it was checked in early today)Hence we have to wait for next N-build before we could re-base this patch successfully.",3,1127,2016/9/28 13:06,2016/9/25 21:44,2016/9/28 10:59,61,MERGED,1,2,4,8,3,positive,3,-2
132,"Patch Set 1: Code-Review-1==Code Review==ok but I'me wandering if there is another way to test if it's a delete than check it's label.(-1 for that waiting for an answer)==Smoke tests==project creation: okdiagram creation: okproperties view: okmodel explorer view: ok==Functional tests==The selection after edition, move, etc is fine now, its stay on the edit element.At deletion the root element is well selected.",1,1148,2016/9/16 9:14,2016/9/13 14:28,2016/9/13 14:28,0,MERGED,1,16,3,4,4,positive,3,-1
133,"Patch Set 1:(4 comments)Please have a look at the inline comments/questions. As this is my first commit to Orbit, it's likely that I didn't do everything correctly the first time. Thanks.",1,1152,2016/9/23 8:19,2016/9/23 7:29,2016/9/23 8:13,0,MERGED,9,312,4,7,3,positive,2,-1
136,Patch Set 2: Code-Review+2 Verified+1Thanks for updating the patch. The new patch looks good.,2,1164,2016/9/27 21:30,2016/6/14 18:56,2016/9/26 21:00,2498,MERGED,1,11,3,3,2,positive,2,-1
137,Patch Set 1:Thanks Sergey. I was not sure about the SubMonitor.convert(null) but good to see that the change was good.,1,1176,2016/9/27 17:16,2016/9/27 10:16,2016/9/27 10:16,0,MERGED,1,120,4,9,1,positive,2,-1
142,"Patch Set 9: Code-Review+1 Verified+1It seems that what I suspected at first turned out to be so, that trying to use the one headless command for both use cases broke the tests.  From what I can tell, the diagrams created from the menu are identical to diagrams that already existed previously, so it looks good to me.",9,1184,2016/9/27 13:55,2016/9/27 0:56,2016/9/27 1:08,0,MERGED,4,61,5,8,9,positive,2,-1
143,"Patch Set 1:(3 comments)I'm not as qualified as Ansgar to comment on the best usage of viewpoints for definition of diagram types, so hopefully he can review that aspect of the change.We have already two commands CreateHeadlessCapsuleStructureDiagramCommand and CreateHeadlessStateMachineDiagramCommand that work around the name dialog and do some more setup of the contents of a diagram (at least, in the state machine case).  They are used in a different context (creation of the capsule and state machine, respectively) but I think they could probably be re-used as is for this new capsule diagram type.  Perhaps we should also add a specific state machine diagram type, too.At least, we should be able just to give the existing CreateHeadlessCapsuleStructureDiagramCommand this new diagram type identifier and then we won't need to add the CreateCapsuleStructureDiagramCommand.",1,1184,2016/9/23 13:42,2016/9/22 18:00,2016/9/22 18:00,0,MERGED,3,75,3,4,9,positive,3,-1
146,"Patch Set 21:> (6 comments) >  > Looks good to me, but I would prefer if you could avoid using an > activator. In the past, we had activators slowing done the > platform. >  > The .project editor extension could IMHO be contributed to once > this has been merged to the text repository.Thanks a lot for taking the time Lars. I will quickly handle the non-activator changes right now and investigate what can be done about replacing the activator.",21,1197,2016/8/15 12:08,2016/6/22 13:25,2016/8/15 12:07,1294,MERGED,51,2791,2,3,35,positive,2,-1
148,"Patch Set 25:I rebased the change and it seems it's good to go. Mickael, can you review this patchset so we are in sync? > Change looks fine for me. Great work IMHO which hopefully makes it > easier for extenders to provider language support for other > languages. Please open bugs for the removal of the activator and > the move of the .project editor to platform.ui, after that I'm fine > with the merge. I'm sure others will find issues after the merge, > but having this in early in 4.7 should help in solving these > issues. I filed bug 499812 and bug 499811 to be handled right after this is merged. > Is there follow up work planned in other area, e.g. JSDT, Maven or > Gradle? I would be interested to follow such developments, please > copy me into these bugs, if possible.Once the infrastructure is in place (and constantly improved) there will probably be quite some follow-up. I don't have specific bugs for now but I'll make sure I cc you on anything that comes up.",25,1197,2016/8/17 9:39,2016/8/17 8:43,2016/8/17 9:18,0,MERGED,42,2429,4,6,35,positive,3,-2
149,"Patch Set 35: Verified+1Looks good now, but did not do a code review.NOTE: Do not merge before we have a good I-build tomorrow.",35,1197,2016/9/26 11:45,2016/9/26 10:16,2016/9/26 10:30,0,MERGED,43,2529,3,3,35,positive,2,-1
152,"Patch Set 28: Code-Review-1 Verified-1It's a good starting point and comes with no warnings - good!There are still several issues to address:1) The hover is not working at mouse location, but on caret location and then shows the hover for the nature no matter where I move the mouse.2) Only make API what really needs to be accessed by clients (tests do not count). Most of the stuff should go into 'org.eclipse.ui.internal.genericeditor'.3) Javadoc is missing everywhere. You have to specify @since tags, and API Tools tags where appropriate.4) The extension point schema (doc) cannot refer to externalized strings (%...). Just use the English name. Use the preview to see how it looks like.5) The plug-in ID in the schema is wrong.It was suggested to remove the example and have some real case in Platform UI. Sorry, I do not yet see that ""real"" use case and hence we should keep the example.",28,1197,2016/9/6 12:38,2016/8/17 8:43,2016/9/6 9:03,480,MERGED,42,2431,2,3,35,positive,3,-2
154,Patch Set 22:Mickael or Sopot: IIRC you had also more complex examples for the usage of this new extension? I think you mentioned asynchronous code completion and TextMate based examples. Where do I think these examples? Would be nice to see more advanced usage of your development for the review.,22,1197,2016/8/16 8:38,2016/6/22 13:25,2016/8/15 13:19,1295,MERGED,51,2791,4,18,35,positive,2,-1
155,"Patch Set 20: Code-Review+1 Verified+1(6 comments)Looks good to me, but I would prefer if you could avoid using an activator. In the past, we had activators slowing done the platform. The .project editor extension could IMHO be contributed to once this has been merged to the text repository.",20,1197,2016/8/15 11:52,2016/6/22 13:25,2016/7/28 13:02,863,MERGED,51,2791,5,11,35,positive,2,-1
