ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Positive,Negative
14,"Patch Set 8:(6 comments)The comments are now addressed in patch set 9, Thanks Marc K!",8,697,2016/11/14 16:37,2016/10/4 2:01,2016/11/14 3:25,985,MERGED,2,427,3,6,11,0,2,-1
15,"Patch Set 2:If IO is laggy, PipedInputStream could be blocked waiting for data which was recently written. The question is whether a the window between write()/flush() to this class could wake up that blocked read via the flush/interrupt rather than the data that shows up via the write(). If it is impossible, great. There is the chance to miss flushes.",2,701,2016/11/4 20:48,2016/11/4 18:48,2016/11/4 20:00,1,MERGED,1,46,4,7,2,0,3,-2
16,"Patch Set 1:> There may still be a race condition here. Consider the sequence: > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > flush() calls interrupt() while run() is in the src.read() call, > but src still has more data to read, can the current run() loop > break out of the src.read(), perform a partial flush, then loop > again to copy the rest of the data, and fail to do a final flush?Yes, I think that could happen. czhen and I talked a little about how we want to rewrite this code. I still think this change is an improvement since it avoids the ""Short read of block"" errors. I'll clarify the commit message.",1,701,2016/11/4 19:59,2016/11/4 18:48,2016/11/4 18:50,0,MERGED,1,47,4,9,2,1,2,-2
17,Patch Set 3:(4 comments)We still need a bug report and the current commit header pointing to this bug report.,3,709,2016/11/2 21:22,2016/11/1 16:52,2016/11/2 21:14,28,MERGED,4,274,2,4,8,1,1,-2
18,"Patch Set 4:> > I'm wondering if the Ng* files can also be actually removed, we > > don't seem to be building them at all... >  > Look at make_cocoa.mak line 74. They are actually compiled.I did notice those targets in make_cocoa.mak but what I meant was that we can probably get rid of those too as those targets don't seem to be really invoked. See line 32 of the same makefile where the targets are commented out and I've never seen them being built myself.",4,712,2016/10/25 14:59,2016/10/4 9:52,2016/10/21 11:37,409,MERGED,28,1909,3,4,8,1,1,-2
19,Patch Set 4:sorry about the last two patches I tried something out of desperation but without my brain switched on...,4,725,2016/11/2 19:47,2016/11/2 16:23,2016/11/2 19:46,3,MERGED,1,5,2,5,6,1,1,-3
20,"Patch Set 5:Jonah, since you have already had a quick look, would you have the time to review this?  I'm hoping to have it for 9.2 if possible.",5,726,2016/10/31 18:22,2016/10/17 15:10,2016/10/26 15:45,216,MERGED,5,130,3,6,7,0,2,-1
21,"Patch Set 1: Code-Review-2> This patch was just created to share information, but one key item > missing from the patch is that it does not change the default value > of the preference IGdbDebugPreferenceConstants.PREF_TRACES_ENABLE > in GdbPreferenceInitializer.Woops, that is actually a over-site on my part.  In my testing, I turn on and off and forgot to set the initializer!  Thanks for noticing.",1,726,2016/10/19 13:55,2016/10/17 15:10,2016/10/18 20:43,29,MERGED,4,113,3,5,7,0,2,-1
22,"Patch Set 5:Hi David,would be nice if you could review my latest changes. I┬┤d love to make use of this feature during ""asciidocing"" ;-)",5,733,2016/10/14 19:20,2016/7/8 8:40,2016/10/14 19:18,2362,MERGED,11,679,3,6,10,0,2,-1
23,"Patch Set 2: Code-Review+1Simon, can you remove the dependency to the other commit? I think it is not necessary.David, could you review this? This would be extremely helpful during my documentation work?",2,733,2016/8/30 10:22,2016/7/8 8:40,2016/7/11 22:32,85,MERGED,9,496,4,10,10,0,4,-1
24,"Patch Set 6:In the latest patch set I removed the api filters and just implemented the ITextViewer interface, which leads to a pretty long static inner class in the test, but allows us to omit the api filter file.What do you prefer?",6,733,2016/10/18 23:22,2016/7/8 8:40,2016/10/18 23:19,2462,MERGED,10,932,3,5,10,1,1,-2
25,Patch Set 4:Now I've also added 3 tests for the FileRefHyperlink detector and resolved the other issues.,4,733,2016/9/30 7:12,2016/7/8 8:40,2016/9/30 7:03,2014,MERGED,11,679,3,6,10,0,2,-1
26,"Patch Set 4:After further discussion with Jacques, it seems the best is to only keep the tooltip on the subject widget. I also added the update to the license.",4,736,2016/11/3 18:00,2016/10/31 18:02,2016/11/3 17:59,71,MERGED,1,52,3,5,6,0,2,-1
27,Patch Set 1:There seems to be something wrong with the recipes.ecore code generation at my machine - let's see whether it works on the build server.,1,739,2016/10/21 16:42,2016/10/21 16:41,2016/10/21 16:41,0,MERGED,14,902,3,6,4,1,1,-2
28,"Patch Set 1: Code-Review+1This is very good, but can we also have the file creation? It can help us catch hung state systems.",1,745,2016/11/2 15:27,2016/10/6 20:59,2016/10/24 19:50,430,MERGED,1,5,5,8,1,0,3,-1
29,"Patch Set 1:I would deprecate the nvl methods all utilities except ObjectUtility, because they are redundant.",1,749,2016/11/3 12:24,2016/11/2 7:09,2016/11/3 12:05,28,MERGED,6,181,2,2,4,1,1,-2
30,"Patch Set 1:@ Lars, Once Bug 501742  is merged, when you have time, please feel free to review this guy.Thank you.",1,761,2016/11/2 19:26,2016/11/2 18:57,2016/11/2 18:57,0,MERGED,1,4,3,6,2,0,2,-1
31,"Patch Set 1:I see two issues with your patch. The first one is a blocker: You can't remove API because we don't plan for a major release.The other issue is that I don't like your ""pessimistic fall-back"" apporach to determine the absolute path of the file. What if the file exists in both possible locations? I imagine a more deterministic approach would be the introduction of a special syntax for config-folder-relative paths, for example ""@config/..."".",1,762,2016/10/18 16:04,2016/10/14 10:06,2016/10/14 10:14,0,MERGED,3,65,3,4,6,0,2,-1
32,"Patch Set 4:Something is wrong with this review. Not sure what the status ""Not Current"" tells me. I can't do anything with it, so I cherry-picked it locally and will push it directly.",4,762,2016/11/4 6:05,2016/10/26 13:38,2016/11/2 10:36,164,MERGED,6,137,3,7,6,1,1,-2
33,"Patch Set 5:> So to recap: rename the method, add a component to the commit > message, than I +1/+1. It passed stress test btw. It did before too > though. :SIt's pretty difficult to reproduce. I've seen it with machines under load, etc. But I see other failures too. Still, an improvement is better than nothing.",5,766,2016/11/3 20:21,2016/10/26 15:01,2016/11/3 20:19,197,MERGED,4,62,4,7,5,1,2,-4
34,"Patch Set 4:So to recap: rename the method, add a component to the commit message, than I +1/+1. It passed stress test btw. It did before too though. :S",4,766,2016/11/3 20:15,2016/10/26 15:01,2016/11/3 4:29,181,MERGED,4,57,3,12,5,1,1,-2
35,Patch Set 1:I am tempted to +2 this due to hudson's instability. question though: is there a way to make sure none of the plug-ins were forgotten?,1,767,2016/10/24 14:12,2016/10/21 15:03,2016/10/21 15:03,0,MERGED,51,106,3,8,5,1,1,-2
36,"Patch Set 2:Build #11126 took 24 mb, every build takes 24mb. Did it build the wrong patch?",2,773,2016/11/3 19:11,2016/10/24 17:47,2016/10/24 19:59,2,MERGED,1,1,4,6,2,1,1,-2
37,Patch Set 2: Code-Review+2If that allows working-around https://bugs.lttng.org/issues/1070 then great!,2,775,2016/11/2 20:17,2016/10/22 5:08,2016/10/24 19:59,62,MERGED,1,12,5,9,2,0,4,-1
38,"Patch Set 2: Code-Review+1It doesn't break anything. The bug is _hard_ to reproduce, but I think I understood by code inspection.",2,779,2016/11/3 15:30,2016/8/30 21:43,2016/11/1 21:18,1511,MERGED,2,246,4,6,3,1,1,-2
39,"Patch Set 3:> It doesn't break anything. The bug is _hard_ to reproduce, but I > think I understood by code inspection.I didn't :p",3,779,2016/11/3 18:09,2016/8/30 21:43,2016/11/3 18:01,1556,MERGED,2,246,1,1,3,1,2,-2
40,"Patch Set 5: Code-Review+1I am fine with this, please remember to update the manuals at the end of this chain.",5,780,2016/11/3 15:54,2016/9/22 21:23,2016/11/2 16:48,979,MERGED,1,18,5,7,5,0,3,-1
41,"Patch Set 1:No, it's a race condition between the 2 ways to update that view (see https://git.eclipse.org/r/#/c/83526/7 to fix that). And the waitViewReady will return when the CommonXYChart is not dirty anymore, but the scatter viewer is still dirty. Probably if you make the compacting job sleep, it will fail all the time.",1,781,2016/11/1 14:51,2016/11/1 13:23,2016/11/1 13:27,0,MERGED,1,4,4,9,2,1,1,-2
42,"Patch Set 4:NOTE : The reason there were some build issues is likely because this patch was #3 in a series of others to do other stuff (eg. add newer httpcore/client), but since it modifies existing stuff I wanted to have it first. Likely I missed some things in the rebasing.",4,788,2016/11/3 14:55,2016/9/7 20:31,2016/11/3 2:27,1349,MERGED,60,99,3,6,4,1,1,-2
43,"Patch Set 1:I was wrong the code works fine. My bad. But If I use the code from CustomizableDelegatingItemLabelProvider, I introduce uml dependancies  to infra",1,791,2016/10/26 8:16,2016/10/25 15:27,2016/10/25 15:27,0,MERGED,1,17,3,6,3,0,3,-2
44,Patch Set 1: Verified+1@Philip: Can I merge this one?Verified by https://hudson.eclipse.org/papyrus/view/InformationModeling/job/papyrus-informationmodeling-gerrit/55/(HIPP seems to forget to report :( ),1,797,2016/11/3 12:41,2016/10/27 15:07,2016/10/27 15:07,0,MERGED,2,69,3,5,1,1,1,-2
45,"Patch Set 4:The discussion was around having the possibility to select the inverted colors from the preference page in addition to the original action.After agreeing that it should be present in the preference page, you suggested to then remove the actual action from the console pages.We decided to leave the removal as a separate commit in case we change our mind.So this is the best time re-consider :-)",4,802,2016/10/24 18:58,2016/9/14 21:58,2016/10/7 13:01,543,MERGED,8,65,4,6,5,0,2,-1
46,Patch Set 5:Rebased in hope that hudson wakes up.Realized that it was because hudson was overwhelmed.,5,811,2016/10/25 1:46,2016/9/1 0:34,2016/10/25 1:46,1297,MERGED,7,70,4,5,5,1,3,-3
47,"Patch Set 1:Bernd, Matthew, any fundamental objection to the idea of the patch or can I assume this will go in eventually and I can base some work on it (like the custom charts)?",1,812,2016/9/1 16:23,2016/8/10 19:03,2016/8/10 19:28,0,MERGED,13,169,4,8,6,1,1,-2
48,"Patch Set 5:Ok, the icons should be moved progressively, but I am fine with them all arriving now.",5,812,2016/10/24 18:15,2016/9/22 1:04,2016/9/29 17:21,184,MERGED,12,130,3,8,6,0,3,-1
49,"Patch Set 6:screencast maybe? I did the same with trace2, as I do not have the robot trace, and it works fine.",6,812,2016/10/24 19:42,2016/9/22 1:04,2016/10/24 19:26,786,MERGED,9,128,4,13,6,0,3,-1
50,Patch Set 14: Code-Review+2 Verified+1Thanks Marc D. and Marc K. for your thorough reviews !,14,825,2016/10/25 11:58,2016/9/14 20:35,2016/10/25 1:43,965,MERGED,17,350,3,8,14,0,2,-1
51,Patch Set 6: Code-Review-1(1 comment)Oops- I added a problem with my previous patch. Will send a new one,6,825,2016/10/13 18:19,2016/9/14 20:35,2016/10/13 18:09,693,MERGED,13,318,2,5,14,1,1,-2
52,"Patch Set 1:This is the only test we do to test a dynamic menu and seems it does not work for some reasons, I agree with you then, we should remove the test and have the others test executed",1,828,2016/10/25 11:01,2016/10/21 14:32,2016/10/21 14:32,0,MERGED,1,18,3,5,3,1,2,-2
53,"Patch Set 1:Do we really need a special section like ""Special Situations"" to describe this? IMHO adding we can add it similar to ""Host""",1,842,2016/10/24 11:02,2016/10/21 14:42,2016/10/21 14:43,0,MERGED,1,15,2,3,2,0,2,-1
54,"Patch Set 6: Code-Review+2 Verified+1Nice reduction on GdbFullCliConsolePage, Thanks Marc K. !!",6,849,2016/10/24 21:33,2016/10/3 17:16,2016/10/22 23:54,462,MERGED,5,301,4,7,6,0,3,-1
55,Patch Set 5:(10 comments)Excellent patch!My only comments are about names of classes and variables.I also noticed we can simplify the GdbFullCliConsolePage class.I'll post those fixes so you can tell me what you think.,5,849,2016/10/22 23:54,2016/10/3 17:16,2016/10/21 19:17,434,MERGED,5,185,2,5,6,0,5,-1
56,"Patch Set 1: Code-Review-1Could you add a unit test for this please? Very many unit tests have their own delete Supplementary file small method (at least, I've copy pasted it at least a dozen times ;-) They will all be using this now!Also, this method is using the old io library, while new code should aim to rather use the java.nio library. That said, we don't really enforce that and the ""delete files in directory"" use case is much more verbose with nio than this one-liner. But I know you usually prefer the new and hipster way, so I'll just highlight this here with no obligation ;-)",1,850,2016/10/13 10:39,2016/10/7 21:04,2016/10/7 21:05,0,MERGED,1,18,3,7,4,0,2,-1
57,"Patch Set 4:> I'm wondering if we should be running those jenkins builds at all.It's somewhat useful to me, as I have some private jobs that are based on that one that I can use to run tests before pushing patches to Gerrit. Also, Mac and Windows coverage, which we do not have anywhere else.With this new build property, I'll split a new column that runs just the ""unit"" tests, and another one that runs all the tests. So at least we'll be able to differentiate between ""it's completely broken"" and ""works except for the known UI test flakiness"".",4,851,2016/10/24 20:30,2016/10/8 0:02,2016/10/24 20:25,404,MERGED,8,119,1,1,4,0,2,-1
58,"Patch Set 1:> The better way to do it would be to sort the tests by duration and pick the ones that take over a threshold.> I think it'd be better to call them ""slow tests"". The line for integration tests is not very clear and too open for debate. What do you think?Slow tests are good, I would then love to study which ones are slow in core too. We have some that have huge room for improvement, like the scheduler tests.",1,851,2016/10/18 10:58,2016/10/8 0:02,2016/10/18 0:12,240,MERGED,8,151,4,13,4,0,3,-1
59,"Patch Set 3:Yeah so we're kinda stuck until https://issues.apache.org/jira/browse/MNG-3328 gets fixed. We're trying to activate profile based on a OR of several conditions ((!property1) OR (!property2)), and that is just not currently supported.Here's an alternative solution, which makes -Dskip-rcp only work if -Dskip-automated-tests is also passed. If the automated tests are asked for, it will build the RCP so it can run them. Not ideal, but I think it's an ok stopgap solution. Thoughts?",3,851,2016/10/20 23:27,2016/10/8 0:02,2016/10/20 23:20,311,MERGED,8,119,4,9,4,0,2,-1
60,"Patch Set 6: Code-Review+1 Verified+1(1 comment)looks good to me, just a comment on code not from this patch, so it can be done separately.",6,852,2016/10/24 15:17,2016/10/5 17:51,2016/10/21 15:09,381,MERGED,2,62,4,8,6,0,2,-1
61,Patch Set 2:I'd be very very happy to test and approve this patch if it can make the test not fail. I had 2 patches fail on that test just today.,2,853,2016/10/24 16:48,2016/10/24 13:47,2016/10/24 14:03,0,MERGED,1,16,3,4,4,1,3,-3
62,"Patch Set 4: Code-Review+1 Verified+1This makes the test more robust. And no other side-effect that I can notice, though randomly cancelling analyses in the progress view is not without side-effect, especially when cancelling an analysis others depend on... More bugs to fix!",4,853,2016/10/24 19:03,2016/10/24 13:47,2016/10/24 18:02,4,MERGED,2,23,5,10,4,1,1,-3
63,"Patch Set 2: Code-Review-1(1 comment)I'm pushing a patch (and publishing!) with additional unit tests for various comparators. My previous comments about supporting also sorted iterators for the other iterator methods are still valid.Also should the segments store all be sorted by start time by default, or is the order irrelevant, one can always sort from the view if they wish. I'd be tempted to say the latter, but the code seems to scream the former, though the javadoc of the segment store makes no comment about the default ordering.",2,855,2016/10/20 19:02,2016/9/27 16:25,2016/10/20 18:56,554,MERGED,7,156,2,4,8,0,2,-1
64,"Patch Set 3:commit msg: garantied -> guaranteedJust the sampling method of the clock offset has an intrinsic error, which explains why kernel vs UST offsets differ.You could state that babeltrace 1.x also does this.You could special-case this average work-around to lttng traces.",3,856,2016/10/4 19:49,2016/1/28 2:50,2016/3/8 20:24,977,MERGED,1,115,5,11,12,1,1,-2
65,Patch Set 11: Code-Review+1(1 comment)Still fine with me and even better than last time I +1ed it!,11,856,2016/10/21 13:33,2016/10/4 23:56,2016/10/20 22:06,382,MERGED,4,451,5,10,12,0,4,-1
66,"Patch Set 8: Code-Review-1(2 comments)Thanks, all the tests pass now! I'll just fix the double-rounding-average problem.",8,856,2016/10/18 20:53,2016/10/4 23:56,2016/10/18 19:10,331,MERGED,4,443,3,6,12,0,3,-2
67,"Patch Set 9: Code-Review+1 Verified+1(4 comments)Except for my rant, thank you for reading, this patch looks fine.I have one last point of discussion, but any change there can be done in a separate patch, as if we move the delete Supp files to TmfTrace, we may need some unit tests and other to make sure it all still works fine.",9,856,2016/10/19 14:24,2016/10/4 23:56,2016/10/18 21:34,333,MERGED,6,472,4,11,12,0,3,-1
68,"Patch Set 6: Code-Review-1(1 comment)19 out of 20 tests failed because I was lazy and didn't even run them knowing it would fail, but one, the first failure is legit and due to this patch, or at least this patch should make sure it passes.",6,856,2016/10/18 0:28,2016/10/4 23:56,2016/10/17 20:56,309,MERGED,3,289,3,5,12,1,1,-3
69,"Patch Set 4:(4 comments)Thanks for the comments, I'll wait until we get to this patch in the branch to update it.",4,856,2016/10/13 18:56,2016/10/4 23:56,2016/10/7 22:21,70,MERGED,3,287,3,8,12,0,2,-1
70,"Patch Set 10:(5 comments)The stream-related utility method in StreamUtils seems to trigger everyone for some reason, so I'll keep the code in TmfExperiment.> The clocks may also be sampled using different techniques. See Mathieu D for detailsI see this comment on the top page, but not in the Commit Message one. Weird? What should be reworded/added?",10,856,2016/10/20 22:08,2016/10/4 23:56,2016/10/20 19:13,379,MERGED,6,482,3,6,12,1,1,-2
71,"Patch Set 7: Code-Review-1Ok so, I folded the new tests back into this patch, and I've added some try/finally blocks so that the disposes happen all the time, which should isolate failures of these tests.There is still one failure remaining, and I am not sure how it's supposed to be fixed, see my comment just before this one.",7,856,2016/10/18 18:34,2016/10/4 23:56,2016/10/18 18:30,330,MERGED,4,429,3,5,12,1,1,-3
72,"Patch Set 7:I've tested the latest patch-set, and the new feature org.eclipse.emf.compare.rcp.ui.feature.group gets installed as expecred. Still we get the wrong EGit/EMF Compare stuff due to the too old contents in the integration repos. But this is a known issue and let's wait for the integration repos to be updated.",7,859,2016/10/20 13:48,2016/10/16 12:00,2016/10/20 12:41,96,MERGED,1,99,2,2,9,1,1,-2
73,"Patch Set 4: Code-Review+1I tested to pull the latest patch-set, and restarted my installation. Oomph was intelligent enough to detect the two new added features and popped up a dialog asking for installation of these new features (I have never seen this dialog before in corresponding scenarios, must be some new improved behavior in Oomph). Anyway, I think that we are close of getting this one completed. The only thing left is to actually get the 0.8 repo completed, and make the final update to the setup file to reference the release repo.",4,859,2016/10/18 11:58,2016/10/16 12:00,2016/10/18 11:15,47,MERGED,1,105,3,6,9,0,2,-1
74,Patch Set 1: Code-Review+1 Verified+1Can't reproduce the bug that these lines were fixing. Maybe the initial problem is gone. We can remove them for now.,1,863,2016/10/20 17:51,2016/10/18 20:56,2016/10/18 20:56,0,MERGED,1,12,4,6,1,1,1,-2
75,"Patch Set 3:(4 comments)Looks good, with just some minor correction in installer URLs.One question:  where did you get the OS icons?  Are they provided by the OS vendors with license for use for this purpose?  I'm thinking that the Apple and Windows logos, in particular, are so accurate as to be subject to protection.",3,865,2016/10/22 1:44,2016/10/21 20:59,2016/10/21 21:22,0,MERGED,5,180,2,2,4,0,2,-1
76,"Patch Set 1:> From technical point of view, this patch is good. > Doesn't break any jUnit test cases. >  > From deprecation perspective, I'm not 100% sure how to deal with > deprecations. Alex?Adding Alex for Review.",1,866,2016/10/19 19:31,2016/10/19 16:22,2016/10/19 16:22,0,MERGED,3,87,3,9,2,0,2,-1
77,Patch Set 2: Code-Review+2 Verified+1There was no reply on SWT mailing list.This patch looks good to me. It's really good to get rid of old and unused code. Merging.,2,866,2016/10/24 15:18,2016/10/19 16:22,2016/10/24 15:17,118,MERGED,3,87,3,4,2,0,3,-2
78,"Patch Set 2: Code-Review-1(1 comment)Nice catch!I think your patch contains a useless modification and can thus be simplified, but congrats for detecting & fiwing this problem!",2,869,2016/10/24 13:14,2016/10/21 12:52,2016/10/24 7:17,66,MERGED,7,51,3,6,4,1,3,-3
79,"Patch Set 2: Code-Review-1Works fine :) small typos in the preference pagePreferences:  - the field is initiated with 0 when starting a fresh workspace - export the string to a property message file - Replace ""Expand All at Selection Action"" by Expand - add a tooltip to ""Expand All at Selection Action"" saying ""The expand function is available in model explorer with the + button""  - Replace ""Expand all max level (-1 for infinite)"" by ""Max level"" - add a tooltip to """"Expand all max level (-1 for infinite)"" saying ""You may use -1 to allow infinite level but it won't work on recursive model""",2,881,2016/10/20 8:49,2016/10/19 9:13,2016/10/19 9:16,0,MERGED,6,161,3,6,3,0,3,-1
80,"Patch Set 1:Kevin Corcoran took over https://git.eclipse.org/r/#/c/69292/ from me, so this is identical to that patch. https://git.eclipse.org/r/#/c/69292/ was abandoned in favor of this.",1,884,2016/4/13 23:18,2016/4/13 22:55,2016/4/13 22:55,0,MERGED,4,56,3,4,4,1,2,-2
81,"Patch Set 1: Code-Review+1I like the idea. I'm not sure if we could enable this on our Gerrit servers because we run gc from a different machine to not take resources from Gerrit server but still, I like the idea of automatically running gc if loose objects exceeds a threshold.",1,898,2016/4/25 15:42,2016/4/13 12:54,2016/4/14 22:27,33,MERGED,7,236,4,8,7,0,2,-1
82,"Patch Set 4:@Dawid, is this patch ok for you? I like the fact that it remains light ;)Though, it doesn't cover the constant importing feature (PHP 5.6+), maybe it already works correctly, I never used and tested this feature:use const My\Full\CONSTANT;",4,931,2016/10/14 9:26,2016/10/12 12:58,2016/10/12 13:10,0,MERGED,11,156,4,9,4,0,2,-1
83,"Patch Set 1:I discussed 2 minutes ago with C├®line, she will create a job so we can test the new RCP with this fix.If that is the good fix, I would be happy for the weekend ;-)",1,935,2016/10/14 12:41,2016/10/14 12:30,2016/10/14 12:30,0,MERGED,1,6,3,6,1,0,2,-1
84,"Patch Set 8:> now the tests run and your new test fails.  That's progress!  :-)Yes, and now the test succeeded :)",8,940,2016/10/10 11:59,2016/10/7 17:06,2016/10/10 11:40,66,MERGED,2,47,3,7,16,0,3,-1
85,"Patch Set 9:> I rebased on master, and it seems that the previous build error > dealing with wrong wk path is raised gain, build failed Caused by: > org.apache.maven.plugin.MojoFailureException: The explicit location > /jobs/genie.papyrus-rt/Papyrus-RT-Gerrit-RCPTT/workspace/source/releng/org.eclipse.papyrusrt.rcptt/../../../../../Papyrus-RT-Master-Product/lastStable/archive/source/releng/org.eclipse.papyrusrt.product/target/products/org.eclipse.papyrusrt.product-linux.gtk.x86_64.zip > is not validNo, that's the right location.  Probably the product ZIP file just actually wasn't there (temporarily?).  I suspect it was just bad timing, that re-triggering the build would see it work fine.But, in any case, it looks like you deleted the wrong rcptt.properties file?  That could be a hint as to why RCPTT created another one for you that snuck into this patch:  that somehow you have imported the RCPTT project into your workspace in the wrong way.  Did you import the org.eclipse.papyrusrt.rcptt project into your workspace or did you import the whole git repository as a project?",9,940,2016/10/11 15:29,2016/10/7 17:06,2016/10/11 15:22,94,MERGED,3,57,3,4,16,0,3,-2
86,"Patch Set 2:> The RCPTT build is broken, seems to deal with some wrong path :I've merged a fix for the RCPTT runner's location of the AUT, so now the tests run and your new test fails.  That's progress!  :-)",2,940,2016/10/7 21:37,2016/10/7 17:06,2016/10/7 21:30,4,MERGED,1,34,2,3,16,0,2,-1
87,"Patch Set 12:Hello, it seems that all rcptt test fails Cause: Failed to set selection: [[CapsuleAndProtocol, model.di]].",12,940,2016/10/13 21:43,2016/10/13 21:11,2016/10/13 21:12,0,MERGED,1,38,2,4,16,1,1,-3
88,"Patch Set 10:Okay, so it appears that, in fact, the Product build is no longer archiving the RCP packages that it creates.  That's a problem for RCPTT!",10,940,2016/10/11 15:46,2016/10/11 15:40,2016/10/11 15:40,0,MERGED,1,38,4,8,16,1,1,-3
