ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,PREDICTED
52,Patch Set 1: Code-Review+2 Verified+1gerrit failure is unrelated,1,159,2016-11-15 05:39:31,2016-11-14 06:38:25,2016-11-15 04:35:56,1,MERGED,4.0,31.0,3,5,1,negative
53,Change has been successfully cherry-picked as 9259fcd40b1749cd421c433bcc436cb335cbbe43 by Justin Luth,1,159,2016-11-15 05:39:43,2016-11-14 06:38:25,2016-11-15 04:35:56,1,MERGED,4.0,31.0,3,5,1,positive
58,Change has been successfully cherry-picked as b5dd13c57f748cc07611ba1e4d859fcf376c88a7 by Ashod Nakashian,1,164,2016-11-14 21:19:04,2016-11-14 13:05:12,2016-11-14 13:58:34,7,MERGED,1.0,7.0,2,3,1,positive
62,Change has been successfully cherry-picked as 9a86bf76fe1d8457c12026b9f96c0ce971b29b53 by Caol├ín McNamara,1,168,2016-11-14 16:28:59,2016-11-13 23:15:15,2016-11-14 08:03:03,8,MERGED,1.0,1.0,4,5,1,positive
63,Change has been successfully cherry-picked as ada8a2123ea655142be74a11c23e042a0109d5f8 by Katarina Behrens,1,169,2016-11-14 14:33:22,2016-11-14 11:27:49,2016-11-14 11:27:49,3,MERGED,1.0,2.0,3,5,1,positive
66,"Patch Set 4:Henry: Unfortunately this is a binary incompatible change :-(  I fear that we have to introduce a new call that accepts the parameter (and that just calls the ""old"" one with the text to render as a parameter).Adding Andras too - for the case he'd say that we can handle the dependencies right, and we can do the binary incompatible change.  But in generally, we try not to do the incompatible changes.",4,172,2016-11-14 08:33:32,2016-11-11 20:29:57,2016-11-12 10:35:08,45,MERGED,3.0,16.0,4,7,5,negative
67,Change has been successfully cherry-picked as 32d0378284a42f0eba1df92555767a43be079117 by Andras Timar,4,172,2016-11-14 13:06:52,2016-11-11 20:29:57,2016-11-12 10:35:08,50,MERGED,3.0,16.0,4,7,5,positive
68,Change has been successfully cherry-picked as 97eaf7bbb6ac66a2d71fe9a8cf962a673ee25b10 by Caol├ín McNamara,2,173,2016-11-14 08:59:32,2016-11-14 07:45:23,2016-11-14 08:58:37,0,MERGED,1.0,2.0,3,4,2,positive
70,Change has been successfully cherry-picked as 52040395e3046ac42b8c3dd385c7b1cb26b929f3 by jan iversen,1,175,2016-11-14 11:34:52,2016-10-13 19:22:55,2016-10-13 19:22:55,760,MERGED,1.0,2.0,4,8,2,positive
77,Change has been successfully cherry-picked as 303d173ae10348433f9b0b845267a317cb69eff6 by Ashod Nakashian,1,182,2016-11-14 05:37:09,2016-11-14 05:09:26,2016-11-14 05:09:26,0,MERGED,1.0,17.0,2,4,1,positive
81,Change has been successfully cherry-picked as 853135decd123e1bbd521e7369378056caaabd56 by Ashod Nakashian,1,186,2016-11-14 05:32:48,2016-11-14 03:23:04,2016-11-14 03:23:04,2,MERGED,6.0,41.0,2,3,1,positive
83,Change has been successfully cherry-picked as 18fd7b7f75e41ea28876c27aff1a7368c8a2e83d by Ashod Nakashian,1,188,2016-11-14 05:31:46,2016-11-14 02:52:02,2016-11-14 02:57:20,2,MERGED,2.0,72.0,2,3,1,positive
93,Change has been successfully cherry-picked as 3cff7993019d10e7c11a3d9dd67ba760dcc061b8 by Ashod Nakashian,1,198,2016-11-14 05:20:57,2016-11-12 18:41:16,2016-11-12 18:41:18,34,MERGED,1.0,26.0,2,3,1,positive
96,Change has been successfully cherry-picked as 5d69d0abd608a447df0355152643608d8034b7a2 by Ashod Nakashian,1,201,2016-11-14 05:18:48,2016-11-12 15:40:37,2016-11-12 15:40:37,37,MERGED,2.0,12.0,2,3,1,positive
102,Change has been successfully cherry-picked as ae922863c4932be38ef53ae5e985a668724e8f15 by Caol├ín McNamara,1,207,2016-11-13 16:22:12,2016-11-12 21:12:27,2016-11-12 21:24:32,18,MERGED,1.0,2.0,3,5,1,positive
104,Change has been successfully cherry-picked as 25638e24191936be443cccb6d70121a77b795477 by Noel Grandin,1,209,2016-11-13 05:29:00,2016-11-12 14:06:20,2016-11-12 14:06:20,15,MERGED,1.0,2.0,4,5,1,positive
105,Change has been successfully pushed.,2,210,2016-11-13 02:36:52,2016-11-13 01:55:38,2016-11-13 02:36:25,0,MERGED,1.0,2.0,2,4,2,positive
114,Change has been successfully pushed.,1,219,2016-11-12 23:22:50,2016-11-12 22:00:45,2016-11-12 22:21:53,1,MERGED,11.0,41.0,2,4,1,positive
115,Change has been successfully pushed.,1,220,2016-11-12 23:22:50,2016-11-12 22:10:56,2016-11-12 22:21:53,1,MERGED,1.0,8.0,2,4,1,positive
125,Change has been successfully cherry-picked as 0415e4a9143b6240fec87675877ba59bf0c9d2a5 by Tam├ís Zolnai,1,226,2016-11-12 09:43:54,2016-11-11 22:39:58,2016-11-11 22:39:58,11,MERGED,1.0,2.0,3,5,1,positive
130,Change has been successfully cherry-picked as 489914a676ae5aadc68063d6d41de111728f2eb4 by Lionel Elie Mamane,1,231,2016-11-12 08:48:09,2016-11-11 19:53:49,2016-11-11 22:19:21,10,MERGED,1.0,4.0,4,5,1,positive
138,"Patch Set 1: Code-Review+2 Verified+1It seems the failing TB isn't due to the patch.Moreover, Robert confirms it works with this patch.see https://bugs.documentfoundation.org/show_bug.cgi?id=71251#c23",1,239,2016-11-11 21:54:47,2016-11-11 19:53:49,2016-11-11 19:53:49,2,MERGED,1.0,4.0,3,5,1,negative
143,Change has been successfully cherry-picked as 763c47724d0ed4be5bbfeea7da737fdc50b3e80d by Caol├ín McNamara,1,242,2016-11-11 16:13:34,2016-11-11 12:01:11,2016-11-11 15:23:33,0,MERGED,1.0,22.0,3,5,1,positive
144,Change has been successfully cherry-picked as d5233a94fde279b5758bb9c45ee64203b753b5ee by Caol├ín McNamara,1,243,2016-11-11 17:02:44,2016-11-11 12:10:13,2016-11-11 16:22:25,0,MERGED,1.0,2.0,3,5,1,positive
146,Change has been successfully cherry-picked as f908ec9c2230a65db309fe5ed3e43390d72bbe51 by Samuel Mehrbrodt,2,245,2016-11-11 15:42:12,2016-11-11 13:47:11,2016-11-11 13:50:05,1,MERGED,1.0,6.0,3,5,2,positive
150,Change has been successfully cherry-picked as a6114042c590ff319e7d1877935e56e6c77bc3ee by Caol├ín McNamara,1,249,2016-11-11 15:33:47,2016-10-20 08:50:31,2016-11-11 14:16:34,1,MERGED,1.0,2.0,4,6,1,positive
153,Change has been successfully cherry-picked as 5ea35685395e2dfede904fcf5fffbcdcecd30723 by Caol├ín McNamara,1,252,2016-11-11 15:30:10,2016-11-09 14:12:39,2016-11-09 14:19:34,49,MERGED,1.0,6.0,4,5,1,positive
160,Change has been successfully cherry-picked as 0637d0f43d3dc5b41a1bbc5726d6a68b7c36a519 by Eike Rathke,2,259,2016-11-11 13:01:51,2016-10-20 08:50:31,2016-11-11 12:59:59,0,MERGED,1.0,2.0,3,5,3,positive
173,Change has been successfully cherry-picked as 327dd016a401c96c21a0b87acf92fb6510c5d4b5 by Maxim Monastirsky,1,271,2016-11-11 00:38:29,2016-11-10 16:10:07,2016-11-10 16:17:12,8,MERGED,1.0,2.0,4,5,1,positive
176,Change has been successfully cherry-picked as 5e416099f088a2f8a8980e08e3d5b731da0a6d9c by jan iversen,2,274,2016-11-10 14:54:14,2016-11-10 13:34:00,2016-11-10 14:38:39,0,MERGED,1.0,3.0,3,5,2,positive
177,Change has been successfully cherry-picked as ddc107a1fcfc9813c34d67dbafbc1b233c880c83 by Miklos Vajna,1,275,2016-11-10 16:48:08,2016-11-10 14:10:19,2016-11-10 14:10:20,2,MERGED,1.0,16.0,3,5,1,positive
180,"Patch Set 3:> a polite ping still working in this patch?Yes, I am waiting for some comments on the patch.The build reports two statuses - When I checked, it got built successfully on Windows, mac and Linux. I'm not sure why the first link says failure.http://ci.libreoffice.org/job/lo_gerrit/182/ : FAILUREhttp://ci.libreoffice.org/job/lo_gerrit_master/19944/ : SUCCESS",3,278,2016-09-06 07:35:34,2016-04-15 16:13:42,2016-08-05 07:31:05,768,MERGED,12.0,578.0,5,18,5,positive
181,"Patch Set 3:> > a polite ping still working in this patch? >  > Yes, I am waiting for some comments on the patch. >  > The build reports two statuses - When I checked, it got built > successfully on Windows, mac and Linux. I'm not sure why the first > link says failure. >  > http://ci.libreoffice.org/job/lo_gerrit/182/ : FAILURE > http://ci.libreoffice.org/job/lo_gerrit_master/19944/ : SUCCESSOur ci infrastructure is currently undergoing some changes, and to facilitate that change 2 jobs are used. This is a temporary solution and will change again. But do not worry the reviewers are aware of this.If you look at the failing job (choose console output), then you can see the failure is a git problem, and therefore not related to your patch.",3,278,2016-09-07 10:08:48,2016-04-15 16:13:42,2016-08-05 07:31:05,794,MERGED,12.0,578.0,5,18,5,negative
182,"Patch Set 3:Hey Dennis,sorry that I did not get back to you already and reviewed the patch. I' still quite busy but hope to have enough time for a proper review next week.",3,278,2016-09-08 22:41:47,2016-04-15 16:13:42,2016-08-05 07:31:05,831,MERGED,12.0,578.0,5,18,5,positive
185,"Patch Set 3:> > (1 comment) > > > > So I did an initial review of the patch and I think the general > > concept is ok but I'm still not sure about some of the details. > > > > Mainly the use of -1 as special column index and having special > > cases for it everywhere. > > > > I'm not sure if we should not instead switch to a solution that > has > > a valid ScAttrArray for any ScColumn and if there is not yet a > > ScColumn inside of the ScTable we query the ScAttrArray stored in > > ScTable. I need to read more and talk to you, Eike and Kohei to > see > > what is the best solution. >  > Thanks for the review. >  > The ScAttrArray object (aNextColAttrArray) in the ScTable has its > nCol member set to -1 to indicate that it represents all > unallocated columns. The check nCol == -1 in ScAttrArray methods is > to prevent making calls to pDocument methods like InvalidateTextWidth() > from aNextColAttrArray as it requires a valid/existing Column. >  > The special cases in the ScAttrArray methods are in fact for the > case of default formatting where nCount == 0 and pData == nullptr.But do we actually call these methods for the default formatting? As far as I read the code the default formatting is stored in the ScTable instance. If these methods are supposed to be never called for the default formatting I think an assert is the better solution.Sorry that it currently takes me a bit longer to review patches. I'm quite busy with my thesis and can not afford to spend too much time on LibreOffice.",3,278,2016-10-13 05:17:01,2016-04-15 16:13:42,2016-08-05 07:31:05,1653,MERGED,12.0,578.0,5,18,5,negative
203,Patch Set 1: Code-Review+2 Verified+1Nice cleanup; thanks!,1,290,2016-11-10 06:22:28,2016-11-09 21:53:55,2016-11-09 21:53:55,8,MERGED,1.0,2.0,3,3,1,positive
204,Change has been successfully cherry-picked as 368c92d82e25d61746808d38afd3d5049f9bfe84 by Adolfo Jayme Barrientos,1,290,2016-11-10 06:22:47,2016-11-09 21:53:55,2016-11-09 21:53:55,8,MERGED,1.0,2.0,3,3,1,positive
219,Change has been successfully pushed.,2,305,2016-11-09 16:46:43,2016-11-09 14:46:57,2016-11-09 16:46:26,0,MERGED,1.0,2.0,2,4,2,positive
222,Change has been successfully cherry-picked as 2e84e730a89de683c97bbcab89cd2dbf5a7a9b6d by Eike Rathke,1,308,2016-11-09 14:52:22,2016-10-22 20:07:30,2016-10-22 20:09:50,426,MERGED,1.0,5.0,4,5,1,positive
229,Change has been successfully cherry-picked as 287b35c43771d3258ed877607e29882b3730201b by Takeshi Abe,1,314,2016-11-09 13:04:58,2016-11-09 10:19:17,2016-11-09 10:44:58,2,MERGED,4.0,16.0,3,5,1,positive
230,Change has been successfully cherry-picked as ed42212f53b2e52238346e64dae31a931d6c90a1 by Toma┼¥ Vajngerl,1,315,2016-11-09 11:29:36,2016-11-09 09:32:35,2016-11-09 09:32:35,1,MERGED,1.0,2.0,3,5,1,positive
238,"Patch Set 1:Also, please make the table contents with numbers and other single characters as non translatable. If you edit the xhp file direclty, add localize=""false"" in the paragrphs that need no translation. If you use the Help Authoring tool, issue ""Toggle l10n"" Thanks",1,323,2016-10-27 21:13:52,2016-10-26 20:02:16,2016-10-26 20:02:16,25,MERGED,1.0,121.0,2,3,3,positive
239,Change has been successfully cherry-picked as 578e1e320daaa82b2d3b8c0eeea84bf704967939 by Olivier Hallot,3,323,2016-11-08 19:00:21,2016-10-26 20:02:16,2016-11-08 18:56:22,0,MERGED,1.0,123.0,2,3,3,positive
243,Change has been successfully cherry-picked as 62401ba3c9df1f7234bd272b3e659a08f546d50c by Miklos Vajna,1,327,2016-11-08 16:46:55,2016-11-08 14:54:15,2016-11-08 14:54:16,1,MERGED,1.0,5.0,3,5,1,positive
262,"Patch Set 1:> Those vars are read without a mutex locked, > so dialogs can still be displayed multiple times.That's possible, but highly improbable (requires two UI (!) code paths to cross this in ~exactly same time), and I suppose that reading bool without lock is safe to prefer faster implementation to the one that has mutex overhead. > no, not unconditionally; each instance of JavaContext creates at > most one instance of JavaInteractionHandlerSorry, missed that. Will look further.",1,345,2016-11-03 14:43:16,2016-11-03 12:53:09,2016-11-03 12:53:09,1,MERGED,2.0,21.0,3,11,5,negative
264,Patch Set 4: Verified+1Actually Patch Set 4 succeeded: see windows_msc_dbgutil_32 log http://ci.libreoffice.org/job/lo_gerrit/2372/Config=windows_msc_dbgutil_32/console,4,345,2016-11-05 10:20:34,2016-11-03 12:53:09,2016-11-05 07:22:22,2,MERGED,1.0,37.0,3,4,5,positive
273,Change has been successfully cherry-picked as 0164df61a59ee95396c29634dea0370dae9ee2b6 by Ashod Nakashian,1,353,2016-11-08 00:21:38,2016-11-07 23:21:54,2016-11-07 23:22:34,0,MERGED,1.0,1.0,2,3,1,positive
286,Change has been successfully cherry-picked as 07b1e1025653c05f6422278da793261cbff42c71 by Justin Luth,1,364,2016-11-07 15:56:13,2016-10-26 16:59:32,2016-11-07 13:07:12,2,MERGED,1.0,3.0,3,5,1,positive
287,Change has been successfully cherry-picked as 9a6d9b2d7caa6d1ae4dd16ee0b8a8af03e9dd07f by Michael Stahl,1,365,2016-11-07 15:54:06,2016-11-06 13:00:50,2016-11-06 14:15:10,25,MERGED,1.0,4.0,4,5,1,positive
288,Patch Set 1: Code-Review+2 Verified+1build failure looks unrelated,1,366,2016-11-07 15:50:36,2016-11-07 09:28:26,2016-11-07 09:28:26,6,MERGED,2.0,4.0,4,5,1,negative
289,Change has been successfully cherry-picked as 5d0aca576ae6d4075b0669c25d04f49270b731fc by Michael Stahl,1,366,2016-11-07 15:50:40,2016-11-07 09:28:26,2016-11-07 09:28:26,6,MERGED,2.0,4.0,4,5,1,positive
290,Patch Set 1: Verified+1build failure looks unrelated,1,367,2016-11-07 15:44:21,2016-11-07 11:18:56,2016-11-07 11:20:27,4,MERGED,7.0,18.0,4,6,1,negative
291,Change has been successfully cherry-picked as b9b03c7383035beaa6d5d89cd895436288403691 by Michael Stahl,1,367,2016-11-07 15:44:27,2016-11-07 11:18:56,2016-11-07 11:20:27,4,MERGED,7.0,18.0,4,6,1,positive
294,Patch Set 4: Code-Review+2 Verified+1CI on windows has gone a tad crazy it seems =),4,370,2016-11-07 13:37:38,2016-11-04 20:19:12,2016-11-07 12:25:51,1,MERGED,3.0,91.0,3,4,5,negative
295,Change has been successfully cherry-picked as ba68e6dd7ad99ef2a2720f327813d13550b98966 by Michael Meeks,4,370,2016-11-07 13:37:44,2016-11-04 20:19:12,2016-11-07 12:25:51,1,MERGED,3.0,91.0,3,4,5,positive
307,"Patch Set 1:So, this works but really I have no idea what is all going on under the hood here, so this is a discussion starter and my commit message might be totally wrong. Likely also needed for sftp - potentially for webdav?",1,381,2016-10-26 17:13:33,2016-10-26 16:59:32,2016-10-26 16:59:32,0,MERGED,1.0,3.0,2,5,6,negative
319,Change has been successfully cherry-picked as 12ca2d6d32d750abe0d452387c0b51bcedf54f58 by Noel Grandin,1,393,2016-11-07 06:38:05,2016-11-07 05:10:49,2016-11-07 05:25:01,1,MERGED,1.0,4.0,4,5,1,positive
333,Change has been successfully cherry-picked as 8b9372d51728b373512c9c05b8b77481581c4d47 by Ashod Nakashian,1,407,2016-11-07 06:29:43,2016-11-05 21:48:15,2016-11-07 06:23:34,0,MERGED,1.0,10.0,2,3,1,positive
340,Change has been successfully cherry-picked as fd8b426860ce218d61d978363880090da4ef1708 by Ashod Nakashian,1,414,2016-11-07 06:25:45,2016-11-07 03:10:32,2016-11-07 06:23:34,0,MERGED,1.0,2.0,2,3,1,positive
356,Patch Set 5:Thanks for the review ! Regression test added. It requires https://gerrit.libreoffice.org/30030 as well to pass. I double checked that it passes with both patches and fails without. Also rebased.,5,426,2016-10-22 09:34:47,2016-10-13 21:43:41,2016-10-21 17:41:41,15,MERGED,5.0,36.0,2,4,7,positive
359,Patch Set 1: Code-Review+2 Verified+1The only fail TB is Windows one and it's unrelated to the patch,1,428,2016-11-05 21:28:39,2016-11-05 20:44:06,2016-11-05 20:44:06,0,MERGED,1.0,13.0,3,5,1,negative
367,Patch Set 1: Code-Review+2 Verified+1Unrelated build failure.,1,435,2016-11-05 18:08:19,2016-11-01 14:35:43,2016-11-01 14:35:43,99,MERGED,1.0,1235.0,4,5,1,negative
368,Change has been successfully cherry-picked as ee2144aafc5b4be14630f723be9a2bb674671412 by Markus Mohrhard,1,435,2016-11-05 18:08:23,2016-11-01 14:35:43,2016-11-01 14:35:43,99,MERGED,1.0,1235.0,4,5,1,positive
369,Patch Set 1: Code-Review+2 Verified+1Unrelated build failure.,1,436,2016-11-05 18:07:32,2016-11-01 15:20:56,2016-11-01 15:20:56,98,MERGED,2.0,2266.0,4,5,1,negative
370,Change has been successfully cherry-picked as 7557eef0b58eadd5930f556ce4cb4bcc1d3b693d by Markus Mohrhard,1,436,2016-11-05 18:07:37,2016-11-01 15:20:56,2016-11-01 15:20:56,98,MERGED,2.0,2266.0,4,5,1,positive
371,Patch Set 1: Code-Review+2 Verified+1Unrelated build failure.,1,437,2016-11-05 18:06:45,2016-11-01 14:44:06,2016-11-01 14:44:06,99,MERGED,1.0,1270.0,4,5,1,negative
372,Change has been successfully cherry-picked as 8ef2262b0fcaf5b77f6644bf46409a50e3e76ff7 by Markus Mohrhard,1,437,2016-11-05 18:06:51,2016-11-01 14:44:06,2016-11-01 14:44:06,99,MERGED,1.0,1270.0,4,5,1,positive
378,Change has been successfully cherry-picked as 8f79079fa97acd084d8afbcc1a4f525d276fb05f by Julien Nabet,1,443,2016-11-05 13:54:15,2016-11-05 11:41:32,2016-11-05 11:41:32,2,MERGED,1.0,3.0,3,5,1,positive
382,Change has been successfully cherry-picked as 6fe0706f6726e5a5446c9f44e3d139cf73adeab9 by Julien Nabet,1,447,2016-11-05 07:08:10,2016-11-05 06:47:14,2016-11-05 06:47:14,0,MERGED,1.0,2.0,3,5,1,positive
386,Patch Set 1: Code-Review+2 Verified+1unrelated windows build failure.,1,451,2016-11-05 04:16:59,2016-11-04 14:07:03,2016-11-04 21:48:50,6,MERGED,6.0,17.0,3,5,1,negative
387,Change has been successfully cherry-picked as 570e8488b5cee5cc4c931c3468490acd6cab27cf by Justin Luth,1,451,2016-11-05 04:17:17,2016-11-04 14:07:03,2016-11-04 21:48:50,6,MERGED,6.0,17.0,3,5,1,positive
388,Change has been successfully cherry-picked as 6984fd5a756f1e01e94da14f01df5a0e20791630 by Takeshi Abe,2,452,2016-11-05 02:00:19,2016-11-04 03:21:04,2016-11-04 08:05:20,17,MERGED,1.0,2.0,3,4,2,positive
389,Change has been successfully cherry-picked as 239b662753bee4148cac51268cb203c7527036be by Takeshi Abe,2,453,2016-11-05 01:59:45,2016-11-04 03:15:06,2016-11-04 08:04:46,17,MERGED,1.0,2.0,3,4,2,positive
390,Change has been successfully cherry-picked as 19fa8aae970f66a808a3757b0de34fa9caee2ec4 by Szymon K┼éos,1,454,2016-11-04 22:35:17,2016-11-04 13:26:02,2016-11-04 13:26:02,9,MERGED,1.0,2.0,3,5,1,positive
394,Change has been successfully pushed.,3,458,2016-11-04 15:23:07,2016-11-03 16:23:56,2016-11-04 15:22:23,0,MERGED,1.0,4.0,2,4,3,positive
416,"Patch Set 4: Code-Review+1(Justin - don't argue with your superiors)  OK - take the response as an explanation for my thinking behind my actions. But yes, I don't trust git and certainly don't like the ""document in git commit comments"" theory.  Way too much noise in git blame/commits.  (Also an indication that I really have no clue how to properly use git log -p etc.)",4,472,2016-11-02 19:10:57,2016-10-31 08:59:09,2016-11-02 18:59:32,0,MERGED,3.0,14.0,2,4,5,positive
422,Change has been successfully cherry-picked as dc04de04814a6318144361b62d43711a03ae7fa6 by Julien Nabet,1,477,2016-11-04 07:57:47,2016-11-04 06:19:08,2016-11-04 06:19:08,1,MERGED,1.0,2.0,3,5,1,positive
428,Change has been successfully cherry-picked as d17d148880a4fc4f491b979a2207a05fca18ba8b by Ashod Nakashian,2,483,2016-11-04 05:17:59,2016-11-04 04:50:51,2016-11-04 05:09:12,0,MERGED,2.0,18.0,2,3,2,positive
429,Change has been successfully cherry-picked as b6fae38f17078b3e9b1b6dc267e5402ecc5d7b2f by Ashod Nakashian,2,484,2016-11-04 05:13:51,2016-11-04 04:30:27,2016-11-04 05:09:12,0,MERGED,1.0,21.0,2,3,2,positive
435,Change has been successfully cherry-picked as bd47f43ce56639c891beda40d9070591b8df5ccf by Caol├ín McNamara,1,490,2016-11-03 21:30:25,2016-10-31 22:40:24,2016-10-31 23:08:39,70,MERGED,1.0,6.0,4,5,1,positive
440,Patch Set 1: Code-Review+1with both commits 30526 and this one building LO 5.2 succeeds.,1,495,2016-11-03 13:15:38,2016-11-03 12:14:42,2016-11-03 12:26:40,0,MERGED,1.0,4.0,5,6,1,positive
447,Change has been successfully pushed.,2,500,2016-11-03 13:26:36,2016-11-03 11:21:37,2016-11-03 13:25:12,0,MERGED,1.0,4.0,2,4,2,positive
449,Change has been successfully cherry-picked as da0a98fa6dcc11302ef8b1e04742c12d44baf54b by Samuel Mehrbrodt,1,502,2016-11-03 12:22:46,2016-11-03 10:54:53,2016-11-03 10:54:53,1,MERGED,1.0,18.0,3,5,1,positive
454,Change has been successfully cherry-picked as 291d8d4f9460f8d5292cab2ef706fd8b501641b4 by Samuel Mehrbrodt,2,507,2016-11-03 12:20:24,2016-11-03 08:26:02,2016-11-03 10:26:21,1,MERGED,4.0,15.0,3,5,2,positive
460,Change has been successfully cherry-picked as ea6b378221efea0392c5085d621ff38a612ade3e by Miklos Vajna,1,513,2016-11-03 08:59:05,2016-11-03 08:16:09,2016-11-03 08:16:09,0,MERGED,1.0,2.0,3,5,1,positive
462,Change has been successfully cherry-picked as f748f8173c0a7f539a174a09a141e58b468bf92c by Katarina Behrens,1,515,2016-11-03 08:41:40,2016-10-31 15:26:14,2016-10-31 15:28:27,65,MERGED,1.0,8.0,4,5,1,positive
464,Change has been successfully cherry-picked as e4669faa6835796267490efe906f0bd8355f6a50 by jan iversen,3,517,2016-11-03 07:58:50,2016-09-02 11:52:23,2016-10-03 09:01:46,742,MERGED,1.0,2.0,4,6,3,positive
482,Patch Set 1: Code-Review+2 Verified+1Windows failure looks unrelated.,1,535,2016-11-02 15:04:06,2016-11-02 10:11:30,2016-11-02 10:11:30,4,MERGED,1.0,2.0,4,5,1,negative
493,Change has been successfully cherry-picked as 4db3156d112fa236ec3ada11d5322b4c95a9d1ee by Michael Stahl,1,545,2016-11-02 10:50:20,2016-11-01 20:17:48,2016-11-02 08:52:23,1,MERGED,1.0,6.0,4,5,1,positive
494,Change has been successfully cherry-picked as 9937b8daa7c6b8012d9ce4f936e239d87f34a0d1 by Noel Grandin,7,546,2016-11-02 09:23:31,2016-10-16 12:26:43,2016-11-02 08:06:27,1,MERGED,3.0,28.0,4,5,7,positive
495,Patch Set 6: Code-Review+1I don't know if I have abused any ID conventions with SID_ALLOW_PADDING_WITHOUT_BORDERS. That's a massive mess that could use some basic in-line documentation.,6,547,2016-10-29 16:19:42,2016-10-29 14:26:57,2016-10-29 15:18:35,1,MERGED,4.0,26.0,2,5,9,negative
497,Patch Set 1:I don't know if I have abused any ID conventions.  That's a massive mess that could use some basic in-line documentation.,1,547,2016-09-01 19:47:41,2016-09-01 17:56:11,2016-09-01 17:56:11,1,MERGED,4.0,19.0,2,6,9,negative
502,Change has been successfully cherry-picked as 1476c299b6f02cd49efbd2abb19a6dfdcdc271d3 by Samuel Mehrbrodt,2,552,2016-11-01 21:36:34,2016-10-29 20:19:03,2016-10-30 00:17:37,69,MERGED,2.0,0.0,3,3,2,positive
503,Change has been successfully cherry-picked as 241dca2d8a667da08abbe234ab54ca83b802c768 by Michael Stahl,2,553,2016-11-01 21:36:17,2016-11-01 13:28:13,2016-11-01 13:52:07,7,MERGED,1.0,6.0,4,6,2,positive
507,Patch Set 1: Code-Review+2 Verified+1jenkins failure on windows is unrelated,1,556,2016-11-01 18:44:13,2016-11-01 10:44:15,2016-11-01 11:11:52,7,MERGED,28.0,70.0,3,5,1,negative
508,Change has been successfully cherry-picked as 8826771e8398063018935c38039c05faf4c993a3 by Jochen Nitschke,1,556,2016-11-01 18:44:24,2016-11-01 10:44:15,2016-11-01 11:11:52,7,MERGED,28.0,70.0,3,5,1,positive
511,Change has been successfully cherry-picked as 5cddf5d7630902ab35dbee2d22da10c5b1e80c1f by Samuel Mehrbrodt,1,558,2016-11-01 16:45:04,2016-11-01 15:51:23,2016-11-01 15:51:37,0,MERGED,1.0,2.0,3,5,1,positive
