ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,PREDICTED
507,Patch Set 1: Code-Review+2 Verified+1jenkins failure on windows is unrelated,1,556,2016-11-01 18:44:13,2016-11-01 10:44:15,2016-11-01 11:11:52,7,MERGED,28.0,70.0,3,5,1,negative
537,"Patch Set 1:> I guess I'm lacking context here: > * the "":)"" in the commit msg puzzles meSorry for the smile. Just the pun about stability. > * any reason you picked me specifically for review?  (there might > well be one, but I can't remember ever been involved with that > code)I noticed commit 72865662208e1c053c8a48b4751e234cf3a312da where you addressed the same goal (ensure correctness of the predicate).",1,580,2016-10-31 08:54:50,2016-10-30 07:05:55,2016-10-30 07:05:55,25,MERGED,1.0,26.0,4,8,1,negative
549,Patch Set 1: Code-Review+2 Verified+1Windows Jenkin build Python error is unrelated.,1,592,2016-10-31 10:19:45,2016-10-31 05:16:53,2016-10-31 07:42:05,2,MERGED,1.0,15.0,3,5,1,negative
592,Patch Set 3: Code-Review-1but that check in the dtor was quite valuable because it warned us if something went wrong with our refcounting,3,631,2016-09-24 17:08:30,2016-09-24 16:50:54,2016-09-24 17:02:08,0,MERGED,4.0,28.0,3,4,6,negative
593,Patch Set 6: Code-Review+2 Verified+1jenkins failure unrelated,6,631,2016-10-29 21:50:52,2016-09-24 16:50:54,2016-10-29 20:22:59,1,MERGED,1.0,8.0,3,5,6,negative
600,Patch Set 3: Code-Review+2 Verified+1Unrelated build failure.,3,637,2016-10-29 18:43:17,2016-10-28 13:43:19,2016-10-29 16:45:20,1,MERGED,1.0,5279.0,3,4,3,negative
607,Patch Set 5: Code-Review+2 Verified+1The failures again are random and unrelated.,5,643,2016-10-29 16:34:27,2016-10-29 14:23:45,2016-10-29 15:50:45,0,MERGED,3.0,26.0,3,5,5,negative
610,Patch Set 2: Code-Review+2 Verified+1both gerrit failures are unrelated.,2,645,2016-10-29 12:14:55,2016-10-29 10:54:57,2016-10-29 12:03:07,0,MERGED,8.0,41.0,2,3,2,negative
634,Patch Set 1: Code-Review+1Sounds very sensible to me in concept; the AbstractDialog stuff was always a bit awful in this regard when migrating it - would be cleaner and more pleasant. Havn't read the code change though ... =),1,668,2016-09-21 13:51:40,2016-09-21 12:48:15,2016-09-21 12:48:46,1,MERGED,47.0,1353.0,4,11,13,negative
636,"Patch Set 1:Also, if this is acceptable, there are an awful lot of little wrapper classes we can discard.",1,668,2016-09-21 14:45:54,2016-09-21 12:48:15,2016-09-21 12:48:46,1,MERGED,47.0,1353.0,4,11,13,negative
654,Patch Set 1: Verified+1Lets get it in - unlikely to do any harm - this is an optimization; but whether the optimization still works - that is unclear to me from a quick skim - we need a unit test here.,1,680,2016-10-27 11:02:10,2016-10-22 18:06:26,2016-10-25 11:29:40,47,MERGED,1.0,6.0,4,6,1,negative
677,"Patch Set 3:I did notice the #N/A error in xls, but saw that as unavoidable as xls does not support LOGNORMDIST with 4 arguments.I could try to remove the 4th argument when not needed, but otherwise I see no solution; or should I convert to LOGNORM.DIST in these cases to preserve the formula?",3,701,2016-10-26 12:03:05,2016-10-18 14:30:19,2016-10-26 11:13:09,0,MERGED,1.0,24.0,2,2,3,negative
678,"Patch Set 3:> I did notice the #N/A error in xls, but saw that as unavoidable as > xls does not support LOGNORMDIST with 4 arguments. > I could try to remove the 4th argument when not needed, but > otherwise I see no solution; or should I convert to LOGNORM.DIST in > these cases to preserve the formula?Should be converted to LOGNORM.DIST, not removing arguments. Not sure at the moment how substituting with another function operator could be accomplished though, probably somewhere in sc/source/filter/excel/xeformula.cxx around XclExpFmlaCompImpl::ProcessFunction()",3,701,2016-10-26 16:16:36,2016-10-18 14:30:19,2016-10-26 11:13:09,5,MERGED,1.0,24.0,2,2,3,negative
679,"Patch Set 2: Code-Review+2 Verified+1I don't know what happened. I updated my master build and applied this patch again and now it works. Sorry for fuzz.One thing remains, saving LOGNORMDIST(a,b,c,d) to BIFF .xls and reloading results in =NA(), probably because only 3 parameters are registered and we'd need to do the function rewrite there as well.",2,701,2016-10-26 11:13:06,2016-10-18 14:30:19,2016-10-25 14:36:49,20,MERGED,1.0,24.0,4,8,3,negative
697,Patch Set 1: Code-Review+1 Verified+1The failure does not seems to be related to your patch.,1,715,2016-10-25 06:55:31,2016-10-24 19:42:15,2016-10-24 19:42:15,11,MERGED,6.0,127.0,5,6,1,negative
731,Patch Set 7: Code-Review+2 Verified+1seems reasonable to me,7,746,2016-10-25 11:26:56,2016-10-14 10:13:05,2016-10-20 16:25:12,115,MERGED,3.0,105.0,4,5,7,negative
774,"Patch Set 3:You are probably right.Whith this I tried to overcome a probably wrong exception processing here:<http://opengrok.libreoffice.org/xref/core/unotools/source/ucbhelper/ucbhelper.cxx#332>Where there is a css::uno::RuntimeException if the DataTime property is NULL, hence closing LO, badly.Probably rewriting the client code would be better?Rearranging it a bit should suffice.",3,783,2016-10-24 09:17:39,2016-10-21 13:53:53,2016-10-21 17:49:03,63,MERGED,1.0,24.0,2,3,3,negative
779,"Patch Set 3:>  Any objections to remove the locale check?No.Originally I put the locale check for preventing incompatible changes ofexisting documents except in Japanese locale.But now the concern feels like negligible, because existing usage of GGG(for the era name of gregorian calendar) is not demanding unless the datain cells ranges from BC to AD.Let me upload a revised patch soon. Thanks.",3,786,2016-10-21 03:21:03,2016-10-12 08:41:47,2016-10-20 11:42:39,15,MERGED,2.0,31.0,3,4,5,negative
824,"Patch Set 1:Please start doing actual code changes.typos are of course wrong, but these type of patches, makes it harder to see actual code changes...and often (as is the case right now your patch cannot be merged, because someone changed in the 1 of the same files.Looking forward to see real patches from you",1,829,2016-10-20 12:12:27,2016-10-19 09:29:55,2016-10-19 09:29:55,26,MERGED,14.0,34.0,3,5,2,negative
838,"Patch Set 3: Code-Review+2 Verified+1Patch look good (the windows failure is different).Adding the test case moves assumption to proof, that is the way to go.",3,841,2016-10-22 17:34:11,2016-10-18 21:36:51,2016-10-22 15:22:42,2,MERGED,2.0,61.0,4,6,4,negative
851,Patch Set 1: Code-Review+2 Verified+1Very sensible - it is risk to initialize that thing if we don't need to - seen crasher bugs from that.,1,851,2016-10-21 16:04:43,2016-10-13 10:55:57,2016-10-18 09:06:13,78,MERGED,2.0,82.0,5,5,1,negative
883,"Patch Set 2: Code-Review+1Feel free to merge if builders are still unhappy. Im trying to fix this in https://gerrit.libreoffice.org/#/c/30050, but that might take a while. I'll merge as needed then.",2,881,2016-10-20 13:08:35,2016-10-20 12:26:51,2016-10-20 12:28:39,0,MERGED,3.0,11.0,3,5,2,negative
901,Patch Set 1: Code-Review+2 Verified+1Failure is unrelated,1,898,2016-10-20 09:44:00,2016-10-19 09:29:48,2016-10-19 09:33:53,24,MERGED,1.0,6.0,4,5,1,negative
906,Patch Set 1: Code-Review+2 Verified+1Windows / python failure looks unrelated.,1,902,2016-10-20 08:40:54,2016-10-19 13:34:22,2016-10-19 23:51:10,8,MERGED,1.0,76.0,4,5,1,negative
928,Patch Set 2: Code-Review+1Windows failure doesn't seem related. Triggered build again.,2,922,2016-10-19 02:38:38,2016-10-18 20:38:34,2016-10-19 02:38:04,0,MERGED,1.0,11.0,3,4,3,negative
935,"Patch Set 2:Hm, not sure why it doesn't want to post my follow-up comment in svapp.cxx. Anyway, here it is:""It shows ""VCL: "" (and nothing afterwards). Personally I'd be more confused seeing it like that on Windows if I didn't know what it was about.""",2,928,2016-10-14 16:25:39,2016-10-13 19:52:32,2016-10-14 13:41:38,2,MERGED,3.0,10.0,4,10,4,negative
967,Patch Set 3: Code-Review+2 Verified+1jenkins failure unrelated,3,947,2016-10-18 19:16:41,2016-10-16 18:08:47,2016-10-18 17:23:13,1,MERGED,40.0,166.0,3,5,3,negative
1072,"Patch Set 2:stack trace of recursive call to EditGrowX0  0x00007f0ee9cb4b69 in ScViewData::EditGrowX() (this=0x7f0ef01fd8c8) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/ui/view/viewdata.cxx:1178#1  0x00007f0ee9cb4ade in ScViewData::EditEngineHdl(EditStatus&) (this=0x7f0ef01fd8c8, rStatus=...) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/ui/view/viewdata.cxx:1165#2  0x00007f0ee9cb4a51 in ScViewData::LinkStubEditEngineHdl(void*, EditStatus&) (instance=0x7f0ef01fd8c8, data=...) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/ui/view/viewdata.cxx:1159#3  0x00007f0f18d7104d in Link<EditStatus&, void>::Call(EditStatus&) const (this=0x7f0ef04623f8, data=...) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/include/tools/link.hxx:84#4  0x00007f0f18d6a594 in ImpEditEngine::CallStatusHdl() (this=0x7f0ef0461f80) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/editeng/source/editeng/impedit3.cxx:4058#5  0x00007f0f18d59b16 in ImpEditEngine::FormatDoc() (this=0x7f0ef0461f80) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/editeng/source/editeng/impedit3.cxx:477#6  0x00007f0f18d6adf7 in ImpEditEngine::FormatAndUpdate(EditView*) (this=0x7f0ef0461f80, pCurView=0x0) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/editeng/source/editeng/impedit3.cxx:4193#7  0x00007f0f18d69c74 in ImpEditEngine::SetUpdateMode(bool, EditView*, bool) (this=0x7f0ef0461f80, bUp=true, pCurView=0x0, bForceUpdate=false)    at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/editeng/source/editeng/impedit3.cxx:3931#8  0x00007f0f18cd6015 in EditEngine::SetUpdateMode(bool) (this=0x7f0ef0460ae0, bUpdate=true) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/editeng/source/editeng/editeng.cxx:1440#9  0x00007f0ee932076f in ScEditEngineDefaulter::SetDefaults(SfxItemSet const&, bool) (this=0x7f0ef0460ac0, rSet=..., bRememberCopy=false)    at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/core/tool/editutil.cxx:505#10 0x00007f0ee93208ca in ScEditEngineDefaulter::SetDefaultItem(SfxPoolItem const&) (this=0x7f0ef0460ac0, rItem=...) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/core/tool/editutil.cxx:528#11 0x00007f0ee9cb5703 in ScViewData::EditGrowX() (this=0x7f0ef01fd8c8) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/ui/view/viewdata.cxx:1313#12 0x00007f0ee9cb4813 in ScViewData::SetEditEngine(ScSplitPos, ScEditEngineDefaulter*, vcl::Window*, short, int) (this=0x7f0ef01fd8c8, eWhich=SC_SPLIT_BOTTOMLEFT, pNewEngine=0x7f0ef0460ac0, pWin=0x7f0ef0200350, nNewX=1, nNewY=9)",2,1040,2016-10-13 07:47:39,2016-10-12 19:41:26,2016-10-12 20:23:53,11,MERGED,2.0,21.0,2,5,4,negative
1120,Patch Set 1: Code-Review+2 Verified+1Gerrit failure unrelated here too.,1,1084,2016-10-16 11:02:20,2016-10-14 13:12:56,2016-10-14 13:12:56,45,MERGED,7.0,21.0,4,5,1,negative
1122,Patch Set 1: Code-Review+2 Verified+1Gerrit failure unrelated here too.,1,1085,2016-10-16 11:00:31,2016-10-14 13:24:30,2016-10-14 13:24:30,45,MERGED,5.0,15.0,4,5,1,negative
1124,Patch Set 1: Code-Review+2 Verified+1Gerrit failure is unrelated.,1,1086,2016-10-16 10:58:12,2016-10-14 09:19:51,2016-10-14 09:19:51,49,MERGED,8.0,36.0,4,5,1,negative
1128,"Patch Set 2: Code-Review+2 Verified+1The complex vs simple layout distinction is going away soon (we dropped it on Unix long ago and never had it on Mac), but I see no harm in merging this now.",2,1089,2016-10-15 21:20:22,2016-10-08 14:18:03,2016-10-10 11:17:12,130,MERGED,1.0,27.0,4,6,2,negative
1152,Patch Set 3: Code-Review+2 Verified+1Added bug ID to commit summary.Please also see http://ci.libreoffice.org/job/lo_gerrit/1250/Config=linux_clang_dbgutil_64/console (failure is not directly related to this change but to a previous one) and change ScExtraEditViewManager::Modifier() to a static member function (in a separate change).,3,1112,2016-10-14 15:58:08,2016-10-12 19:41:26,2016-10-14 15:26:16,0,MERGED,2.0,22.0,2,3,3,negative
1166,"Patch Set 2:This time the jenkins failure (1233) is unrelated, so nio action from my side here.",2,1123,2016-10-13 15:22:35,2016-10-13 11:49:18,2016-10-13 14:19:22,1,MERGED,5.0,71.0,3,5,3,negative
1241,"Patch Set 2:This is wrong. Having column labels col2,col3 and row labels row2,row3 and a formula cell='col2' 'row2'that displays the intersection result, copy-pasting that to the next row now produces a #REF! result instead of the intersection='col2' 'row3'Which part is relative and which part is absolute indicates whether it is a column label or a row label, so this needs a different solution or additional work. Please fix or revert.",2,1185,2016-10-13 11:28:23,2016-10-02 01:07:20,2016-10-13 05:22:19,6,MERGED,1.0,20.0,2,2,2,negative
1244,"Patch Set 2:This is wrong. Having column labels col2,col3 and row labels row2,row3 and a formula cell='col2' 'row2'that displays the intersection result, copy-pasting that to the next row now produces a #REF! result instead of the intersection='col2' 'row3'Which part is relative and which part is absolute indicates whether it is a column label or a row label, so this needs a different solution or additional work. Please fix or revert.",2,1187,2016-10-13 11:30:01,2016-10-02 01:07:20,2016-10-04 03:49:40,223,MERGED,1.0,20.0,1,1,2,negative
1251,"Patch Set 1:macOS failure seems to be a missing include, Windows failure is a missing deleted copy ctor/operator=().",1,1193,2016-10-13 08:37:47,2016-10-13 06:06:00,2016-10-13 06:06:00,2,MERGED,10.0,3174.0,2,5,2,negative
1256,Patch Set 1: Code-Review+2 Verified+1clang fail is unrelated,1,1197,2016-10-13 09:03:20,2016-10-12 22:32:20,2016-10-12 22:32:20,10,MERGED,2.0,0.0,3,5,1,negative
1258,Patch Set 2: Code-Review+2 Verified+1clang fail is unrelated,2,1198,2016-10-13 09:02:23,2016-10-12 21:42:26,2016-10-13 09:00:39,0,MERGED,5.0,132.0,2,3,2,negative
1260,Patch Set 1: Code-Review+2 Verified+1clang fail is unrelated,1,1199,2016-10-13 09:01:43,2016-10-12 21:31:15,2016-10-12 21:44:28,11,MERGED,7.0,94.0,3,5,1,negative
1277,"Patch Set 1:P.S. the 12.04 stuff is just a guess, but since no one else seems to be having compiling problems, I'm making that assumption.I have no idea WHY the exception occurs on 12.04 systems and not others (I have 16.04). Perhaps a knowledgeable person wants to question that (since it sounds like there is some attempt to swap in/out legacyparser? and this 12.04 stuff might affect that implementation)./autogen.sh  | grep -i xml  RESULTS IN        checking which libxml to use... external        checking for LIBXML... yes        checking for xmllint... /usr/bin/xmllintusr/lib/x86_64-linux-gnu/libxml2.so.2.7.8",1,1213,2016-10-12 13:38:36,2016-10-12 12:13:37,2016-10-12 12:13:37,1,MERGED,1.0,24.0,3,5,3,negative
1288,"Patch Set 1:The Mac failure is unrelated, the code being touched is not even used on Mac.",1,1223,2016-10-11 16:32:59,2016-10-11 12:53:06,2016-10-11 14:03:03,2,MERGED,1.0,30.0,2,4,2,negative
1295,"Patch Set 3: Code-Review-2(5 comments)I don't want to be an a**hole -2-ing the patches for random non-reasons, but this patch is simply no-go. It is totally wrong from the architecture point of view. Back to the drawing board, I'm sorry",3,1229,2016-08-10 15:38:45,2016-08-04 08:44:14,2016-08-09 07:18:37,32,MERGED,7.0,1276.0,3,6,18,negative
1321,"Patch Set 1: Code-Review-1don't approve: first upload was just a trial to see if any errors would show. Spacing/cleanup tweaks pending..., but a general comment review is welcome.ole-anchor test failed in ooxmlexport, but works (as export) in ooxmlimport.  I couldn't figure that one out, so left it (as export) in import.",1,1249,2016-10-07 11:31:40,2016-10-07 10:44:01,2016-10-07 10:44:01,0,MERGED,167.0,4298.0,3,6,13,negative
1329,"Patch Set 3:(1 comment)In addition, this doesn't fall back to a default value if XDG_DATA_DIRS isn't found. It also doesn't handle multiple dictionaries properly, so it will assert if it clashes.Currently I'm chasing another weird bug so I'll hopefully get this fixed tomorrow.",3,1255,2016-10-06 09:37:11,2016-10-04 10:03:06,2016-10-05 20:43:16,12,MERGED,1.0,127.0,2,5,9,negative
1331,Patch Set 5:Patch set 4 was the wrong commit. Oops!,5,1255,2016-10-08 03:28:20,2016-10-08 03:25:01,2016-10-08 03:25:01,0,MERGED,1.0,142.0,2,4,9,negative
1337,"Patch Set 7: Code-Review+2 Verified+1Meh, dreaded timeouts on win dbgutil builds - looks ok in a local build, let's have this in for the moment",7,1261,2016-10-10 10:40:02,2016-09-19 11:08:23,2016-10-04 15:26:16,139,MERGED,1.0,28.0,3,4,7,negative
1506,Patch Set 1: Code-Review+2 Verified+1Unrelated build failure.,1,1420,2016-10-03 20:32:13,2016-10-03 17:10:44,2016-10-03 17:10:44,3,MERGED,1.0,6350.0,4,5,1,negative
1512,Patch Set 2:> Patch Set 1: Code-Review+2 Verified+1 > Patch Set 1: Cherry Picked from branch master.This update lacks the th_pt_PT.idx file. That file also has been extensively changed. Without that update the thesaurus function is broken.,2,1425,2016-10-03 18:53:37,2016-10-03 17:54:26,2016-10-03 18:05:09,0,MERGED,4.0,112625.0,1,2,2,negative
1526,"Patch Set 4: Code-Review+2 Verified+1Patch accepted, but please do not make more of these very simple fix typo. If you find comments that are wrong then it is a good idea to change....but otherwise it just generates noise",4,1436,2016-10-03 13:43:38,2016-10-01 10:50:37,2016-10-03 12:55:34,0,MERGED,9.0,28.0,4,5,4,negative
1529,"Patch Set 1: Verified+1build failures unrelated, bad parent",1,1438,2016-10-03 14:12:43,2016-10-03 11:48:39,2016-10-03 11:54:43,2,MERGED,2.0,3.0,3,6,1,negative
1531,"Patch Set 4: Code-Review+2 Verified+1Patch accepted, but please do not make more of these very simple fix typo. If you find comments that are wrong then it is a good idea to change....but otherwise it just generates noise",4,1439,2016-10-03 13:47:39,2016-10-01 13:46:15,2016-10-03 12:55:34,0,MERGED,20.0,52.0,4,5,4,negative
1556,"Patch Set 1:Thanks a lot Noel for your review.Since yesterday I keep getting errors like this, so it's impossible to update the patch right now:gelma@glen:~/dev/prg/libreoffice/libreoffice$ git push origin gr_typos_send:refs/for/masterCounting objects: 228, done.Delta compression using up to 4 threads.Compressing objects: 100% (137/137), done.Writing objects: 100% (228/228), 20.07 KiB | 0 bytes/s, done.Total 228 (delta 200), reused 102 (delta 87)remote: Resolving deltas: 100% (200/200)remote: Counting objects: 228, doneremote: Processing changes: updated: 1, refs: 6, done    remote: error: internal error while processing changesTo ssh://logerrit/core ! [remote rejected] gr_typos_send -> refs/for/master (internal error)error: failed to push some refs to 'ssh://logerrit/core'As soon as it works, I let you know.Thanks a lot,Andrea",1,1461,2016-10-02 12:05:08,2016-10-01 11:09:24,2016-10-01 11:09:24,24,MERGED,20.0,78.0,3,5,5,negative
1560,"Patch Set 1:not in both places?  Ideally eventually it can be fixed...I don't take reverting a unit test lightly, but this one has always been a complete thorn and I'm convinced that keeping in the code that allows it to currently pass is detrimental.  Thus the slightly modified unit test which looks terrible on released versions of 5.x, and mostly correct with all the changes in 5.3.  It certainly is WRONG before this patch hits, so it is a toss-up of one unit test verses another.With the regular page-break, it would be possible to switch to the follow style at that point (which in some cases would be too late, but better than nothing), but doing so has given me round-trip problems that I haven't been able to solve yet.  So one step at a time, and at least get this in before 5.3 releases.",1,1464,2016-09-30 16:04:00,2016-09-30 14:46:38,2016-09-30 14:56:25,1,MERGED,3.0,25.0,3,6,6,negative
1593,Patch Set 2: Code-Review+2 Verified+1Unrelated build failure.,2,1495,2016-10-01 14:36:15,2016-09-30 19:25:37,2016-10-01 11:27:17,3,MERGED,5.0,277.0,3,5,2,negative
1618,Patch Set 3: Code-Review+2Build failures on windows_msc_dbgutil_32 seems irrelevant to this change.,3,1519,2016-09-30 05:03:14,2016-09-26 14:58:43,2016-09-29 11:07:42,17,MERGED,2.0,5.0,4,6,3,negative
1621,"Patch Set 1: Code-Review+1I could have put the SetMustRepaint here or in editview.cxx void EditView::InsertText(...)It seems a bit scary that this is needed in either place.  This is high-traffic area isn't it - with lots of different areas of the programming calling the InsertText function?  Why is this omission not showing up in other places?  Anyway, it seems like a safe enough change, and the current impedit2 already had the pPortion variable defined.  Is this one worth backporting to 5.2?",1,1520,2016-09-07 11:38:39,2016-09-07 10:54:37,2016-09-07 10:54:37,0,MERGED,1.0,1.0,1,2,5,negative
1629,"Patch Set 1:As a demand from me, on behalf of the documentation team, every GSOC student has to document its achievements on features affecting the UI, so did Szymon. Otherwise we loose the developer/student and we are left alone with no explanation of the feature, and we have to guess what it is about to document it.If the feature is experimental, we can indicate that specific status. When it is fully accepted, we remove the warning and leave the help page as definitive.A help page on an experimental feature will harm nobody because, actually, it will give the opportunity to users to consciously try the feature and report experience.",1,1526,2016-09-20 13:14:27,2016-09-19 22:30:00,2016-09-19 22:30:00,14,MERGED,4.0,481.0,2,3,3,negative
1666,Patch Set 1: Code-Review+2 Verified+1build failure unrelated,1,1559,2016-09-28 16:52:12,2016-09-28 10:34:15,2016-09-28 11:04:04,5,MERGED,1.0,18.0,3,5,1,negative
1668,Patch Set 1: Code-Review+2 Verified+1gerrit failures unrelated,1,1560,2016-09-28 16:49:20,2016-09-28 10:07:14,2016-09-28 10:26:14,6,MERGED,1.0,16.0,3,5,1,negative
1679,Patch Set 1: Code-Review+2 Verified+1Mac build failure is unrelated to change in _WIN32 only code,1,1569,2016-09-28 11:12:39,2016-09-23 16:10:18,2016-09-27 09:48:36,25,MERGED,1.0,16.0,4,5,1,negative
