ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Positive,Negative
36,"Patch Set 2:Build #11126 took 24 mb, every build takes 24mb. Did it build the wrong patch?",2,773,2016/11/3 19:11,2016/10/24 17:47,2016/10/24 19:59,2,MERGED,1,1,4,6,2,negative,1,-2
38,"Patch Set 2: Code-Review+1It doesn't break anything. The bug is _hard_ to reproduce, but I think I understood by code inspection.",2,779,2016/11/3 15:30,2016/8/30 21:43,2016/11/1 21:18,1511,MERGED,2,246,4,6,3,negative,1,-2
39,"Patch Set 3:> It doesn't break anything. The bug is _hard_ to reproduce, but I > think I understood by code inspection.I didn't :p",3,779,2016/11/3 18:09,2016/8/30 21:43,2016/11/3 18:01,1556,MERGED,2,246,1,1,3,negative,2,-2
41,"Patch Set 1:No, it's a race condition between the 2 ways to update that view (see https://git.eclipse.org/r/#/c/83526/7 to fix that). And the waitViewReady will return when the CommonXYChart is not dirty anymore, but the scatter viewer is still dirty. Probably if you make the compacting job sleep, it will fail all the time.",1,781,2016/11/1 14:51,2016/11/1 13:23,2016/11/1 13:27,0,MERGED,1,4,4,9,2,negative,1,-2
42,"Patch Set 4:NOTE : The reason there were some build issues is likely because this patch was #3 in a series of others to do other stuff (eg. add newer httpcore/client), but since it modifies existing stuff I wanted to have it first. Likely I missed some things in the rebasing.",4,788,2016/11/3 14:55,2016/9/7 20:31,2016/11/3 2:27,1349,MERGED,60,99,3,6,4,negative,1,-2
44,Patch Set 1: Verified+1@Philip: Can I merge this one?Verified by https://hudson.eclipse.org/papyrus/view/InformationModeling/job/papyrus-informationmodeling-gerrit/55/(HIPP seems to forget to report :( ),1,797,2016/11/3 12:41,2016/10/27 15:07,2016/10/27 15:07,0,MERGED,2,69,3,5,1,negative,1,-2
46,Patch Set 5:Rebased in hope that hudson wakes up.Realized that it was because hudson was overwhelmed.,5,811,2016/10/25 1:46,2016/9/1 0:34,2016/10/25 1:46,1297,MERGED,7,70,4,5,5,negative,3,-3
51,Patch Set 6: Code-Review-1(1 comment)Oops- I added a problem with my previous patch. Will send a new one,6,825,2016/10/13 18:19,2016/9/14 20:35,2016/10/13 18:09,693,MERGED,13,318,2,5,14,negative,1,-2
52,"Patch Set 1:This is the only test we do to test a dynamic menu and seems it does not work for some reasons, I agree with you then, we should remove the test and have the others test executed",1,828,2016/10/25 11:01,2016/10/21 14:32,2016/10/21 14:32,0,MERGED,1,18,3,5,3,negative,2,-2
61,Patch Set 2:I'd be very very happy to test and approve this patch if it can make the test not fail. I had 2 patches fail on that test just today.,2,853,2016/10/24 16:48,2016/10/24 13:47,2016/10/24 14:03,0,MERGED,1,16,3,4,4,negative,3,-3
62,"Patch Set 4: Code-Review+1 Verified+1This makes the test more robust. And no other side-effect that I can notice, though randomly cancelling analyses in the progress view is not without side-effect, especially when cancelling an analysis others depend on... More bugs to fix!",4,853,2016/10/24 19:03,2016/10/24 13:47,2016/10/24 18:02,4,MERGED,2,23,5,10,4,negative,1,-3
65,"Patch Set 11: Code-Review-1About commit message:""This clock always increments, but the rate is not guaranteed.""^ not true. The rate is guaranteed. What do you mean ?""If it is sampled at different intervals"" -> It's the correlation between monotonic and realtime clocks that are sampled, not just the monotonic clock. This sentence is misleading.""an NTP correction or other clock adjustement occurs, there can be a skew. "" -> sentence syntax incorrect. Plus, both monotonic and realtime clocks are adjusted with the exact slope factors. Now sure what you mean.""with matching the host ID"" -> remove ""the""There are offset_s and offset fields that need to be taken into account. What is described here is not CTF compliant.""when other descriptions of a monotonic clock arrive, this will be handled in a clock layout."" -> no whack-a-mole please.",11,856,2016/10/21 16:17,2016/10/4 23:56,2016/10/20 22:06,382,MERGED,4,451,5,10,12,negative,1,-2
68,"Patch Set 6: Code-Review-1(1 comment)19 out of 20 tests failed because I was lazy and didn't even run them knowing it would fail, but one, the first failure is legit and due to this patch, or at least this patch should make sure it passes.",6,856,2016/10/18 0:28,2016/10/4 23:56,2016/10/17 20:56,309,MERGED,3,289,3,5,12,negative,1,-3
69,"Patch Set 4:(1 comment)I added a test to patchset 5 that will fail now, but should not. Showing that this patch, over trace synchronization will not behave correctly.There is also the other way around: trace synchronization over this patch, will not work correctly because it sets the timestamp transform instead of composing it, but that is for another patch to test and fix.",4,856,2016/10/17 13:04,2016/10/4 23:56,2016/10/7 22:21,70,MERGED,3,287,3,8,12,negative,1,-3
70,"Patch Set 10:(5 comments)The stream-related utility method in StreamUtils seems to trigger everyone for some reason, so I'll keep the code in TmfExperiment.> The clocks may also be sampled using different techniques. See Mathieu D for detailsI see this comment on the top page, but not in the Commit Message one. Weird? What should be reworded/added?",10,856,2016/10/20 22:08,2016/10/4 23:56,2016/10/20 19:13,379,MERGED,6,482,3,6,12,negative,1,-2
71,"Patch Set 7: Code-Review-1Ok so, I folded the new tests back into this patch, and I've added some try/finally blocks so that the disposes happen all the time, which should isolate failures of these tests.There is still one failure remaining, and I am not sure how it's supposed to be fixed, see my comment just before this one.",7,856,2016/10/18 18:34,2016/10/4 23:56,2016/10/18 18:30,330,MERGED,4,429,3,5,12,negative,1,-3
72,"Patch Set 7:I've tested the latest patch-set, and the new feature org.eclipse.emf.compare.rcp.ui.feature.group gets installed as expecred. Still we get the wrong EGit/EMF Compare stuff due to the too old contents in the integration repos. But this is a known issue and let's wait for the integration repos to be updated.",7,859,2016/10/20 13:48,2016/10/16 12:00,2016/10/20 12:41,96,MERGED,1,99,2,2,9,negative,1,-2
74,Patch Set 1: Code-Review+2Thanks for the review. I guess what this solves is more major than the bug this code was originally written for.,1,863,2016/10/24 16:34,2016/10/18 20:56,2016/10/18 20:56,0,MERGED,1,12,4,6,1,negative,1,-2
78,"Patch Set 2: Code-Review-1(1 comment)Nice catch!I think your patch contains a useless modification and can thus be simplified, but congrats for detecting & fiwing this problem!",2,869,2016/10/24 13:14,2016/10/21 12:52,2016/10/24 7:17,66,MERGED,7,51,3,6,4,negative,3,-3
80,"Patch Set 1:Kevin Corcoran took over https://git.eclipse.org/r/#/c/69292/ from me, so this is identical to that patch. https://git.eclipse.org/r/#/c/69292/ was abandoned in favor of this.",1,884,2016/4/13 23:18,2016/4/13 22:55,2016/4/13 22:55,0,MERGED,4,56,3,4,4,negative,2,-2
87,"Patch Set 12:Hello, it seems that all rcptt test fails Cause: Failed to set selection: [[CapsuleAndProtocol, model.di]].",12,940,2016/10/13 21:43,2016/10/13 21:11,2016/10/13 21:12,0,MERGED,1,38,2,4,16,negative,1,-3
89,"Patch Set 2:Just changing it doesn't work since p2 doesn't populate the OS/WS/Arch (it's bug 505808). However, the API is in place and can already be used by Tycho to prepare for p2 to populate it.So it's only one part of the fix, and both parts (p2 and Tycho) can be fixed independently.",2,943,2016/10/14 8:36,2016/10/13 16:59,2016/10/13 17:02,0,MERGED,1,17,3,6,3,negative,1,-2
93,"Patch Set 2:> How about some tests?That would be nice, but I don't have the time and energy for that.There's an inactive test suite org.eclipse.core.tests.net.SystemProxyTest, but all its tests are failing (at least on Linux). The code that prepends the ""http://"" is trivial, and if we need a test for that, then the project is doomed anyway.",2,948,2016/10/13 10:39,2016/10/10 20:22,2016/10/12 21:43,49,MERGED,1,13,3,5,3,negative,2,-3
94,"Patch Set 3: Code-Review+2 Verified+1> > How about some tests? >  > That would be nice, but I don't have the time and energy for that. >  > There's an inactive test suite org.eclipse.core.tests.net.SystemProxyTest, > but all its tests are failing (at least on Linux). The code that > prepends the ""http://"" is trivial, and if we need a test for that, > then the project is doomed anyway.Fair enough!",3,948,2016/10/14 8:45,2016/10/10 20:22,2016/10/14 8:44,84,MERGED,1,13,3,4,3,negative,2,-3
96,Patch Set 2:> This patchset was reverted in change: Ie54afd343bd11da832bcf5994542ddbf40af9ceePlease ignore. Pushed the button on the wrong change.,2,959,2016/10/14 7:48,2016/9/23 13:32,2016/9/26 11:04,69,MERGED,2,12,3,5,2,negative,1,-2
97,"Patch Set 3:Changes from PS2:* Cosmetics in the handler activation expression. Children of an <adapt> expression are and-ed anyway.* The <activeEditorInput> expression needs to be guarded by a check that the active part indeed is an editor. <activeEditorInput> is also available when the active part is _not_ an editor...* Fix the visibility; the command was missing in the context menu of a text editor.I noticed a couple more problems with this command, but they are unrelated to this change (also exist without this change). See bug 505938, bug 505939, bug 505940.",3,961,2016/10/14 6:22,2016/10/2 20:51,2016/10/14 5:46,272,MERGED,4,117,4,9,3,negative,1,-2
98,"Patch Set 2:Sergey, since this problem is interfering with the JDT builds, I'm going to push it in its current state and will address any further issues in follow-up changes.",2,967,2016/10/14 2:57,2016/10/13 18:09,2016/10/13 18:10,0,MERGED,2,282,4,7,2,negative,1,-2
99,"Patch Set 1: Code-Review+2 Verified+1Thanks for the contribution, Fred!  Even paying attention to copyright statements.This change certainly cuts neatly through a bunch of unnecessary and wonky code.  I was going to complain that changing the APIs in the UI classes from working with URIs to working with IResources results in a loss of generality, so that it would be more difficult to support exporting diagrams to the host filesystem (which is desperately needed, IMO) or other destinations, and that IResource is not even as appropriate a type as IContainer, but then I observed that the entire export infrastructure beneath the UI is all pinned to the IResource contract, anyways.  That, combined with the fact that any clients trying to use these UI bits would have had to construct nonsense URIs, means that I don't mind that this technically is an API-breaking change because that API was already non-functional and it will have to break again some time anyways to support exporting to non-workspace destinations.  Besides that none of these UI classes should ever have been exposed as API to begin with.All of which is to say thanks for working through the contribution process and do come back for more.",1,970,2016/10/14 0:26,2016/10/13 21:08,2016/10/13 21:08,0,MERGED,5,118,4,5,1,negative,2,-3
100,Patch Set 1:(7 comments)I must wait until http://download.eclipse.org/mylyn/drops/3.21.0/mylyn-3.21.0-api.zip is in place before I can push a new patch set. Otherwise we get problems because of the wrong @since 3.21,1,975,2016/10/6 18:27,2016/9/29 4:34,2016/10/3 18:59,110,MERGED,5,327,3,9,6,negative,1,-2
102,Patch Set 2:> It's safer to preserve the cancellation check and the synchronized block since split my sometimes skip cancellation check.Done,2,984,2016/10/13 6:24,2016/9/27 20:20,2016/10/13 6:20,370,MERGED,1,54,2,3,3,negative,2,-2
108,"Patch Set 2:> * The ""This feature contains the ..."" preamble is redundant in text > that is presented to the user as a feature descriptionI kind of agree with Christian's comment. I also felt that all these ""This feature contains..."" was kind of superfluous. The only feature were I though that it could be appropriate was the top level Papyrus-RT feature, which ""contains"" other features could have some different wording related to ""contains"" to indicate that it in fact is a top level feature which ""contains"" other features.",2,1038,2016/10/6 14:47,2016/10/6 12:53,2016/10/6 13:48,0,MERGED,10,28,3,12,4,negative,1,-2
109,"Patch Set 1:(2 comments)General comments:* The ""This feature contains the ..."" preamble is redundant in text that is presented to the user as a feature description* feature names and descriptions should be externalized in the feature.properties for translation (some are, but not all).  This applies also to URLs for licenses, copyright, etc.  (using a license feature in our builds would help a lot, but would be a separate task)",1,1038,2016/10/6 13:44,2016/10/6 12:53,2016/10/6 12:53,0,MERGED,10,41,4,12,4,negative,1,-2
116,"Patch Set 1:I have not tested this yet, but just wanted to understand the scope and what to expect when testing. Do this change handle the stacking pattern for both ports and capsule parts? Or is only ports? Has it fixed the issue with the lack of stacking pattern for ports on capsule parts?I am also a bit uncertain what the implications will be regarding the statement about ""always white background"". What it someone wants to put color on different capsule parts, e.g. using CSS customization, will that then be impossible? I guess this will be a bit too restrictive. For ports I guess it is okay, since we have put such a strict semantic meaning for white vs. black, i.e. whether the port is conjugated or not.",1,1061,2016/10/6 9:07,2016/10/6 8:48,2016/10/6 8:48,0,MERGED,4,87,3,5,4,negative,1,-2
118,"Patch Set 1:> Your are right. I tested using the tester setup with the latest > Papyrus-RT build. And the regression regarding the orientation of > the behavior adornment is there. Hmmm... This is not the first time > we have issues with the behavior adornment. I really thought that > we had added some regression test suites to get control over this. > I will write a Bugzilla for this (again).I wrote https://bugs.eclipse.org/bugs/show_bug.cgi?id=504059 for this regression. But then it is ""only"" the refresh issue for replicated port that remains. But on the other, if we do as I have proposed in https://bugs.eclipse.org/bugs/show_bug.cgi?id=500982 and render the stacking pattern for replicated ports on the ""inside"" of the port shape, then this maybe solves the refresh issue in this situation as well?",1,1064,2016/10/5 12:08,2016/10/5 8:17,2016/10/5 8:17,0,MERGED,1,4,4,8,3,negative,2,-2
119,"Patch Set 2:Ok, I understand. If we are sure that a stacked figure is never outside the original bounds, the 2nd patch is in fact not required. I don't know, if we want to keep it for possible future use (the new getStackFigBounds inDrawFigureUtils needs to comply with whatever we define in the associated paint method) or rather want to adopt the first one.Btw. the build failure is not related to the patch",2,1064,2016/10/5 14:31,2016/10/5 8:17,2016/10/5 14:00,5,MERGED,4,63,3,9,3,negative,1,-3
120,"Patch Set 6:> It should be, what errors do you see?Sorry my bad, I forgot to add the generic editor plug-in to my runtime.Description says, the editor provides code completion and hover. I don't see that. Should the description be adjusted until we have more?",6,1079,2016/10/6 11:08,2016/9/30 10:49,2016/10/6 10:09,143,MERGED,8,284,3,6,7,negative,1,-2
122,"Patch Set 7:> > It should be, what errors do you see? >  > Sorry my bad, I forgot to add the generic editor plug-in to my > runtime. >  > Description says, the editor provides code completion and hover. I > don't see that. Should the description be adjusted until we have > more?Fixed. Thanks for the nice catch.",7,1079,2016/10/6 11:11,2016/9/30 10:49,2016/10/6 11:10,144,MERGED,8,284,4,6,7,negative,2,-2
124,Patch Set 5:> (3 comments)Rephrased the title strings. Category deletion was an accident.,5,1079,2016/10/6 10:09,2016/9/30 10:49,2016/10/6 10:08,143,MERGED,8,284,2,5,7,negative,1,-2
125,"Patch Set 4: Code-Review+1I don't have any objection to merge this as a 1st iteration, and to update it once bug 500755 is fixed and a better icon is available.",4,1079,2016/10/6 9:30,2016/9/30 10:49,2016/9/30 13:14,2,MERGED,8,288,4,11,7,negative,1,-2
129,"Patch Set 2:> @Brian: the new patch set should address all your concerns, except > that for legacy, the ""Other projects"" working set is still off by > default. Keeping it off can allow to consider inclusion in Neon.2.Looks good. Are you sure exposing the Other Projects is a problem for Neon.2 (since we're introducing a new menu item).  Maybe a question for the PMC.",2,1107,2016/9/22 16:54,2016/9/16 9:27,2016/9/22 14:40,149,MERGED,7,214,3,9,3,negative,2,-2
130,"Patch Set 1: Code-Review+1(2 comments)Thanks for tackling this Mickael and sorry for the delay in reviewing.  My only real comments:I think we should align the text used to match the Package Explorer: so 'Other Projects', rather than 'Other'.I think the different placement of Other, as compared to the Package Explorer, makes sense: the user has chosen to emphasize working sets, so projects that aren't in a working set are different.  But it's worth soliciting feedback from the users who strongly wanted this feature back.I think we should *always* show other projects in the Other category.  The menu item to enable this (""and show remaining projects in "") looks rather bizarre.  And I can't really think of a reason why you would to remove any other projects from view: the 'Other' is easy to ignore, and it helps to discover if there are projects that aren't included in other working sets (which happens to me periodically).",1,1107,2016/9/22 13:58,2016/9/16 9:27,2016/9/16 9:27,0,MERGED,7,213,3,4,3,negative,2,-2
134,"Patch Set 2:Sure. I dislike resolution:=optional in all cases where a hard error could occur (e.g., ClassDefNotFoundError) even though the bundle successfully resolves. IMHO, resolution:=optional should be reserved for cases where the importing code is aware of the fact that the dependency *may* be missing and has a fallback implemented.I'm thus think more of cases like the following  Class connectionClass;  try {    connectionClass = Class.forName(""org.example.fast.FastConnection"");  } catch (ClassNotFoundException e) {    connectionClass = PlainOldConnection.class;  }Here, an Import-Package: org.example.fast;resolution:=optional is perfectly safe.",2,1152,2016/9/26 14:33,2016/9/23 7:29,2016/9/26 12:23,76,MERGED,9,317,3,6,3,negative,3,-3
135,Patch Set 1: Code-Review-1I think I forgot that one in https://git.eclipse.org/r/#/c/77487/ (check for running launches before modifying the workspace). The question logic should be the same as in ResetMenu.EGit has just too many places implementing the same things in slightly different ways. :-(,1,1163,2016/9/27 10:43,2016/9/27 7:54,2016/9/27 7:55,0,MERGED,1,5,3,8,2,negative,1,-2
138,"Patch Set 3:> What kind of testing on Windows have you done?I managed to reproduce the error as described in bug 502238 with master. With the version of the dll in this review, I can't reproduce it anymore. To reproduce:- start a runtime workbench - the workspace must contain at least one project - activate the auto-refreshLast step was to test that the auto-refresh still works: create a file in the project via the Windows file explorer and check that the workspace is properly refreshed by Win32Monitor (tracing/refresh and tracing/debug options turned on)I only tested the x86_64 variant, I don't have a  x86 windows at hand; but $ file  bundles/org.eclipse.core.resources.win32.x86/os/win32/x86/win32refresh.dll shows PE32 Executable (DLL) (GUI) Intel 80386, for MS Windowswhile $ file  bundles/org.eclipse.core.resources.win32.x86_64/os/win32/x86_64/win32refresh.dll shows PE32+ Executable (DLL) (GUI) Intel x86-64, for MS Windows",3,1177,2016/9/27 18:29,2016/9/27 11:36,2016/9/27 17:16,5,MERGED,5,8,4,5,3,negative,1,-2
139,"Patch Set 2:Patch set 2 adds handling of heterogeneous drag-and-drop that inserts elements before/after protocols in the Model Explorer.  For example, dragging a class and a protocol to drop them ahead of some protocol in another package.A new JUnit test covering that case is included.",2,1180,2016/9/27 16:17,2016/9/26 22:16,2016/9/27 16:14,17,MERGED,3,338,3,7,2,negative,1,-2
140,"Patch Set 1:> Perhaps I'm not quite doing the right gesture, but it is difficult > to interpret a still image capture.  Words describing steps to > reproduce, or else a video capture, would be more helpful.Yes, I agree. It was not fully clear for me either from Adams screen shot what the differences were. But if you take a closer look between the screen shot for case 1 and case 2, the difference is that the ""black line"" has its ending a bit further in for case 2, i.e. the intention is to move p2 inside the package Protocols. For case 1 the intention is not to move p2 inside package Protocols but order it after, i.e. it should be a peer to the package Protocols.Anyway, since case 2 is about moving p2 inside the package Protocols, I assume that the expected result should be that p2 should be moved before p1 inside the package Protocols. As it looks now, it replaces it, at least when just looking in the model explorer with the protocol customization enabled. But the protocol message from p1Msg is now contained in p2 instead.If I disable the protocol customization, then it looks like a real mess. Not sure at all what have happened.Does this give more information about which gesture to make?",1,1180,2016/9/27 14:46,2016/9/26 22:16,2016/9/26 22:27,0,MERGED,3,195,3,7,2,negative,1,-2
141,"Patch Set 8: Code-Review-2Two things. 1 - We only have two menu entries, adding another one to reset the filter seems to be over zealous. It is only saving a click when the user has selected the two options and this is not something he would do anyway since it does not really mean anything (hide himans, and hide machine means show nothing), so in the end I don't think we help our users in adding this menu.2 - Worst is the fact that when both filters are enabled (nothing is shown), and I click the reset button, nothing happens and I end up in a broken state.I strongly suggest to rethink the need for this additional button.",8,1182,2016/9/22 15:47,2016/9/22 15:22,2016/9/22 15:22,0,MERGED,10,715,3,6,12,negative,1,-3
144,"Patch Set 2:> Do you import the releng/ folder from git as a project? And if so, > what is its name in you workspace? >  > => nope, I imported the root project which includes the releng > folderOh, I see.  The git root folder has a .project and is an Eclipse project.  It used to be that Eclipse or EGit wouldn't support this, but I think it doesn't hurt now that all of the importer wizards can find nested projects.  But in any case, I don't think this is the normal way to work with git in the Eclipse workspace.  At least, I didn't expect it.  ;-) > Do you then also separately import the org.eclipse.papyrusrt.targetplatform/ > folder from git (which I have commented before should be within the > releng/ folder, not at the root) into your workspace? >  > => Nope as for releng I make every releng / tp / root pom > modifications from the root project hierarchyThis is why the relative path works for you and why it doesn't work for the rest of us. > If you thing there is no other option than using platform resource > then, let's modify it, and I'll try to make the include works by > changing the way I manage Eclipse Project into my workspace. What > is your confirguration ?It's not that there isn't another option, but that it's the best option to support the way most of use the workspace and what we deem (perhaps prejudicially, I'll admit) to be the ""standard"".What I do, and what Ernesto does, is to let Oomph import the releng/ folder into the workspace as a project.  Then we additionally import the org.eclipse.papyrusrt.targetplatform project.Ernesto, we will have to update the setup model to import the latter.",2,1186,2016/9/23 17:27,2016/9/21 18:02,2016/9/21 19:48,1,MERGED,6,27,4,17,3,negative,2,-3
147,"Patch Set 30:> > Maybe just add a 'G' on top of the Text Editor icon for now? I > > didn't really think about it too much, except that it needs to be > > there. >  > I came up with https://imgur.com/a/AL1Fo . I think it's very ugly, > but not enough ugly to be a blocker as it will be improved. WDYT?Is the icon very important at this moment? I suppose that when implementing support for a language, one would provide a more appropriate icon anyway, right? As an end-user, I don't care what editor class is used, the most important is to know what kind of file is open in it.",30,1197,2016/9/8 19:11,2016/9/6 14:04,2016/9/6 15:26,1,MERGED,42,2523,6,12,35,negative,2,-4
