ID,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Text
17,"Patch Set 3:> a polite ping still working in this patch?Yes, I am waiting for some comments on the patch.The build reports two statuses - When I checked, it got built successfully on Windows, mac and Linux. I'm not sure why the first link says failure.http://ci.libreoffice.org/job/lo_gerrit/182/ : FAILUREhttp://ci.libreoffice.org/job/lo_gerrit_master/19944/ : SUCCESS",3,278,2016-04-15 16:13:42,2016-08-05 07:31:05,2679,MERGED,12.0,578.0,5,18,5,positive,"Patch Set 3:> a polite ping still working in this patch?Yes, I am waiting for some comments on the patch.The build reports two statuses - When I checked, it got built successfully on Windows, mac and Linux. I'm not sure why the first link says failure.http://ci.libreoffice.org/job/lo_gerrit/182/ : FAILUREhttp://ci.libreoffice.org/job/lo_gerrit_master/19944/ : SUCCESS"
19,"Patch Set 3:Hey Dennis,sorry that I did not get back to you already and reviewed the patch. I' still quite busy but hope to have enough time for a proper review next week.",3,278,2016-04-15 16:13:42,2016-08-05 07:31:05,2679,MERGED,12.0,578.0,5,18,5,positive,"Patch Set 3:Hey Dennis,sorry that I did not get back to you already and reviewed the patch. I' still quite busy but hope to have enough time for a proper review next week."
20,"Patch Set 3:> Hey Dennis, >  > sorry that I did not get back to you already and reviewed the > patch. I' still quite busy but hope to have enough time for a > proper review next week.no problem, really looking forward to your review ! Thanks.",3,278,2016-04-15 16:13:42,2016-08-05 07:31:05,2679,MERGED,12.0,578.0,5,18,5,positive,"Patch Set 3:> Hey Dennis, >  > sorry that I did not get back to you already and reviewed the > patch. I' still quite busy but hope to have enough time for a > proper review next week.no problem, really looking forward to your review ! Thanks."
21,"Patch Set 3:> Hey Dennis, >  > sorry that I did not get back to you already and reviewed the > patch. I' still quite busy but hope to have enough time for a > proper review next week.Hi Markus, Would you have time for a review this week ? Thanks.",3,278,2016-04-15 16:13:42,2016-08-05 07:31:05,2679,MERGED,12.0,578.0,5,18,5,positive,"Patch Set 3:> Hey Dennis, >  > sorry that I did not get back to you already and reviewed the > patch. I' still quite busy but hope to have enough time for a > proper review next week.Hi Markus, Would you have time for a review this week ? Thanks."
31,"Patch Set 5: Code-Review+2 Verified+1Ok, let's get this in and continue from there. Thanks Dennis!",5,278,2016-04-15 16:13:42,2016-11-07 17:08:31,4944,MERGED,12.0,568.0,3,4,5,positive,"Patch Set 5: Code-Review+2 Verified+1Ok, let's get this in and continue from there. Thanks Dennis!"
34,Patch Set 4:(5 comments)Starts to look good. Confirm you have tested it and it works well now?,4,284,2016-10-31 15:32:54,2016-11-04 02:12:37,82,MERGED,9.0,334.0,3,4,9,positive,Patch Set 4:(5 comments)Starts to look good. Confirm you have tested it and it works well now?
35,"Patch Set 5:> (5 comments) >  > Starts to look good. Confirm you have tested it and it works well > now?Not perfect yet. It works well for a pre-defined table created with direct sql like:CREATE TABLE ""myTable"" (""id"" INTEGER NOT NULL,""decNumber"" DECIMAL(9,3), PRIMARY KEY  (""id""))But in the Table Design GUI I still cannot change the field properties ""Decimal places"" and ""Length"". The sql statement generated after creating a table with a decimal in it looks like:CREATE TABLE ""myTable"" (""id"" INTEGER NOT NULL,""decNum"" DECIMAL, PRIMARY KEY  (""id""))So (precision, scale) part is missing. I think this part is missing in Tables::createStandardColumnPart, and I can fix it.But I still don't know why are the property fields not editable. There may be some settings somewhere to enable it, and I could query those numbers through PROPERTY_ID_SCALE and PROPERTY_ID_PRECISION...",5,284,2016-10-31 15:32:54,2016-11-04 14:23:26,94,MERGED,9.0,360.0,3,5,9,positive,"Patch Set 5:> (5 comments) >  > Starts to look good. Confirm you have tested it and it works well > now?Not perfect yet. It works well for a pre-defined table created with direct sql like:CREATE TABLE ""myTable"" (""id"" INTEGER NOT NULL,""decNumber"" DECIMAL(9,3), PRIMARY KEY  (""id""))But in the Table Design GUI I still cannot change the field properties ""Decimal places"" and ""Length"". The sql statement generated after creating a table with a decimal in it looks like:CREATE TABLE ""myTable"" (""id"" INTEGER NOT NULL,""decNum"" DECIMAL, PRIMARY KEY  (""id""))So (precision, scale) part is missing. I think this part is missing in Tables::createStandardColumnPart, and I can fix it.But I still don't know why are the property fields not editable. There may be some settings somewhere to enable it, and I could query those numbers through PROPERTY_ID_SCALE and PROPERTY_ID_PRECISION..."
36,Patch Set 1: Code-Review+2 Verified+1Nice cleanup; thanks!,1,290,2016-11-09 21:53:55,2016-11-09 21:53:55,0,MERGED,1.0,2.0,3,3,1,positive,Patch Set 1: Code-Review+2 Verified+1Nice cleanup; thanks!
37,Patch Set 2:(2 comments)Thanks for the review. I'll submit the revised patch in a short while.,2,310,2016-11-01 11:09:54,2016-11-04 10:44:36,71,MERGED,5.0,260.0,3,4,3,positive,Patch Set 2:(2 comments)Thanks for the review. I'll submit the revised patch in a short while.
38,Patch Set 1: Code-Review+2 Verified+1Much appreciated ! =) thanks for the cleanup.,1,328,2016-11-08 12:54:24,2016-11-08 12:54:24,0,MERGED,3.0,1712.0,4,5,1,positive,Patch Set 1: Code-Review+2 Verified+1Much appreciated ! =) thanks for the cleanup.
41,"Patch Set 4:(2 comments)> 1. Wrt automatic chaining:...> What do I miss?Ach, sure.  Looks like I missed quite some coffee over the course of this change set.  :)",4,345,2016-11-03 12:53:09,2016-11-05 07:22:22,42,MERGED,1.0,37.0,3,4,5,positive,"Patch Set 4:(2 comments)> 1. Wrt automatic chaining:...> What do I miss?Ach, sure.  Looks like I missed quite some coffee over the course of this change set.  :)"
42,"Patch Set 3:OK, merged - just wanted to let you know that something happens:)Hopefully more and smarter changes are going to come, this is just a quick update to be ready for 5.3.",3,362,2016-11-06 14:16:33,2016-11-07 16:49:19,26,MERGED,6.0,165504.0,1,1,3,positive,"Patch Set 3:OK, merged - just wanted to let you know that something happens:)Hopefully more and smarter changes are going to come, this is just a quick update to be ready for 5.3."
43,"Patch Set 1: Code-Review+1Great stuff, thank you for that!  Will you please merge it, or should I?[It's awesome to see the creation of svobodneslovniky.cz!]",1,362,2016-11-06 14:16:33,2016-11-06 14:16:33,0,MERGED,6.0,165504.0,2,2,3,positive,"Patch Set 1: Code-Review+1Great stuff, thank you for that!  Will you please merge it, or should I?[It's awesome to see the creation of svobodneslovniky.cz!]"
45,"Patch Set 2: Code-Review+2 Verified+1Sure, pushing, in the name of maintaining consistency, even though arrows are much superior, typographically speakingÔÇª :(",2,424,2016-11-04 19:16:56,2016-11-04 19:38:46,0,MERGED,3.0,24.0,3,3,2,positive,"Patch Set 2: Code-Review+2 Verified+1Sure, pushing, in the name of maintaining consistency, even though arrows are much superior, typographically speaking脭脟陋 :("
46,Patch Set 7:I suppose this patch not being reviewed until now means that I need to take care of it.,7,426,2016-10-13 21:43:41,2016-10-27 20:52:01,335,MERGED,5.0,36.0,4,6,7,positive,Patch Set 7:I suppose this patch not being reviewed until now means that I need to take care of it.
49,Patch Set 2: Code-Review+2 Verified+1Ah - the joys of code review =) quite right; thanks for that Noel !,2,459,2016-11-04 09:46:29,2016-11-04 13:25:47,3,MERGED,1.0,6.0,3,5,2,positive,Patch Set 2: Code-Review+2 Verified+1Ah - the joys of code review =) quite right; thanks for that Noel !
50,"Patch Set 1:I don't see how this can be doing anything, since you never use the copied variable anywhere?Also, I think ""columnar"" is probably a better word :-)",1,459,2016-11-04 09:46:29,2016-11-04 09:49:22,0,MERGED,1.0,4.0,3,4,2,positive,"Patch Set 1:I don't see how this can be doing anything, since you never use the copied variable anywhere?Also, I think ""columnar"" is probably a better word :-)"
51,Patch Set 5: Code-Review+1 Verified+1patch looks good to me.,5,464,2016-08-30 20:31:08,2016-09-02 14:10:07,65,MERGED,2.0,32.0,5,8,5,positive,Patch Set 5: Code-Review+1 Verified+1patch looks good to me.
52,Patch Set 4: Code-Review+1 Verified+1patch looks good to me.,4,465,2016-08-30 13:53:18,2016-09-02 12:39:15,70,MERGED,2.0,12.0,3,4,5,positive,Patch Set 4: Code-Review+1 Verified+1patch looks good to me.
53,"Patch Set 5: Code-Review+2As far as I understand bAllowPaddingWithoutBorders will be more than just '= true' in the future again. If that's the case, this looks good to me.",5,472,2016-10-31 08:59:09,2016-11-03 07:16:58,70,MERGED,3.0,14.0,3,4,5,positive,"Patch Set 5: Code-Review+2As far as I understand bAllowPaddingWithoutBorders will be more than just '= true' in the future again. If that's the case, this looks good to me."
54,"Patch Set 3: Code-Review+1Although a big change, I think it is safe. Only documents created outside of LibreOffice should currently be able to create document like this.  Plus, the ODF spec says it should be honoured anyway, if it is defined.The downside is that now the document will display properly, but if someone tries to edit those settings (and perhaps only GO to any format dialog, and then hit OK instead of cancel), the layout will reset to zero padding. Basically, we get read-only compatibility in 5.3, where before we had no compatibility at all.",3,472,2016-10-31 08:59:09,2016-10-31 17:05:52,8,MERGED,3.0,16.0,3,5,5,positive,"Patch Set 3: Code-Review+1Although a big change, I think it is safe. Only documents created outside of LibreOffice should currently be able to create document like this.  Plus, the ODF spec says it should be honoured anyway, if it is defined.The downside is that now the document will display properly, but if someone tries to edit those settings (and perhaps only GO to any format dialog, and then hit OK instead of cancel), the layout will reset to zero padding. Basically, we get read-only compatibility in 5.3, where before we had no compatibility at all."
57,Patch Set 1: Code-Review+2Makes sense for now I think =) Quikee - need to revert that as/when we fix the SVG icons issue (later).Thanks Jan-Marek !,1,473,2016-11-02 11:33:51,2016-11-03 16:02:47,28,MERGED,1.0,1.0,4,5,1,positive,Patch Set 1: Code-Review+2Makes sense for now I think =) Quikee - need to revert that as/when we fix the SVG icons issue (later).Thanks Jan-Marek !
59,Patch Set 8: Code-Review+2 Verified+1Congratulation :-)I'm pushing this to master. Could you please add the new feature to the release notes under https://wiki.documentfoundation.org/ReleaseNotes/5.3#Calc preferably with a screen shot showing the dialog? Thanks.,8,577,2016-10-20 21:03:18,2016-10-29 13:41:40,208,MERGED,3.0,136.0,3,5,9,positive,Patch Set 8: Code-Review+2 Verified+1Congratulation :-)I'm pushing this to master. Could you please add the new feature to the release notes under https://wiki.documentfoundation.org/ReleaseNotes/5.3#Calc preferably with a screen shot showing the dialog? Thanks.
61,"Patch Set 1:Samuel & Eike Easy-hackized this, can one of you check if you are happy with the impl, please? :-)",1,577,2016-10-20 21:03:18,2016-10-20 21:03:18,0,MERGED,3.0,57.0,4,5,9,positive,"Patch Set 1:Samuel & Eike Easy-hackized this, can one of you check if you are happy with the impl, please? :-)"
64,Patch Set 1: Verified+1Nice cleanup as well - love it =),1,596,2016-10-27 20:58:37,2016-10-28 14:05:42,17,MERGED,1.0,110.0,4,6,1,positive,Patch Set 1: Verified+1Nice cleanup as well - love it =)
66,"Patch Set 1:(1 comment)it looks like the entire purpose of SfxUShortRanges is just for that merge in itemset.cxxIt would probably be much cleaner to just delete SfxUShortRanges and move the merge algorithm to itemset.cxxThen in a later patch, update itemset.cxx to use a std::vector<std::pair<>> and simplify the merge algorithm using your new codeUnless there is another plan that I am not aware of? :-)Anyhow, nice work, glad to have you hacking on this",1,618,2016-10-26 15:33:09,2016-10-26 15:33:42,0,MERGED,3.0,263.0,3,7,3,positive,"Patch Set 1:(1 comment)it looks like the entire purpose of SfxUShortRanges is just for that merge in itemset.cxxIt would probably be much cleaner to just delete SfxUShortRanges and move the merge algorithm to itemset.cxxThen in a later patch, update itemset.cxx to use a std::vector<std::pair<>> and simplify the merge algorithm using your new codeUnless there is another plan that I am not aware of? :-)Anyhow, nice work, glad to have you hacking on this"
67,Patch Set 3: Code-Review-1but that check in the dtor was quite valuable because it warned us if something went wrong with our refcounting,3,631,2016-09-24 16:50:54,2016-09-24 17:02:08,0,MERGED,4.0,28.0,3,4,6,positive,Patch Set 3: Code-Review-1but that check in the dtor was quite valuable because it warned us if something went wrong with our refcounting
71,Patch Set 3: Verified+1No objections in the ESC; we should prolly axe Type1 fonts too I guess (if we find them).Thanks Khaled !,3,666,2016-10-27 20:58:37,2016-10-27 22:03:24,1,MERGED,1.0,116.0,4,6,3,positive,Patch Set 3: Verified+1No objections in the ESC; we should prolly axe Type1 fonts too I guess (if we find them).Thanks Khaled !
73,"Patch Set 1:> cleaner and more pleasant. Havn't read the code change though ... > =)Thanks.Are you OK with the virtual base stuff? Read just the include/vcl part of the patch to see that.Personally, I don't think it'll make any performance difference, but maybe my intuition is off?",1,668,2016-09-21 12:48:15,2016-09-21 12:48:46,0,MERGED,47.0,1353.0,4,11,13,positive,"Patch Set 1:> cleaner and more pleasant. Havn't read the code change though ... > =)Thanks.Are you OK with the virtual base stuff? Read just the include/vcl part of the patch to see that.Personally, I don't think it'll make any performance difference, but maybe my intuition is off?"
76,Patch Set 1:If it continues to be efficient - then I'm fine with it =) lets get it in and hope ...Thanks !,1,668,2016-09-21 12:48:15,2016-09-21 12:48:46,0,MERGED,47.0,1353.0,4,11,13,positive,Patch Set 1:If it continues to be efficient - then I'm fine with it =) lets get it in and hope ...Thanks !
77,"Patch Set 13:Hi Noel, there are still lots of AbstractDialogs wrapped into unique_ptr, which all crash now. Could you please take a look? Thanks.",13,668,2016-09-21 12:48:15,2016-10-27 06:08:30,857,MERGED,56.0,1397.0,2,2,13,positive,"Patch Set 13:Hi Noel, there are still lots of AbstractDialogs wrapped into unique_ptr, which all crash now. Could you please take a look? Thanks."
78,"Patch Set 13:> Hi Noel, there are still lots of AbstractDialogs wrapped into > unique_ptr, which all crash now. Could you please take a look? > Thanks.fixed in 09cb92096919e5a7bf4cf5fe66689e312ebc7f9c",13,668,2016-09-21 12:48:15,2016-10-27 06:08:30,857,MERGED,56.0,1397.0,2,2,13,positive,"Patch Set 13:> Hi Noel, there are still lots of AbstractDialogs wrapped into > unique_ptr, which all crash now. Could you please take a look? > Thanks.fixed in 09cb92096919e5a7bf4cf5fe66689e312ebc7f9c"
79,"Patch Set 2:The 2 spaces was in another file :-) please always look at the existing lines, and continue that style",2,675,2016-10-27 12:19:32,2016-10-27 12:24:09,0,MERGED,1.0,20.0,4,6,2,positive,"Patch Set 2:The 2 spaces was in another file :-) please always look at the existing lines, and continue that style"
81,Patch Set 1:(1 comment)Thanks for the review!,1,684,2016-10-26 08:35:24,2016-10-26 08:55:58,0,MERGED,2.0,11.0,3,5,4,positive,Patch Set 1:(1 comment)Thanks for the review!
85,"Patch Set 2:This I don't understand.A new document with LOGNORMDIST(a)LOGNORMDIST(a,b)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c,d)is saved as ods asLOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c,d)and saved as xlsx asLOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORM.DIST(a,b,c,d), just as I intended.Opening these saved documents with Excel produces for the ods:LOGNORM.DIST(a,b,c,d)LOGNORM.DIST(a,b,c,d)LOGNORM.DIST(a,b,c,d)LOGNORM.DIST(a,b,c,d)and for the xlsx:LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c,d)which IMHO shows that the conversions done by Calc are OK and that Excel cannot handle ODF documents well.Could you explain what is not good yet with this patch set?To me the backward compatibility for LOGNORMDIST within Calc is preserved (concerning the now optional last 3 arguments) and the interoperability with Excel is taken care of.",2,701,2016-10-18 14:30:19,2016-10-25 14:36:49,168,MERGED,1.0,24.0,4,8,3,positive,"Patch Set 2:This I don't understand.A new document with LOGNORMDIST(a)LOGNORMDIST(a,b)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c,d)is saved as ods asLOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c,d)and saved as xlsx asLOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORM.DIST(a,b,c,d), just as I intended.Opening these saved documents with Excel produces for the ods:LOGNORM.DIST(a,b,c,d)LOGNORM.DIST(a,b,c,d)LOGNORM.DIST(a,b,c,d)LOGNORM.DIST(a,b,c,d)and for the xlsx:LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c)LOGNORMDIST(a,b,c,d)which IMHO shows that the conversions done by Calc are OK and that Excel cannot handle ODF documents well.Could you explain what is not good yet with this patch set?To me the backward compatibility for LOGNORMDIST within Calc is preserved (concerning the now optional last 3 arguments) and the interoperability with Excel is taken care of."
87,Patch Set 1: Code-Review+1(2 comments)Looks good. A couple of minor things and merge please.,1,702,2016-10-26 11:15:28,2016-10-26 12:18:33,1,MERGED,3.0,161.0,2,3,2,positive,Patch Set 1: Code-Review+1(2 comments)Looks good. A couple of minor things and merge please.
88,"Patch Set 5: Code-Review+2this is curious, what does BUILD_OPT do exactly?wow, nothing gets built with optimization without that being set? that's unusual...i think we should set it on all platforms then, not just Linux.apparently it's currently only used when $(COM)=MSC",5,703,2016-10-13 09:10:00,2016-10-15 09:33:59,48,MERGED,1.0,1.0,4,6,6,positive,"Patch Set 5: Code-Review+2this is curious, what does BUILD_OPT do exactly?wow, nothing gets built with optimization without that being set? that's unusual...i think we should set it on all platforms then, not just Linux.apparently it's currently only used when $(COM)=MSC"
94,"Patch Set 7: Code-Review+1 Verified+1Made a short test, looks good.Looked at the code looks good.",7,746,2016-10-14 10:13:05,2016-10-20 16:25:12,150,MERGED,3.0,105.0,4,5,7,positive,"Patch Set 7: Code-Review+1 Verified+1Made a short test, looks good.Looked at the code looks good."
95,Patch Set 1: Code-Review+1Lovely fix - thanks Eike =),1,749,2016-10-19 22:58:06,2016-10-19 23:16:15,0,MERGED,1.0,12.0,5,5,1,positive,Patch Set 1: Code-Review+1Lovely fix - thanks Eike =)
96,Patch Set 2: Code-Review+2 Verified+1Thanks ! =),2,752,2016-10-21 13:02:59,2016-10-21 13:32:16,0,MERGED,1.0,3.0,5,5,2,positive,Patch Set 2: Code-Review+2 Verified+1Thanks ! =)
97,Patch Set 1: Code-Review+2 Verified+1Looks very sensible to me - thanks Tomaz.,1,753,2016-10-18 21:53:44,2016-10-24 08:39:01,130,MERGED,3.0,29.0,5,6,1,positive,Patch Set 1: Code-Review+2 Verified+1Looks very sensible to me - thanks Tomaz.
98,"Patch Set 1: Code-Review+2Next time feel free to also backport the testcase, that helps especially if you have to resolve conflicts during backport. :-)",1,757,2016-10-24 12:46:45,2016-10-24 12:46:45,0,MERGED,1.0,7.0,4,6,2,positive,"Patch Set 1: Code-Review+2Next time feel free to also backport the testcase, that helps especially if you have to resolve conflicts during backport. :-)"
102,Patch Set 4:(1 comment)Thank you for the feedback!,4,774,2016-10-14 13:37:48,2016-10-16 04:01:57,38,MERGED,4.0,60.0,3,6,8,positive,Patch Set 4:(1 comment)Thank you for the feedback!
103,"Patch Set 6:(1 comment)Thanks.Might be worth to investigate where other calls to ScGlobal::GetpTransliteration()->transliterate() (and ScGlobal::GetCaseTransliteration()->transliterate()) using ScGlobal::eLnge exist, that would benefit from an already resolved system locale as well in order to minimize having to treat switching locales in the wrapper.",6,774,2016-10-14 13:37:48,2016-10-24 03:35:14,229,MERGED,1.0,5.0,3,4,8,positive,"Patch Set 6:(1 comment)Thanks.Might be worth to investigate where other calls to ScGlobal::GetpTransliteration()->transliterate() (and ScGlobal::GetCaseTransliteration()->transliterate()) using ScGlobal::eLnge exist, that would benefit from an already resolved system locale as well in order to minimize having to treat switching locales in the wrapper."
106,"Patch Set 2:Added backward compatibility for Calc. Hadn't thought about that, thanks for noticing.",2,784,2016-10-14 15:34:47,2016-10-15 15:43:23,24,MERGED,4.0,18.0,3,6,3,positive,"Patch Set 2:Added backward compatibility for Calc. Hadn't thought about that, thanks for noticing."
107,"Patch Set 2:I don't know what happened, I still have the test exports (saved to xls, xlsx and ods) on my computer. I somehow must have messed up old and new versions of the change..Anyway, I added the missing lines to IsRewriteNeeded for MissingConventionODF and MissingConventionOOXML and tested again.Will upload new patch set.",2,784,2016-10-14 15:34:47,2016-10-15 15:43:23,24,MERGED,4.0,18.0,3,6,3,positive,"Patch Set 2:I don't know what happened, I still have the test exports (saved to xls, xlsx and ods) on my computer. I somehow must have messed up old and new versions of the change..Anyway, I added the missing lines to IsRewriteNeeded for MissingConventionODF and MissingConventionOOXML and tested again.Will upload new patch set."
108,"Patch Set 3:Seems to work, great :)I just find the placement of the new checkbox a bit unfortunate, it looks as if it was related/connected to the Language listbox. I think a better placement would be after ""Enable natural sort"".",3,785,2016-10-07 15:20:43,2016-10-13 05:24:20,134,MERGED,14.0,61.0,2,3,4,positive,"Patch Set 3:Seems to work, great :)I just find the placement of the new checkbox a bit unfortunate, it looks as if it was related/connected to the Language listbox. I think a better placement would be after ""Enable natural sort""."
110,"Patch Set 2: Code-Review+1Miklos: I tried to cleanup the .mk file a bit so that I didn't start off the new file with the stuff that seemed like ""junk"".  The old one is relatively full (just under 70 tests) after moving lots from ww8import, so it seems like a good time to start a new one.",2,789,2016-10-21 10:27:42,2016-10-21 13:28:45,3,MERGED,5.0,129.0,4,6,2,positive,"Patch Set 2: Code-Review+1Miklos: I tried to cleanup the .mk file a bit so that I didn't start off the new file with the stuff that seemed like ""junk"".  The old one is relatively full (just under 70 tests) after moving lots from ww8import, so it seems like a good time to start a new one."
112,"Patch Set 2: Code-Review+2 Verified+1I am merging this patch, but as I wrote earlier, you now know the process of submitting patches etc. so please select a easyhack to solve.Patches are very welcome, but typo patches is only interesting for learning the process, so further patches of this type (typos that has no effect on the code), will not be accepted.",2,829,2016-10-23 10:56:00,2016-10-23 10:56:00,0,MERGED,14.0,30.0,4,5,2,positive,"Patch Set 2: Code-Review+2 Verified+1I am merging this patch, but as I wrote earlier, you now know the process of submitting patches etc. so please select a easyhack to solve.Patches are very welcome, but typo patches is only interesting for learning the process, so further patches of this type (typos that has no effect on the code), will not be accepted."
113,"Patch Set 2:> As far as I understand, the ""++p"" is handled as part of the ""for"" > statement. Same goes for the exit condition. That said, I may be > rong. Can you point me to an appropriate place to write a unit test > ?the for statement handles ++p in general but the existing code, test for the case where p points to a string that only contains "" in that case pElem is untouched. But I have not debugged your patch, which would give the interesting cases.unittest is in chart2/qa/unit",2,841,2016-10-18 21:36:51,2016-10-21 17:41:39,68,MERGED,1.0,11.0,3,5,4,positive,"Patch Set 2:> As far as I understand, the ""++p"" is handled as part of the ""for"" > statement. Same goes for the exit condition. That said, I may be > rong. Can you point me to an appropriate place to write a unit test > ?the for statement handles ++p in general but the existing code, test for the case where p points to a string that only contains "" in that case pElem is untouched. But I have not debugged your patch, which would give the interesting cases.unittest is in chart2/qa/unit"
114,Patch Set 3:I've added a couple of non-trivial unit tests to cover most of this function. I've not seen any issues with the new code. Does it look good to you ?,3,841,2016-10-18 21:36:51,2016-10-22 15:22:42,89,MERGED,2.0,61.0,4,6,4,positive,Patch Set 3:I've added a couple of non-trivial unit tests to cover most of this function. I've not seen any issues with the new code. Does it look good to you ?
117,"Patch Set 1: Code-Review+1 Verified+1A needed change, thanks for that Tomaz!",1,851,2016-10-13 10:55:57,2016-10-18 09:06:13,118,MERGED,2.0,82.0,5,5,1,positive,"Patch Set 1: Code-Review+1 Verified+1A needed change, thanks for that Tomaz!"
120,"Patch Set 1:And in the future, put me in as reviewer, then you will not have to wait 1 month to see it in master :-)",1,917,2016-09-10 16:38:52,2016-09-11 10:30:43,17,MERGED,25.0,59.0,4,6,5,positive,"Patch Set 1:And in the future, put me in as reviewer, then you will not have to wait 1 month to see it in master :-)"
122,Patch Set 2:> > So agreed to remove leave it out for non-linux builds? > @Ashod: who was this question directed to?@Jay: you :),2,928,2016-10-13 19:52:32,2016-10-14 13:41:38,17,MERGED,3.0,10.0,4,10,4,positive,Patch Set 2:> > So agreed to remove leave it out for non-linux builds? > @Ashod: who was this question directed to?@Jay: you :)
123,"Patch Set 1:Think 'VCL:' is sufficient, like we have 'Calc:' as it aint gonna be useful to users, just to QA. :D",1,928,2016-10-13 19:52:32,2016-10-13 19:52:32,0,MERGED,3.0,10.0,4,8,4,positive,"Patch Set 1:Think 'VCL:' is sufficient, like we have 'Calc:' as it aint gonna be useful to users, just to QA. :D"
