ID,ID.1,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Text
14,178,"Patch Set 1: Code-Review+2> Not sure why this build failed, but failed on p2.tests.ui which > does not have any direct relation to my changes. But I do see 2 > issues in the log. > First, a warning from ""comparator"": > [WARNING] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT > @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml: > baseline and build artifacts have same version but different > contents > [INFO] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT > @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml > The main artifact has been replaced with the baseline version. > The following attached artifacts are not present in the baseline > and have been removed: [sources] >  > Worse, and perhaps the reason ""ui tests"" failed there was an error > message about >  > ** (java:2487): WARNING **: Could not open X display > Unable to init server: Could not connect: Connection refused >  > Perhaps it was ""too busy""? Or perhaps it is ""misconfigured""?I think it was a intermittent issue of some kind.  I retriggered the build and it passed this time",1,687,2016-11-15 19:50:19,2016-11-15 19:50:19,0,MERGED,4.0,8.0,4,8,1,negative,"Patch Set 1: Code-Review+2> Not sure why this build failed, but failed on p2.tests.ui which > does not have any direct relation to my changes. But I do see 2 > issues in the log. > First, a warning from ""comparator"": > [WARNING] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT > @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml: > baseline and build artifacts have same version but different > contents > [INFO] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT > @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml > The main artifact has been replaced with the baseline version. > The following attached artifacts are not present in the baseline > and have been removed: [sources] >  > Worse, and perhaps the reason ""ui tests"" failed there was an error > message about >  > ** (java:2487): WARNING **: Could not open X display > Unable to init server: Could not connect: Connection refused >  > Perhaps it was ""too busy""? Or perhaps it is ""misconfigured""?I think it was a intermittent issue of some kind.  I retriggered the build and it passed this time"
15,182,Unspecified merge failure: REBASE_MERGE_CONFLICT,12,689,2016-11-02 21:31:44,2016-11-15 19:17:50,309,MERGED,16.0,805.0,3,6,13,negative,Unspecified merge failure: REBASE_MERGE_CONFLICT
16,183,Unspecified merge failure: REBASE_MERGE_CONFLICT,12,689,2016-11-02 21:31:44,2016-11-15 19:17:50,309,MERGED,16.0,805.0,3,6,13,negative,Unspecified merge failure: REBASE_MERGE_CONFLICT
19,192,"Patch Set 10: Code-Review+1I think we are close enough to go ahead with this.We'll need to fix some of the issues with running async with gdbserver, but we can address this after RC1.  Besides, I think getting the full console is important enough to take this risk.",10,689,2016-11-02 21:31:44,2016-11-15 04:35:08,295,MERGED,16.0,788.0,2,4,13,negative,"Patch Set 10: Code-Review+1I think we are close enough to go ahead with this.We'll need to fix some of the issues with running async with gdbserver, but we can address this after RC1.  Besides, I think getting the full console is important enough to take this risk."
20,207,Patch Set 4:I think this is a serious concern.  I hadn't thought of it before.We should look at how the platform console does this.  You can clone the platform console view and each new console will be filled with all the text.  Our TracingConsole class (gdb traces) does this by extending IOConsole.  How do they do this efficiently.  I think they use some kinds of scheme using a document.,4,697,2016-10-04 02:01:24,2016-10-26 04:02:39,530,MERGED,2.0,367.0,3,7,11,negative,Patch Set 4:I think this is a serious concern.  I hadn't thought of it before.We should look at how the platform console does this.  You can clone the platform console view and each new console will be filled with all the text.  Our TracingConsole class (gdb traces) does this by extending IOConsole.  How do they do this efficiently.  I think they use some kinds of scheme using a document.
21,209,"Patch Set 2:Why trying the new buffering scheme, the last line is not buffered.  This means that the gdb prompt (gdb) does not re-appear when closing and re-opening the Debugger console.  Also, if I start typing something but don't press <enter>, then close the view, then re-open it, what I typed is not shown, but when I press <enter>, what I type is used.That second use-case is not that important, but it would be nice to show the (gdb) prompt if possible.",2,697,2016-10-04 02:01:24,2016-10-07 13:12:55,83,MERGED,2.0,268.0,2,3,11,positive,"Patch Set 2:Why trying the new buffering scheme, the last line is not buffered.  This means that the gdb prompt (gdb) does not re-appear when closing and re-opening the Debugger console.  Also, if I start typing something but don't press <enter>, then close the view, then re-open it, what I typed is not shown, but when I press <enter>, what I type is used.That second use-case is not that important, but it would be nice to show the (gdb) prompt if possible."
22,212,Patch Set 6:While testing this I found something obscure but weird that I thought I'd mention.1- Start a debug session with the full console.2- type a very long line in the new console so that the text wraps (don't press enter)3- close the debugger console4- make the space where the console was significantly bigger5- open the debugger console view=> the text is messed up with the cursor higher up than other texts.  This may be a bug with the widget itself.  I just wanted to document it in case it may be related to a bug in this patch.,6,697,2016-10-04 02:01:24,2016-10-31 18:48:11,664,MERGED,2.0,394.0,3,6,11,negative,Patch Set 6:While testing this I found something obscure but weird that I thought I'd mention.1- Start a debug session with the full console.2- type a very long line in the new console so that the text wraps (don't press enter)3- close the debugger console4- make the space where the console was significantly bigger5- open the debugger console view=> the text is messed up with the cursor higher up than other texts.  This may be a bug with the widget itself.  I just wanted to document it in case it may be related to a bug in this patch.
23,213,"Patch Set 6:The scenario brought by Marc K, on patch 6 and related to the  resizing of the console when there is some input in the buffer but not yet consumed by GDB.    It is indeed a valid problem, however this issue is being uncovered by this implementation and with the combination of actions above.    I suggest we track this scenario as a separate issue.Please comment, Thanks !",6,697,2016-10-04 02:01:24,2016-10-31 18:48:11,664,MERGED,2.0,394.0,3,6,11,positive,"Patch Set 6:The scenario brought by Marc K, on patch 6 and related to the  resizing of the console when there is some input in the buffer but not yet consumed by GDB.    It is indeed a valid problem, however this issue is being uncovered by this implementation and with the combination of actions above.    I suggest we track this scenario as a separate issue.Please comment, Thanks !"
24,214,"Patch Set 6:(4 comments)> The scenario brought by Marc K, on patch 6 and related to the  > resizing of the console when there is some input in the buffer but > not yet consumed by GDB. > It is indeed a valid problem, however this issue is being uncovered > by this implementation and with the combination of actions above. > I suggest we track this scenario as a separate issue. >  > Please comment, > Thanks !Ok with me.There are a couple on comments in line that I wrote although I haven't gone deeply in the review",6,697,2016-10-04 02:01:24,2016-10-31 18:48:11,664,MERGED,2.0,394.0,3,6,11,positive,"Patch Set 6:(4 comments)> The scenario brought by Marc K, on patch 6 and related to the  > resizing of the console when there is some input in the buffer but > not yet consumed by GDB. > It is indeed a valid problem, however this issue is being uncovered > by this implementation and with the combination of actions above. > I suggest we track this scenario as a separate issue. >  > Please comment, > Thanks !Ok with me.There are a couple on comments in line that I wrote although I haven't gone deeply in the review"
26,216,Patch Set 11: Code-Review+2 Verified+1This looks good to me!Thanks,11,697,2016-10-04 02:01:24,2016-11-15 15:34:55,1021,MERGED,2.0,429.0,3,4,11,positive,Patch Set 11: Code-Review+2 Verified+1This looks good to me!Thanks
28,233,"Patch Set 2:If IO is laggy, PipedInputStream could be blocked waiting for data which was recently written. The question is whether a the window between write()/flush() to this class could wake up that blocked read via the flush/interrupt rather than the data that shows up via the write(). If it is impossible, great. There is the chance to miss flushes.",2,701,2016-11-04 18:48:38,2016-11-04 20:00:08,1,MERGED,1.0,46.0,4,7,2,positive,"Patch Set 2:If IO is laggy, PipedInputStream could be blocked waiting for data which was recently written. The question is whether a the window between write()/flush() to this class could wake up that blocked read via the flush/interrupt rather than the data that shows up via the write(). If it is impossible, great. There is the chance to miss flushes."
29,234,"Patch Set 2:> If IO is laggy, PipedInputStream could be blocked waiting for data > which was recently written. The question is whether a the window > between write()/flush() to this class could wake up that blocked > read via the flush/interrupt rather than the data that shows up via > the write(). If it is impossible, great. There is the chance to > miss flushes.Oof, I'm missing the forest for the trees. The interrupt() can happen after a successful read and before the corresponding write. The code if (isInterrupted()) {   continue; }is broken. Luckily it's straightforward to fix: https://git.eclipse.org/r/84513",2,701,2016-11-04 18:48:38,2016-11-04 20:00:08,1,MERGED,1.0,46.0,4,7,2,positive,"Patch Set 2:> If IO is laggy, PipedInputStream could be blocked waiting for data > which was recently written. The question is whether a the window > between write()/flush() to this class could wake up that blocked > read via the flush/interrupt rather than the data that shows up via > the write(). If it is impossible, great. There is the chance to > miss flushes.Oof, I'm missing the forest for the trees. The interrupt() can happen after a successful read and before the corresponding write. The code if (isInterrupted()) {   continue; }is broken. Luckily it's straightforward to fix: https://git.eclipse.org/r/84513"
30,238,"Patch Set 1:> There may still be a race condition here. Consider the sequence: > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > flush() calls interrupt() while run() is in the src.read() call, > but src still has more data to read, can the current run() loop > break out of the src.read(), perform a partial flush, then loop > again to copy the rest of the data, and fail to do a final flush?Yes, I think that could happen. czhen and I talked a little about how we want to rewrite this code. I still think this change is an improvement since it avoids the ""Short read of block"" errors. I'll clarify the commit message.",1,701,2016-11-04 18:48:38,2016-11-04 18:50:40,0,MERGED,1.0,47.0,4,9,2,negative,"Patch Set 1:> There may still be a race condition here. Consider the sequence: > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > flush() calls interrupt() while run() is in the src.read() call, > but src still has more data to read, can the current run() loop > break out of the src.read(), perform a partial flush, then loop > again to copy the rest of the data, and fail to do a final flush?Yes, I think that could happen. czhen and I talked a little about how we want to rewrite this code. I still think this change is an improvement since it avoids the ""Short read of block"" errors. I'll clarify the commit message."
31,239,"Patch Set 1:> > There may still be a race condition here. Consider the sequence: > > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > > flush() calls interrupt() while run() is in the src.read() call, > > but src still has more data to read, can the current run() loop > > break out of the src.read(), perform a partial flush, then loop > > again to copy the rest of the data, and fail to do a final flush? >  > Yes, I think that could happen. czhen and I talked a little about > how we want to rewrite this code. I still think this change is an > improvement since it avoids the ""Short read of block"" errors. I'll > clarify the commit message.On second thought: PipedInputStream.read is not interruptible unless its buffer is empty. If the buffer contains some data, it returns that data without waiting for more.We don't flush until readInterrupted is true. That means we don't flush until the pipe is drained.",1,701,2016-11-04 18:48:38,2016-11-04 18:50:40,0,MERGED,1.0,47.0,4,9,2,negative,"Patch Set 1:> > There may still be a race condition here. Consider the sequence: > > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > > flush() calls interrupt() while run() is in the src.read() call, > > but src still has more data to read, can the current run() loop > > break out of the src.read(), perform a partial flush, then loop > > again to copy the rest of the data, and fail to do a final flush? >  > Yes, I think that could happen. czhen and I talked a little about > how we want to rewrite this code. I still think this change is an > improvement since it avoids the ""Short read of block"" errors. I'll > clarify the commit message.On second thought: PipedInputStream.read is not interruptible unless its buffer is empty. If the buffer contains some data, it returns that data without waiting for more.We don't flush until readInterrupted is true. That means we don't flush until the pipe is drained."
32,247,Patch Set 2: Code-Review+2I am so ashamed for this bug... Nice catch and fix.,2,707,2016-11-04 10:49:49,2016-11-04 15:48:15,4,MERGED,1.0,2.0,4,5,2,negative,Patch Set 2: Code-Review+2I am so ashamed for this bug... Nice catch and fix.
33,254,Patch Set 3:(4 comments)We still need a bug report and the current commit header pointing to this bug report.,3,709,2016-11-01 16:52:53,2016-11-02 21:14:53,28,MERGED,4.0,274.0,2,4,8,negative,Patch Set 3:(4 comments)We still need a bug report and the current commit header pointing to this bug report.
34,264,"Patch Set 4:> > I'm wondering if the Ng* files can also be actually removed, we > > don't seem to be building them at all... >  > Look at make_cocoa.mak line 74. They are actually compiled.I did notice those targets in make_cocoa.mak but what I meant was that we can probably get rid of those too as those targets don't seem to be really invoked. See line 32 of the same makefile where the targets are commented out and I've never seen them being built myself.",4,712,2016-10-04 09:52:26,2016-10-21 11:37:34,409,MERGED,28.0,1909.0,3,4,8,negative,"Patch Set 4:> > I'm wondering if the Ng* files can also be actually removed, we > > don't seem to be building them at all... >  > Look at make_cocoa.mak line 74. They are actually compiled.I did notice those targets in make_cocoa.mak but what I meant was that we can probably get rid of those too as those targets don't seem to be really invoked. See line 32 of the same makefile where the targets are commented out and I've never seen them being built myself."
35,284,Patch Set 4:sorry about the last two patches I tried something out of desperation but without my brain switched on...,4,725,2016-11-02 16:23:09,2016-11-02 19:46:40,3,MERGED,1.0,5.0,2,5,6,negative,Patch Set 4:sorry about the last two patches I tried something out of desperation but without my brain switched on...
37,290,"Patch Set 7: Code-Review-2I rebased again, hopefully this build will be stable.",7,726,2016-10-17 15:10:26,2016-11-04 10:21:52,427,MERGED,5.0,130.0,4,8,7,negative,"Patch Set 7: Code-Review-2I rebased again, hopefully this build will be stable."
38,292,Patch Set 7: Code-Review+2 Verified+1The test failures are unrelated.Thanks Jonah,7,726,2016-10-17 15:10:26,2016-11-04 10:21:52,427,MERGED,5.0,130.0,4,8,7,negative,Patch Set 7: Code-Review+2 Verified+1The test failures are unrelated.Thanks Jonah
39,294,"Patch Set 1: Code-Review-2> This patch was just created to share information, but one key item > missing from the patch is that it does not change the default value > of the preference IGdbDebugPreferenceConstants.PREF_TRACES_ENABLE > in GdbPreferenceInitializer.Woops, that is actually a over-site on my part.  In my testing, I turn on and off and forgot to set the initializer!  Thanks for noticing.",1,726,2016-10-17 15:10:26,2016-10-18 20:43:04,29,MERGED,4.0,113.0,3,5,7,positive,"Patch Set 1: Code-Review-2> This patch was just created to share information, but one key item > missing from the patch is that it does not change the default value > of the preference IGdbDebugPreferenceConstants.PREF_TRACES_ENABLE > in GdbPreferenceInitializer.Woops, that is actually a over-site on my part.  In my testing, I turn on and off and forgot to set the initializer!  Thanks for noticing."
40,307,"Patch Set 1:(1 comment)Just one inline question,Thanks for looking into this !",1,732,2016-08-05 13:09:41,2016-08-05 13:18:14,0,MERGED,1.0,16.0,3,7,6,positive,"Patch Set 1:(1 comment)Just one inline question,Thanks for looking into this !"
41,309,Patch Set 4: Code-Review+2Thanks Marc D!,4,732,2016-08-05 13:09:41,2016-11-04 13:35:41,2184,MERGED,2.0,10.0,3,5,6,positive,Patch Set 4: Code-Review+2Thanks Marc D!
42,310,Patch Set 4: Code-Review+2 Verified+1Alvaro - thanks for the quick review!,4,732,2016-08-05 13:09:41,2016-11-04 13:35:41,2184,MERGED,2.0,10.0,3,5,6,positive,Patch Set 4: Code-Review+2 Verified+1Alvaro - thanks for the quick review!
43,312,Patch Set 10:Thanks for the contribution Simon!  I've merged your changes.,10,733,2016-07-08 08:40:29,2016-11-03 00:17:05,2823,MERGED,11.0,672.0,4,7,10,positive,Patch Set 10:Thanks for the contribution Simon!  I've merged your changes.
46,318,"Patch Set 2: Code-Review+1Simon, can you remove the dependency to the other commit? I think it is not necessary.David, could you review this? This would be extremely helpful during my documentation work?",2,733,2016-07-08 08:40:29,2016-07-11 22:32:59,85,MERGED,9.0,496.0,4,10,10,positive,"Patch Set 2: Code-Review+1Simon, can you remove the dependency to the other commit? I think it is not necessary.David, could you review this? This would be extremely helpful during my documentation work?"
47,319,"Patch Set 2:It is not a dependency, but ""only"" a conflict, which I am going to resolve once one of the 2 patches are merged",2,733,2016-07-08 08:40:29,2016-07-11 22:32:59,85,MERGED,9.0,496.0,4,10,10,negative,"Patch Set 2:It is not a dependency, but ""only"" a conflict, which I am going to resolve once one of the 2 patches are merged"
48,320,"Patch Set 2:David, can you give feedback on this change? Would be very nice to have hyperlinking for Asccidoc",2,733,2016-07-08 08:40:29,2016-07-11 22:32:59,85,MERGED,9.0,496.0,4,10,10,positive,"Patch Set 2:David, can you give feedback on this change? Would be very nice to have hyperlinking for Asccidoc"
49,321,"Patch Set 2: Code-Review+1(9 comments)Looks good.  Apologies for the delay.  I would have liked to get to this one sooner, but it's been really busy.I've made some suggestions inline.",2,733,2016-07-08 08:40:29,2016-07-11 22:32:59,85,MERGED,9.0,496.0,4,10,10,positive,"Patch Set 2: Code-Review+1(9 comments)Looks good.  Apologies for the delay.  I would have liked to get to this one sooner, but it's been really busy.I've made some suggestions inline."
50,325,"Patch Set 6:In the latest patch set I removed the api filters and just implemented the ITextViewer interface, which leads to a pretty long static inner class in the test, but allows us to omit the api filter file.What do you prefer?",6,733,2016-07-08 08:40:29,2016-10-18 23:19:34,2462,MERGED,10.0,932.0,3,5,10,negative,"Patch Set 6:In the latest patch set I removed the api filters and just implemented the ITextViewer interface, which leads to a pretty long static inner class in the test, but allows us to omit the api filter file.What do you prefer?"
52,337,"Patch Set 4:After further discussion with Jacques, it seems the best is to only keep the tooltip on the subject widget. I also added the update to the license.",4,736,2016-10-31 18:02:30,2016-11-03 17:59:08,71,MERGED,1.0,52.0,3,5,6,positive,"Patch Set 4:After further discussion with Jacques, it seems the best is to only keep the tooltip on the subject widget. I also added the update to the license."
53,345,Patch Set 1:There seems to be something wrong with the recipes.ecore code generation at my machine - let's see whether it works on the build server.,1,739,2016-10-21 16:41:02,2016-10-21 16:41:02,0,MERGED,14.0,902.0,3,6,4,negative,Patch Set 1:There seems to be something wrong with the recipes.ecore code generation at my machine - let's see whether it works on the build server.
54,356,"Patch Set 1: Code-Review+1This is very good, but can we also have the file creation? It can help us catch hung state systems.",1,745,2016-10-06 20:59:21,2016-10-24 19:50:09,430,MERGED,1.0,5.0,5,8,1,positive,"Patch Set 1: Code-Review+1This is very good, but can we also have the file creation? It can help us catch hung state systems."
55,358,"Patch Set 1: Verified+1@genevieve, I think this is good to go.",1,745,2016-10-06 20:59:21,2016-10-24 19:50:09,430,MERGED,1.0,5.0,5,8,1,positive,"Patch Set 1: Verified+1@genevieve, I think this is good to go."
56,365,"Patch Set 1:I would deprecate the nvl methods all utilities except ObjectUtility, because they are redundant.",1,749,2016-11-02 07:09:22,2016-11-03 12:05:44,28,MERGED,6.0,181.0,2,2,4,negative,"Patch Set 1:I would deprecate the nvl methods all utilities except ObjectUtility, because they are redundant."
57,378,"Patch Set 3:Thanks, Aur├®lien !I just applied the same change on an extra class.",3,756,2016-10-25 17:38:12,2016-11-04 09:33:08,231,MERGED,4.0,14.0,3,6,3,positive,"Patch Set 3:Thanks, Aur├®lien !I just applied the same change on an extra class."
58,385,"Patch Set 1:@ Lars, Once Bug 501742  is merged, when you have time, please feel free to review this guy.Thank you.",1,761,2016-11-02 18:57:07,2016-11-02 18:57:07,0,MERGED,1.0,4.0,3,6,2,positive,"Patch Set 1:@ Lars, Once Bug 501742  is merged, when you have time, please feel free to review this guy.Thank you."
60,387,"Patch Set 1:I see two issues with your patch. The first one is a blocker: You can't remove API because we don't plan for a major release.The other issue is that I don't like your ""pessimistic fall-back"" apporach to determine the absolute path of the file. What if the file exists in both possible locations? I imagine a more deterministic approach would be the introduction of a special syntax for config-folder-relative paths, for example ""@config/..."".",1,762,2016-10-14 10:06:55,2016-10-14 10:14:42,0,MERGED,3.0,65.0,3,4,6,positive,"Patch Set 1:I see two issues with your patch. The first one is a blocker: You can't remove API because we don't plan for a major release.The other issue is that I don't like your ""pessimistic fall-back"" apporach to determine the absolute path of the file. What if the file exists in both possible locations? I imagine a more deterministic approach would be the introduction of a special syntax for config-folder-relative paths, for example ""@config/...""."
61,394,"Patch Set 4:Something is wrong with this review. Not sure what the status ""Not Current"" tells me. I can't do anything with it, so I cherry-picked it locally and will push it directly.",4,762,2016-10-26 13:38:34,2016-11-02 10:36:52,164,MERGED,6.0,137.0,3,7,6,negative,"Patch Set 4:Something is wrong with this review. Not sure what the status ""Not Current"" tells me. I can't do anything with it, so I cherry-picked it locally and will push it directly."
62,395,"Patch Set 1:@ Dani or Noopur, Would you be able to review this patch?Thank you.",1,763,2016-11-01 20:10:47,2016-11-02 18:46:57,22,MERGED,1.0,4.0,4,6,1,positive,"Patch Set 1:@ Dani or Noopur, Would you be able to review this patch?Thank you."
