ID,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Text
29,"Patch Set 4:I have made changes as per Markus'/Eike's comments.Copypasting my previous comment so reviewers don't miss them : -Regarding the nCol != -1 check, we need to let methods like Reset(), SetPatternArea(), ApplyStyleArea() to be called for the aNextColAttrArray but *without* changing any document content. An alternative to nCol != -1 checks is that we can have a default parameter or data member called bUnallocated with default value = false for all such methods and use that instead of (nCol != -1) when calling from aNextColAttrArray. Would that be better at least in terms of readability of the code ?",4,278,2016-04-15 16:13:42,2016-10-31 04:00:05,4763,MERGED,12.0,568.0,3,6,5,negative,"Patch Set 4:I have made changes as per Markus'/Eike's comments.Copypasting my previous comment so reviewers don't miss them : -Regarding the nCol != -1 check, we need to let methods like Reset(), SetPatternArea(), ApplyStyleArea() to be called for the aNextColAttrArray but *without* changing any document content. An alternative to nCol != -1 checks is that we can have a default parameter or data member called bUnallocated with default value = false for all such methods and use that instead of (nCol != -1) when calling from aNextColAttrArray. Would that be better at least in terms of readability of the code ?"
30,"Patch Set 4:> An > alternative to nCol != -1 checks is that we can have a default > parameter or data member called bUnallocated with default value = > false for all such methods and use that instead of (nCol != -1) > when calling from aNextColAttrArray. Would that be better at least > in terms of readability of the code ?I don't think so. To the contrary, it would mean to have to keep yet one more variable in sync.",4,278,2016-04-15 16:13:42,2016-10-31 04:00:05,4763,MERGED,12.0,568.0,3,6,5,negative,"Patch Set 4:> An > alternative to nCol != -1 checks is that we can have a default > parameter or data member called bUnallocated with default value = > false for all such methods and use that instead of (nCol != -1) > when calling from aNextColAttrArray. Would that be better at least > in terms of readability of the code ?I don't think so. To the contrary, it would mean to have to keep yet one more variable in sync."
32,"Patch Set 1: Code-Review+1 Verified+1Windows jenkins failure is unrelated.It looks like a clear-cut case of leftover, discard code to me.",1,280,2016-11-08 08:33:02,2016-11-08 08:47:31,0,MERGED,1.0,17.0,2,4,4,negative,"Patch Set 1: Code-Review+1 Verified+1Windows jenkins failure is unrelated.It looks like a clear-cut case of leftover, discard code to me."
33,Patch Set 1:Windows failure is unrelated.,1,282,2016-11-10 07:38:31,2016-11-10 07:39:13,0,MERGED,2.0,51.0,2,5,2,negative,Patch Set 1:Windows failure is unrelated.
39,"Patch Set 1:stoc/source/javavm/javavm.cxx:askForRetry() calls xContext->getValueByName(""java-vm.interaction-handler"").svtools/source/java/javacontext.cxx:JavaContext::getValueByName() in this case unconditionally creates new JavaInteractionHandler.",1,345,2016-11-03 12:53:09,2016-11-03 12:53:09,0,MERGED,2.0,21.0,3,11,5,negative,"Patch Set 1:stoc/source/javavm/javavm.cxx:askForRetry() calls xContext->getValueByName(""java-vm.interaction-handler"").svtools/source/java/javacontext.cxx:JavaContext::getValueByName() in this case unconditionally creates new JavaInteractionHandler."
40,"Patch Set 1:> Those vars are read without a mutex locked, > so dialogs can still be displayed multiple times.That's possible, but highly improbable (requires two UI (!) code paths to cross this in ~exactly same time), and I suppose that reading bool without lock is safe to prefer faster implementation to the one that has mutex overhead. > no, not unconditionally; each instance of JavaContext creates at > most one instance of JavaInteractionHandlerSorry, missed that. Will look further.",1,345,2016-11-03 12:53:09,2016-11-03 12:53:09,0,MERGED,2.0,21.0,3,11,5,negative,"Patch Set 1:> Those vars are read without a mutex locked, > so dialogs can still be displayed multiple times.That's possible, but highly improbable (requires two UI (!) code paths to cross this in ~exactly same time), and I suppose that reading bool without lock is safe to prefer faster implementation to the one that has mutex overhead. > no, not unconditionally; each instance of JavaContext creates at > most one instance of JavaInteractionHandlerSorry, missed that. Will look further."
44,"Patch Set 1:So, this works but really I have no idea what is all going on under the hood here, so this is a discussion starter and my commit message might be totally wrong. Likely also needed for sftp - potentially for webdav?",1,381,2016-10-26 16:59:32,2016-10-26 16:59:32,0,MERGED,1.0,3.0,2,5,6,negative,"Patch Set 1:So, this works but really I have no idea what is all going on under the hood here, so this is a discussion starter and my commit message might be totally wrong. Likely also needed for sftp - potentially for webdav?"
47,Patch Set 5:Thanks for the review ! Regression test added. It requires https://gerrit.libreoffice.org/30030 as well to pass. I double checked that it passes with both patches and fails without. Also rebased.,5,426,2016-10-13 21:43:41,2016-10-21 17:41:41,187,MERGED,5.0,36.0,2,4,7,negative,Patch Set 5:Thanks for the review ! Regression test added. It requires https://gerrit.libreoffice.org/30030 as well to pass. I double checked that it passes with both patches and fails without. Also rebased.
48,"Patch Set 4:Looks good to me, thx!One important piece is missing though - could you please provide a unit test for the bugfix that:- fails without your fix- passes afterwards?You can find an example that's reasonably close to your case here:http://opengrok.libreoffice.org/xref/core/chart2/qa/extras/chart2import.cxx#312",4,426,2016-10-13 21:43:41,2016-10-18 21:40:54,119,MERGED,3.0,12.0,3,5,7,negative,"Patch Set 4:Looks good to me, thx!One important piece is missing though - could you please provide a unit test for the bugfix that:- fails without your fix- passes afterwards?You can find an example that's reasonably close to your case here:http://opengrok.libreoffice.org/xref/core/chart2/qa/extras/chart2import.cxx#312"
55,"Patch Set 3:vmiklos: I was planning to re-enable that code once the flip switches for the default to be true, and not false.  That's why I left in that line of code. I thought it would be better to leave all of this compat code in than to rip it all out just to find out that compat is needed for some reason.  There is a TON of code that could be removed if one really wants to strip all of this ""require a border"" code.  But that sounds like a LO5.6 task.The first patch in 5.4 will be one with this comment:tdf41542 globally allow padding without borders: UIThis is the primary fix for tdf#41542 - enabling the UI to adjust thepadding without requiring an enabled border line.  This effectively changesALLOW_PADDING_WITHOUT_BORDERS into a preventative compatibility settinginstead of an enabling one.If an AllowPaddingWithoutBorders=false case is ever found, additional codewill be needed to send the SID_ALLOW_PADDING_WITHOUT_BORDERS setting foreach type of border (page, paragraph, image etc). It currently is only setupfor frames. see commit f013d4a1f4073cda735befd6e446bee35f3db65cThat patch will remove out the comment and add back in the commented out code.",3,472,2016-10-31 08:59:09,2016-10-31 17:05:52,8,MERGED,3.0,16.0,3,5,5,negative,"Patch Set 3:vmiklos: I was planning to re-enable that code once the flip switches for the default to be true, and not false.  That's why I left in that line of code. I thought it would be better to leave all of this compat code in than to rip it all out just to find out that compat is needed for some reason.  There is a TON of code that could be removed if one really wants to strip all of this ""require a border"" code.  But that sounds like a LO5.6 task.The first patch in 5.4 will be one with this comment:tdf41542 globally allow padding without borders: UIThis is the primary fix for tdf#41542 - enabling the UI to adjust thepadding without requiring an enabled border line.  This effectively changesALLOW_PADDING_WITHOUT_BORDERS into a preventative compatibility settinginstead of an enabling one.If an AllowPaddingWithoutBorders=false case is ever found, additional codewill be needed to send the SID_ALLOW_PADDING_WITHOUT_BORDERS setting foreach type of border (page, paragraph, image etc). It currently is only setupfor frames. see commit f013d4a1f4073cda735befd6e446bee35f3db65cThat patch will remove out the comment and add back in the commented out code."
56,"Patch Set 1: Code-Review-1Not just, the import-export-import fails ODF validation, but so does the original document.  tdf41542_borderlessPadding2.odt/styles.xml[2,12457]: Error: unexpected attribute ""draw:fill"" from http://odf-validator.rhcloud.com/.  Looking into whether this is caused by my code, or whether it comes from something else.",1,472,2016-10-31 08:59:09,2016-10-31 09:27:18,0,MERGED,3.0,16.0,2,5,5,negative,"Patch Set 1: Code-Review-1Not just, the import-export-import fails ODF validation, but so does the original document.  tdf41542_borderlessPadding2.odt/styles.xml[2,12457]: Error: unexpected attribute ""draw:fill"" from http://odf-validator.rhcloud.com/.  Looking into whether this is caused by my code, or whether it comes from something else."
58,Patch Set 3:clang failure is unrelated.,3,503,2016-11-03 10:43:59,2016-11-03 10:43:59,0,MERGED,3.0,49.0,2,5,4,negative,Patch Set 3:clang failure is unrelated.
60,"Patch Set 3: Code-Review-1(2 comments)Seems to work in general, good.However, having searched for a string, clicking on a function name in the result list does not visually select it anymore, or double clicking sometimes selects it and sometimes it doesn't even if the corresponding arguments for the function are displayed. Sometimes, if a function was selected, it stays selected even if a different function then was double clicked to use it in an argument.This needs some further work.",3,577,2016-10-20 21:03:18,2016-10-22 18:07:40,45,MERGED,3.0,123.0,3,5,9,negative,"Patch Set 3: Code-Review-1(2 comments)Seems to work in general, good.However, having searched for a string, clicking on a function name in the result list does not visually select it anymore, or double clicking sometimes selects it and sometimes it doesn't even if the corresponding arguments for the function are displayed. Sometimes, if a function was selected, it stays selected even if a different function then was double clicked to use it in an argument.This needs some further work."
62,Patch Set 5:(4 comments)I'll update this change with another patch that addresses the problems.,5,577,2016-10-20 21:03:18,2016-10-27 12:38:49,159,MERGED,3.0,114.0,3,4,9,negative,Patch Set 5:(4 comments)I'll update this change with another patch that addresses the problems.
63,Patch Set 1: Code-Review+2 Verified+1Windows Jenkin build Python error is unrelated.,1,592,2016-10-31 05:16:53,2016-10-31 07:42:05,2,MERGED,1.0,15.0,3,5,1,negative,Patch Set 1: Code-Review+2 Verified+1Windows Jenkin build Python error is unrelated.
65,Patch Set 1: Verified+1windows failure unrelatedsome problem with LD_LIBRARY_PATH,1,618,2016-10-26 15:33:09,2016-10-26 15:33:42,0,MERGED,3.0,263.0,3,7,3,negative,Patch Set 1: Verified+1windows failure unrelatedsome problem with LD_LIBRARY_PATH
68,Patch Set 1:pdfdocument.cxx(1148) : error C2057: expected constant expression -> fixing,1,650,2016-10-28 14:54:22,2016-10-28 14:57:44,0,MERGED,2.0,269.0,2,5,3,negative,Patch Set 1:pdfdocument.cxx(1148) : error C2057: expected constant expression -> fixing
69,Patch Set 1:Windows failure is unrelated.,1,651,2016-10-28 16:33:47,2016-10-28 16:34:14,0,MERGED,2.0,85.0,2,6,1,negative,Patch Set 1:Windows failure is unrelated.
72,Patch Set 1: Code-Review+1Sounds very sensible to me in concept; the AbstractDialog stuff was always a bit awful in this regard when migrating it - would be cleaner and more pleasant. Havn't read the code change though ... =),1,668,2016-09-21 12:48:15,2016-09-21 12:48:46,0,MERGED,47.0,1353.0,4,11,13,negative,Patch Set 1: Code-Review+1Sounds very sensible to me in concept; the AbstractDialog stuff was always a bit awful in this regard when migrating it - would be cleaner and more pleasant. Havn't read the code change though ... =)
74,"Patch Set 1:Also, if this is acceptable, there are an awful lot of little wrapper classes we can discard.",1,668,2016-09-21 12:48:15,2016-09-21 12:48:46,0,MERGED,47.0,1353.0,4,11,13,negative,"Patch Set 1:Also, if this is acceptable, there are an awful lot of little wrapper classes we can discard."
75,"Patch Set 1:Urk - using virtual inheritance for all of the OutputDevice ref and unref calls ... like this:class VCL_DLLPUBLIC OutputDevice : public virtual VclReferenceBaseI assume that this will then put all those nice previously in-lined, and optimize-able out mnRefCnt++ and -- pairs behind virtual function calls. But of course - we could look at the generated code to see if it in fact it is that awful ;-)What's the stripped binary size increase would be a good question.",1,668,2016-09-21 12:48:15,2016-09-21 12:48:46,0,MERGED,47.0,1353.0,4,11,13,negative,"Patch Set 1:Urk - using virtual inheritance for all of the OutputDevice ref and unref calls ... like this:class VCL_DLLPUBLIC OutputDevice : public virtual VclReferenceBaseI assume that this will then put all those nice previously in-lined, and optimize-able out mnRefCnt++ and -- pairs behind virtual function calls. But of course - we could look at the generated code to see if it in fact it is that awful ;-)What's the stripped binary size increase would be a good question."
80,Patch Set 1: Verified+1Lets get it in - unlikely to do any harm - this is an optimization; but whether the optimization still works - that is unclear to me from a quick skim - we need a unit test here.,1,680,2016-10-22 18:06:26,2016-10-25 11:29:40,65,MERGED,1.0,6.0,4,6,1,negative,Patch Set 1: Verified+1Lets get it in - unlikely to do any harm - this is an optimization; but whether the optimization still works - that is unclear to me from a quick skim - we need a unit test here.
82,"Patch Set 1:Tested with Excel Online (ods, xls and xlsx) with 1, 2, 3 and 4 arguments entered in Calc.As expected, only xls produced an error in case of 4 arguments.",1,701,2016-10-18 14:30:19,2016-10-18 14:30:19,0,MERGED,1.0,26.0,3,7,3,negative,"Patch Set 1:Tested with Excel Online (ods, xls and xlsx) with 1, 2, 3 and 4 arguments entered in Calc.As expected, only xls produced an error in case of 4 arguments."
83,"Patch Set 3:I did notice the #N/A error in xls, but saw that as unavoidable as xls does not support LOGNORMDIST with 4 arguments.I could try to remove the 4th argument when not needed, but otherwise I see no solution; or should I convert to LOGNORM.DIST in these cases to preserve the formula?",3,701,2016-10-18 14:30:19,2016-10-26 11:13:09,188,MERGED,1.0,24.0,2,2,3,negative,"Patch Set 3:I did notice the #N/A error in xls, but saw that as unavoidable as xls does not support LOGNORMDIST with 4 arguments.I could try to remove the 4th argument when not needed, but otherwise I see no solution; or should I convert to LOGNORM.DIST in these cases to preserve the formula?"
84,"Patch Set 3:> I did notice the #N/A error in xls, but saw that as unavoidable as > xls does not support LOGNORMDIST with 4 arguments. > I could try to remove the 4th argument when not needed, but > otherwise I see no solution; or should I convert to LOGNORM.DIST in > these cases to preserve the formula?Should be converted to LOGNORM.DIST, not removing arguments. Not sure at the moment how substituting with another function operator could be accomplished though, probably somewhere in sc/source/filter/excel/xeformula.cxx around XclExpFmlaCompImpl::ProcessFunction()",3,701,2016-10-18 14:30:19,2016-10-26 11:13:09,188,MERGED,1.0,24.0,2,2,3,negative,"Patch Set 3:> I did notice the #N/A error in xls, but saw that as unavoidable as > xls does not support LOGNORMDIST with 4 arguments. > I could try to remove the 4th argument when not needed, but > otherwise I see no solution; or should I convert to LOGNORM.DIST in > these cases to preserve the formula?Should be converted to LOGNORM.DIST, not removing arguments. Not sure at the moment how substituting with another function operator could be accomplished though, probably somewhere in sc/source/filter/excel/xeformula.cxx around XclExpFmlaCompImpl::ProcessFunction()"
86,"Patch Set 2: Code-Review+2 Verified+1I don't know what happened. I updated my master build and applied this patch again and now it works. Sorry for fuzz.One thing remains, saving LOGNORMDIST(a,b,c,d) to BIFF .xls and reloading results in =NA(), probably because only 3 parameters are registered and we'd need to do the function rewrite there as well.",2,701,2016-10-18 14:30:19,2016-10-25 14:36:49,168,MERGED,1.0,24.0,4,8,3,negative,"Patch Set 2: Code-Review+2 Verified+1I don't know what happened. I updated my master build and applied this patch again and now it works. Sorry for fuzz.One thing remains, saving LOGNORMDIST(a,b,c,d) to BIFF .xls and reloading results in =NA(), probably because only 3 parameters are registered and we'd need to do the function rewrite there as well."
89,"Patch Set 6:> > i think we should set it on all platforms then, not just Linux. >  > and why is it triggered on --enable-dbgutil only, not also > --enable-debug?good question, apparently we are somewhat inconsistent with that in external/ right now...",6,703,2016-10-13 09:10:00,2016-10-26 12:14:05,315,MERGED,1.0,1.0,3,3,6,negative,"Patch Set 6:> > i think we should set it on all platforms then, not just Linux. >  > and why is it triggered on --enable-dbgutil only, not also > --enable-debug?good question, apparently we are somewhat inconsistent with that in external/ right now..."
90,"Patch Set 1:Thank you for your review.> However I decided against it, since reading configuration on every repaint brings some performance penaltyI see, just wondered if the performance penalty is really severe or not.What we want then would be to derive utl::ConfigurationListener andprovide a suitable ConfigurationChanged( ::utl::ConfigurationBroadcaster*, sal_uInt32 ),as in Calc's ScModule (ScModule::ConfigurationChanged() in sc/source/ui/app/scmod.cxx)and Writer's SwModule (SwModule::ConfigurationChanged in sw/source/uibase/app/apphdl.cxx), etc.Right?",1,706,2016-10-17 03:49:33,2016-10-17 03:53:19,0,MERGED,4.0,31.0,3,6,5,negative,"Patch Set 1:Thank you for your review.> However I decided against it, since reading configuration on every repaint brings some performance penaltyI see, just wondered if the performance penalty is really severe or not.What we want then would be to derive utl::ConfigurationListener andprovide a suitable ConfigurationChanged( ::utl::ConfigurationBroadcaster*, sal_uInt32 ),as in Calc's ScModule (ScModule::ConfigurationChanged() in sc/source/ui/app/scmod.cxx)and Writer's SwModule (SwModule::ConfigurationChanged in sw/source/uibase/app/apphdl.cxx), etc.Right?"
91,"Patch Set 1:> > However I decided against it, since reading configuration on > every repaint brings some performance penalty >  > I see, just wondered if the performance penalty is really severe or > not. I didn't observe any slowdown myself, but that doesn't mean that other people wouldn't, who knows what they do with their office :) e.g. this blogpost explains why are frequent configuration readings a bad idea: https://mmohrhard.wordpress.com/2015/10/07/short-update-about-the-performance-testing/ > What we want then would be to derive utl::ConfigurationListener and > provide a suitable ConfigurationChanged( ::utl::ConfigurationBroadcaster*, > sal_uInt32 ), > as in Calc's ScModule (ScModule::ConfigurationChanged() in > sc/source/ui/app/scmod.cxx) > and Writer's SwModule (SwModule::ConfigurationChanged in > sw/source/uibase/app/apphdl.cxx), etc. > Right?Aye, that's exactly what I meant :)",1,706,2016-10-17 03:49:33,2016-10-17 03:53:19,0,MERGED,4.0,31.0,3,6,5,negative,"Patch Set 1:> > However I decided against it, since reading configuration on > every repaint brings some performance penalty >  > I see, just wondered if the performance penalty is really severe or > not. I didn't observe any slowdown myself, but that doesn't mean that other people wouldn't, who knows what they do with their office :) e.g. this blogpost explains why are frequent configuration readings a bad idea: https://mmohrhard.wordpress.com/2015/10/07/short-update-about-the-performance-testing/ > What we want then would be to derive utl::ConfigurationListener and > provide a suitable ConfigurationChanged( ::utl::ConfigurationBroadcaster*, > sal_uInt32 ), > as in Calc's ScModule (ScModule::ConfigurationChanged() in > sc/source/ui/app/scmod.cxx) > and Writer's SwModule (SwModule::ConfigurationChanged in > sw/source/uibase/app/apphdl.cxx), etc. > Right?Aye, that's exactly what I meant :)"
92,"Patch Set 5:> knowing that such moves tend to cause regressions, I'd leave it alone :)Sounds reasonable, thanks.",5,706,2016-10-20 11:26:24,2016-10-26 09:20:52,141,MERGED,9.0,95.0,1,1,5,negative,"Patch Set 5:> knowing that such moves tend to cause regressions, I'd leave it alone :)Sounds reasonable, thanks."
93,"Patch Set 2:I'm puzzled as to why you ran into loplugin:passstuffbyref there, given PassStuffByRef::isFat (compilerplugins/clang/passstuffbyref.cxx)---arbitrarily---thresholds on an object size of >= 64 bytes, and webdav_ucp::DAVOptions (ucb/source/ucp/webdav-neon/DAVTypes.hxx) should be smaller (or did you temporarily add members to that class?, that would explain it)",2,707,2016-10-26 06:57:51,2016-10-26 08:49:53,1,MERGED,1.0,14.0,1,1,2,negative,"Patch Set 2:I'm puzzled as to why you ran into loplugin:passstuffbyref there, given PassStuffByRef::isFat (compilerplugins/clang/passstuffbyref.cxx)---arbitrarily---thresholds on an object size of >= 64 bytes, and webdav_ucp::DAVOptions (ucb/source/ucp/webdav-neon/DAVTypes.hxx) should be smaller (or did you temporarily add members to that class?, that would explain it)"
99,"Patch Set 2:I didn't bother backporting the test this time because it was put in the new ww8export2, and I didn't think mis-matching ww8export(1) was worth-while.  I generally plan to backport the tests also (since this isn't the first time you've slapped my wrist about this :-)Thanks for always reviewing my patches.",2,757,2016-10-24 12:46:45,2016-10-25 07:40:27,18,MERGED,1.0,7.0,1,1,2,negative,"Patch Set 2:I didn't bother backporting the test this time because it was put in the new ww8export2, and I didn't think mis-matching ww8export(1) was worth-while.  I generally plan to backport the tests also (since this isn't the first time you've slapped my wrist about this :-)Thanks for always reviewing my patches."
