ID,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,PREDICTED
38,"Patch Set 1:So, this works but really I have no idea what is all going on under the hood here, so this is a discussion starter and my commit message might be totally wrong. Likely also needed for sftp - potentially for webdav?",1,381,2016/10/26 16:59,2016/10/26 16:59,0,MERGED,1,3,2,5,6,negative
39,Patch Set 1: Code-Review+2 Verified+1Thanks!,1,418,2016/11/6 19:10,2016/11/6 19:17,0,MERGED,86,1717,4,5,1,positive
41,Patch Set 7:I suppose this patch not being reviewed until now means that I need to take care of it.,7,426,2016/10/13 21:43,2016/10/27 20:52,335,MERGED,5,36,4,6,7,positive
42,Patch Set 5:Thanks for the review ! Regression test added. It requires https://gerrit.libreoffice.org/30030 as well to pass. I double checked that it passes with both patches and fails without. Also rebased.,5,426,2016/10/13 21:43,2016/10/21 17:41,187,MERGED,5,36,2,4,7,positive
43,"Patch Set 4:This is ready to review as far as I am concerned. All the tests passes (well, on my host, waiting for Jenkins opinion on this). To support sparse data list in a generic way, this patch fixes a couple of related bugs:- labels are parsed, created and stored at offset 0 but at some point changed to offset 1 in DataSequenceConverter::createDataSequence- the array parser in chart failed to parse empty cells (see other patch set)- fallback code for categories did not properly initialize aSeq.mnPointCount in TypeGroupConverter::createCategorySequenceI have been very careful to avoid side-cases, especially regarding the patch in chart2 BUT I'm quite new to this code base so...Let me know if you need my test pptx as well and how to provide it.",4,426,2016/10/13 21:43,2016/10/18 21:40,119,MERGED,3,12,3,5,7,negative
44,"Patch Set 4:Looks good to me, thx!One important piece is missing though - could you please provide a unit test for the bugfix that:- fails without your fix- passes afterwards?You can find an example that's reasonably close to your case here:http://opengrok.libreoffice.org/xref/core/chart2/qa/extras/chart2import.cxx#312",4,426,2016/10/13 21:43,2016/10/18 21:40,119,MERGED,3,12,3,5,7,positive
45,Patch Set 1: Code-Review+2 Verified+1The only fail TB is Windows one and it's unrelated to the patch,1,428,2016/11/5 20:44,2016/11/5 20:44,0,MERGED,1,13,3,5,1,negative
46,Patch Set 1: Code-Review+2 Verified+1Unrelated build failure.,1,435,2016/11/1 14:35,2016/11/1 14:35,0,MERGED,1,1235,4,5,1,negative
47,Patch Set 1: Code-Review+2 Verified+1Unrelated build failure.,1,436,2016/11/1 15:20,2016/11/1 15:20,0,MERGED,2,2266,4,5,1,negative
48,Patch Set 1: Code-Review+2 Verified+1Unrelated build failure.,1,437,2016/11/1 14:44,2016/11/1 14:44,0,MERGED,1,1270,4,5,1,negative
49,Patch Set 1: Code-Review+2 Verified+1unrelated windows build failure.,1,451,2016/11/4 14:07,2016/11/4 21:48,7,MERGED,6,17,3,5,1,negative
50,Patch Set 2: Code-Review+2 Verified+1Ah - the joys of code review =) quite right; thanks for that Noel !,2,459,2016/11/4 9:46,2016/11/4 13:25,3,MERGED,1,6,3,5,2,positive
51,Patch Set 5: Code-Review+1 Verified+1patch looks good to me.,5,464,2016/8/30 20:31,2016/9/2 14:10,65,MERGED,2,32,5,8,5,positive
53,Patch Set 1: Code-Review+1 Verified+1seems to work on osx,1,469,2016/10/14 13:37,2016/11/4 7:19,497,MERGED,1,5,5,6,1,positive
56,"Patch Set 3: Code-Review+1Although a big change, I think it is safe. Only documents created outside of LibreOffice should currently be able to create document like this.  Plus, the ODF spec says it should be honoured anyway, if it is defined.The downside is that now the document will display properly, but if someone tries to edit those settings (and perhaps only GO to any format dialog, and then hit OK instead of cancel), the layout will reset to zero padding. Basically, we get read-only compatibility in 5.3, where before we had no compatibility at all.",3,472,2016/10/31 8:59,2016/10/31 17:05,8,MERGED,3,16,3,5,5,positive
57,"Patch Set 4: Code-Review+1(Justin - don't argue with your superiors)  OK - take the response as an explanation for my thinking behind my actions. But yes, I don't trust git and certainly don't like the ""document in git commit comments"" theory.  Way too much noise in git blame/commits.  (Also an indication that I really have no clue how to properly use git log -p etc.)",4,472,2016/10/31 8:59,2016/11/2 18:59,58,MERGED,3,14,2,4,5,positive
58,Patch Set 1: Code-Review+2Makes sense for now I think =) Quikee - need to revert that as/when we fix the SVG icons issue (later).Thanks Jan-Marek !,1,473,2016/11/2 11:33,2016/11/3 16:02,28,MERGED,1,1,4,5,1,positive
59,Patch Set 1: Code-Review+1with both commits 30526 and this one building LO 5.2 succeeds.,1,495,2016/11/3 12:14,2016/11/3 12:26,0,MERGED,1,4,5,6,1,positive
61,Patch Set 1: Code-Review+2 Verified+1Windows failure looks unrelated.,1,535,2016/11/2 10:11,2016/11/2 10:11,0,MERGED,1,2,4,5,1,negative
62,Patch Set 6: Code-Review+1I don't know if I have abused any ID conventions with SID_ALLOW_PADDING_WITHOUT_BORDERS. That's a massive mess that could use some basic in-line documentation.,6,547,2016/10/29 14:26,2016/10/29 15:18,0,MERGED,4,26,2,5,9,negative
63,Patch Set 1:I don't know if I have abused any ID conventions.  That's a massive mess that could use some basic in-line documentation.,1,547,2016/9/1 17:56,2016/9/1 17:56,0,MERGED,4,19,2,6,9,negative
65,Patch Set 1: Code-Review+2 Verified+1jenkins failure on windows is unrelated,1,556,2016/11/1 10:44,2016/11/1 11:11,0,MERGED,28,70,3,5,1,negative
66,Patch Set 2: Code-Review+2 Verified+1Looks like you got it now.,2,557,2016/11/1 17:58,2016/11/1 18:03,0,MERGED,1,22,4,5,2,positive
68,Patch Set 9:Thanks. Your constructive comments help a lot. I'll do the release notes thing shortly.,9,577,2016/10/20 21:03,2016/10/29 15:32,210,MERGED,3,136,1,1,9,positive
70,"Patch Set 1:I guess I'm lacking context here:* the "":)"" in the commit msg puzzles me* any reason you picked me specifically for review?  (there might well be one, but I can't remember ever been involved with that code)",1,580,2016/10/30 7:05,2016/10/30 7:05,0,MERGED,1,26,4,8,1,positive
71,"Patch Set 1:> I guess I'm lacking context here: > * the "":)"" in the commit msg puzzles meSorry for the smile. Just the pun about stability. > * any reason you picked me specifically for review?  (there might > well be one, but I can't remember ever been involved with that > code)I noticed commit 72865662208e1c053c8a48b4751e234cf3a312da where you addressed the same goal (ensure correctness of the predicate).",1,580,2016/10/30 7:05,2016/10/30 7:05,0,MERGED,1,26,4,8,1,negative
72,Patch Set 1: Code-Review+2 Verified+1Windows Jenkin build Python error is unrelated.,1,592,2016/10/31 5:16,2016/10/31 7:42,2,MERGED,1,15,3,5,1,negative
73,Patch Set 1: Verified+1Nice cleanup as well - love it =),1,596,2016/10/27 20:58,2016/10/28 14:05,17,MERGED,1,110,4,6,1,positive
76,Patch Set 3: Code-Review-1but that check in the dtor was quite valuable because it warned us if something went wrong with our refcounting,3,631,2016/9/24 16:50,2016/9/24 17:02,0,MERGED,4,28,3,4,6,negative
77,Patch Set 6: Code-Review+2 Verified+1jenkins failure unrelated,6,631,2016/9/24 16:50,2016/10/29 20:22,843,MERGED,1,8,3,5,6,negative
78,Patch Set 3: Code-Review+2 Verified+1Unrelated build failure.,3,637,2016/10/28 13:43,2016/10/29 16:45,27,MERGED,1,5279,3,4,3,negative
79,Patch Set 5: Code-Review+2 Verified+1The failures again are random and unrelated.,5,643,2016/10/29 14:23,2016/10/29 15:50,1,MERGED,3,26,3,5,5,negative
80,Patch Set 2: Code-Review+2 Verified+1both gerrit failures are unrelated.,2,645,2016/10/29 10:54,2016/10/29 12:03,1,MERGED,8,41,2,3,2,negative
82,Patch Set 1: Code-Review+1Sounds very sensible to me in concept; the AbstractDialog stuff was always a bit awful in this regard when migrating it - would be cleaner and more pleasant. Havn't read the code change though ... =),1,668,2016/9/21 12:48,2016/9/21 12:48,0,MERGED,47,1353,4,11,13,negative
83,"Patch Set 1:> cleaner and more pleasant. Havn't read the code change though ... > =)Thanks.Are you OK with the virtual base stuff? Read just the include/vcl part of the patch to see that.Personally, I don't think it'll make any performance difference, but maybe my intuition is off?",1,668,2016/9/21 12:48,2016/9/21 12:48,0,MERGED,47,1353,4,11,13,positive
84,"Patch Set 1:Also, if this is acceptable, there are an awful lot of little wrapper classes we can discard.",1,668,2016/9/21 12:48,2016/9/21 12:48,0,MERGED,47,1353,4,11,13,negative
85,"Patch Set 1:Urk - using virtual inheritance for all of the OutputDevice ref and unref calls ... like this:class VCL_DLLPUBLIC OutputDevice : public virtual VclReferenceBaseI assume that this will then put all those nice previously in-lined, and optimize-able out mnRefCnt++ and -- pairs behind virtual function calls. But of course - we could look at the generated code to see if it in fact it is that awful ;-)What's the stripped binary size increase would be a good question.",1,668,2016/9/21 12:48,2016/9/21 12:48,0,MERGED,47,1353,4,11,13,positive
87,"Patch Set 13:Hi Noel, there are still lots of AbstractDialogs wrapped into unique_ptr, which all crash now. Could you please take a look? Thanks.",13,668,2016/9/21 12:48,2016/10/27 6:08,857,MERGED,56,1397,2,2,13,positive
88,"Patch Set 13:> Hi Noel, there are still lots of AbstractDialogs wrapped into > unique_ptr, which all crash now. Could you please take a look? > Thanks.fixed in 09cb92096919e5a7bf4cf5fe66689e312ebc7f9c",13,668,2016/9/21 12:48,2016/10/27 6:08,857,MERGED,56,1397,2,2,13,positive
90,Patch Set 1: Verified+1Lets get it in - unlikely to do any harm - this is an optimization; but whether the optimization still works - that is unclear to me from a quick skim - we need a unit test here.,1,680,2016/10/22 18:06,2016/10/25 11:29,65,MERGED,1,6,4,6,1,negative
92,Patch Set 1: Verified+1Unrelated Jenkins windows_msc_dbgutil_32 build failure test_gbuildtoide,1,693,2016/10/25 14:48,2016/10/26 18:56,28,MERGED,1,73,3,6,1,negative
93,"Patch Set 3:I did notice the #N/A error in xls, but saw that as unavoidable as xls does not support LOGNORMDIST with 4 arguments.I could try to remove the 4th argument when not needed, but otherwise I see no solution; or should I convert to LOGNORM.DIST in these cases to preserve the formula?",3,701,2016/10/18 14:30,2016/10/26 11:13,188,MERGED,1,24,2,2,3,negative
94,"Patch Set 3:> I did notice the #N/A error in xls, but saw that as unavoidable as > xls does not support LOGNORMDIST with 4 arguments. > I could try to remove the 4th argument when not needed, but > otherwise I see no solution; or should I convert to LOGNORM.DIST in > these cases to preserve the formula?Should be converted to LOGNORM.DIST, not removing arguments. Not sure at the moment how substituting with another function operator could be accomplished though, probably somewhere in sc/source/filter/excel/xeformula.cxx around XclExpFmlaCompImpl::ProcessFunction()",3,701,2016/10/18 14:30,2016/10/26 11:13,188,MERGED,1,24,2,2,3,negative
95,"Patch Set 2: Code-Review+2 Verified+1I don't know what happened. I updated my master build and applied this patch again and now it works. Sorry for fuzz.One thing remains, saving LOGNORMDIST(a,b,c,d) to BIFF .xls and reloading results in =NA(), probably because only 3 parameters are registered and we'd need to do the function rewrite there as well.",2,701,2016/10/18 14:30,2016/10/25 14:36,168,MERGED,1,24,4,8,3,negative
97,"Patch Set 1:> > However I decided against it, since reading configuration on > every repaint brings some performance penalty >  > I see, just wondered if the performance penalty is really severe or > not. I didn't observe any slowdown myself, but that doesn't mean that other people wouldn't, who knows what they do with their office :) e.g. this blogpost explains why are frequent configuration readings a bad idea: https://mmohrhard.wordpress.com/2015/10/07/short-update-about-the-performance-testing/ > What we want then would be to derive utl::ConfigurationListener and > provide a suitable ConfigurationChanged( ::utl::ConfigurationBroadcaster*, > sal_uInt32 ), > as in Calc's ScModule (ScModule::ConfigurationChanged() in > sc/source/ui/app/scmod.cxx) > and Writer's SwModule (SwModule::ConfigurationChanged in > sw/source/uibase/app/apphdl.cxx), etc. > Right?Aye, that's exactly what I meant :)",1,706,2016/10/17 3:49,2016/10/17 3:53,0,MERGED,4,31,3,6,5,positive
99,Patch Set 1: Code-Review+1 Verified+1The failure does not seems to be related to your patch.,1,715,2016/10/24 19:42,2016/10/24 19:42,0,MERGED,6,127,5,6,1,negative
101,"Patch Set 7: Code-Review+1 Verified+1Made a short test, looks good.Looked at the code looks good.",7,746,2016/10/14 10:13,2016/10/20 16:25,150,MERGED,3,105,4,5,7,positive
102,Patch Set 7: Code-Review+2 Verified+1seems reasonable to me,7,746,2016/10/14 10:13,2016/10/20 16:25,150,MERGED,3,105,4,5,7,negative
105,Patch Set 1: Code-Review+2 Verified+1Looks very sensible to me - thanks Tomaz.,1,753,2016/10/18 21:53,2016/10/24 8:39,130,MERGED,3,29,5,6,1,positive
107,"Patch Set 3:Without looking too deeply, this smells like it might be breaking the implementation of the WebDAV content's ""getPropertyValues"" command for the sake of broken clients?  offapi/com/sun/star/ucb/Content.idl documents ""getPropertyValues"" as follows: ""The execution will not be aborted, if there are properties requested, that are unknown to the content. The returned row object must contain a NULL value in the corresponding column instead.""  (See css.sdbc.XRow.wasNull for how client code is supposed to check for such a ""NULL value"".)",3,783,2016/10/21 13:53,2016/10/21 17:49,3,MERGED,1,24,2,3,3,positive
108,"Patch Set 3:You are probably right.Whith this I tried to overcome a probably wrong exception processing here:<http://opengrok.libreoffice.org/xref/core/unotools/source/ucbhelper/ucbhelper.cxx#332>Where there is a css::uno::RuntimeException if the DataTime property is NULL, hence closing LO, badly.Probably rewriting the client code would be better?Rearranging it a bit should suffice.",3,783,2016/10/21 13:53,2016/10/21 17:49,3,MERGED,1,24,2,3,3,negative
109,Patch Set 3: Code-Review+2 Verified+1Unrelated Jenkins build failure.,3,784,2016/10/14 15:34,2016/10/22 15:29,191,MERGED,4,20,4,5,3,negative
111,"Patch Set 3:>  Any objections to remove the locale check?No.Originally I put the locale check for preventing incompatible changes ofexisting documents except in Japanese locale.But now the concern feels like negligible, because existing usage of GGG(for the era name of gregorian calendar) is not demanding unless the datain cells ranges from BC to AD.Let me upload a revised patch soon. Thanks.",3,786,2016/10/12 8:41,2016/10/20 11:42,195,MERGED,2,31,3,4,5,negative
114,"Patch Set 1:Please start doing actual code changes.typos are of course wrong, but these type of patches, makes it harder to see actual code changes...and often (as is the case right now your patch cannot be merged, because someone changed in the 1 of the same files.Looking forward to see real patches from you",1,829,2016/10/19 9:29,2016/10/19 9:29,0,MERGED,14,34,3,5,2,negative
116,"Patch Set 3: Code-Review+2 Verified+1Patch look good (the windows failure is different).Adding the test case moves assumption to proof, that is the way to go.",3,841,2016/10/18 21:36,2016/10/22 15:22,89,MERGED,2,61,4,6,4,negative
117,"Patch Set 3: Code-Review+2 Verified+1Patch is ok, please next time, use the same indent as the rest of the file.",3,846,2016/10/21 17:55,2016/10/21 18:39,0,MERGED,1,38,4,5,3,positive
118,"Patch Set 1: Code-Review+1 Verified+1A needed change, thanks for that Tomaz!",1,851,2016/10/13 10:55,2016/10/18 9:06,118,MERGED,2,82,5,5,1,positive
119,Patch Set 1: Code-Review+2 Verified+1Very sensible - it is risk to initialize that thing if we don't need to - seen crasher bugs from that.,1,851,2016/10/13 10:55,2016/10/18 9:06,118,MERGED,2,82,5,5,1,negative
120,"Patch Set 1: Code-Review+1This is for the Impress remote, and Impress is orange. https://wiki.documentfoundation.org/Marketing/Branding#Color_Table",1,856,2016/9/14 0:42,2016/9/14 0:42,0,MERGED,1,6,3,4,2,positive
121,"Patch Set 2: Code-Review+1Feel free to merge if builders are still unhappy. Im trying to fix this in https://gerrit.libreoffice.org/#/c/30050, but that might take a while. I'll merge as needed then.",2,881,2016/10/20 12:26,2016/10/20 12:28,0,MERGED,3,11,3,5,2,negative
122,Patch Set 1: Code-Review+2 Verified+1Failure is unrelated,1,898,2016/10/19 9:29,2016/10/19 9:33,0,MERGED,1,6,4,5,1,negative
123,Patch Set 1: Code-Review+2 Verified+1Windows / python failure looks unrelated.,1,902,2016/10/19 13:34,2016/10/19 23:51,10,MERGED,1,76,4,5,1,negative
124,Patch Set 2: Code-Review+1Windows failure doesn't seem related. Triggered build again.,2,922,2016/10/18 20:38,2016/10/19 2:38,5,MERGED,1,11,3,4,3,negative
125,"Patch Set 2:> Was the perfect bug to use as exercise in a workshop with students! > Couldn't pass up, sorry :)Sure, no worries.",2,928,2016/10/13 19:52,2016/10/14 13:41,17,MERGED,3,10,4,10,4,positive
126,"Patch Set 2:Hm, not sure why it doesn't want to post my follow-up comment in svapp.cxx. Anyway, here it is:""It shows ""VCL: "" (and nothing afterwards). Personally I'd be more confused seeing it like that on Windows if I didn't know what it was about.""",2,928,2016/10/13 19:52,2016/10/14 13:41,17,MERGED,3,10,4,10,4,negative
127,"Patch Set 1:(2 comments)Beat me to it :).I've got comments, though.",1,928,2016/10/13 19:52,2016/10/13 19:52,0,MERGED,3,10,4,8,4,positive
128,"Patch Set 1:Think 'VCL:' is sufficient, like we have 'Calc:' as it aint gonna be useful to users, just to QA. :D",1,928,2016/10/13 19:52,2016/10/13 19:52,0,MERGED,3,10,4,8,4,positive
136,Patch Set 2:> SentenceExceptList xml file was starting with spaces. I corrected > that. Next move?Wait to see if our ci system likes it.,2,944,2016/10/17 19:32,2016/10/18 7:01,11,MERGED,6,1268,3,6,4,positive
137,"Patch Set 1:I'm using that SentenceExceptList file for quite some time now and it's working fine. But I didn't tried to build it locally, just added acor_*-*.dat file to corresponding location in my home folder. Don't know why is now building. The only difference between this and english version is that I've added (html-linke) comments in the file. The other difference is I use tab for indentation default was two spaces. Could that cause build failure? As far as I can see, that lass then character is not missing where Jenkins is saying it's missing. Can you help me with that?",1,944,2016/10/17 19:32,2016/10/17 19:32,0,MERGED,6,1270,3,6,4,negative
140,Patch Set 3: Code-Review+2 Verified+1jenkins failure unrelated,3,947,2016/10/16 18:08,2016/10/18 17:23,47,MERGED,40,166,3,5,3,negative
151,Patch Set 3:Khaled: This is ready for review. Thank you.,3,1012,2016/10/16 3:25,2016/10/16 10:14,6,MERGED,3,61,4,7,3,positive
152,"Patch Set 2:stack trace of recursive call to EditGrowX0  0x00007f0ee9cb4b69 in ScViewData::EditGrowX() (this=0x7f0ef01fd8c8) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/ui/view/viewdata.cxx:1178#1  0x00007f0ee9cb4ade in ScViewData::EditEngineHdl(EditStatus&) (this=0x7f0ef01fd8c8, rStatus=...) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/ui/view/viewdata.cxx:1165#2  0x00007f0ee9cb4a51 in ScViewData::LinkStubEditEngineHdl(void*, EditStatus&) (instance=0x7f0ef01fd8c8, data=...) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/ui/view/viewdata.cxx:1159#3  0x00007f0f18d7104d in Link<EditStatus&, void>::Call(EditStatus&) const (this=0x7f0ef04623f8, data=...) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/include/tools/link.hxx:84#4  0x00007f0f18d6a594 in ImpEditEngine::CallStatusHdl() (this=0x7f0ef0461f80) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/editeng/source/editeng/impedit3.cxx:4058#5  0x00007f0f18d59b16 in ImpEditEngine::FormatDoc() (this=0x7f0ef0461f80) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/editeng/source/editeng/impedit3.cxx:477#6  0x00007f0f18d6adf7 in ImpEditEngine::FormatAndUpdate(EditView*) (this=0x7f0ef0461f80, pCurView=0x0) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/editeng/source/editeng/impedit3.cxx:4193#7  0x00007f0f18d69c74 in ImpEditEngine::SetUpdateMode(bool, EditView*, bool) (this=0x7f0ef0461f80, bUp=true, pCurView=0x0, bForceUpdate=false)    at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/editeng/source/editeng/impedit3.cxx:3931#8  0x00007f0f18cd6015 in EditEngine::SetUpdateMode(bool) (this=0x7f0ef0460ae0, bUpdate=true) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/editeng/source/editeng/editeng.cxx:1440#9  0x00007f0ee932076f in ScEditEngineDefaulter::SetDefaults(SfxItemSet const&, bool) (this=0x7f0ef0460ac0, rSet=..., bRememberCopy=false)    at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/core/tool/editutil.cxx:505#10 0x00007f0ee93208ca in ScEditEngineDefaulter::SetDefaultItem(SfxPoolItem const&) (this=0x7f0ef0460ac0, rItem=...) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/core/tool/editutil.cxx:528#11 0x00007f0ee9cb5703 in ScViewData::EditGrowX() (this=0x7f0ef01fd8c8) at /opt/shared/work/libreoffice/repo-core/core-cp-5-1-collab-edit/sc/source/ui/view/viewdata.cxx:1313#12 0x00007f0ee9cb4813 in ScViewData::SetEditEngine(ScSplitPos, ScEditEngineDefaulter*, vcl::Window*, short, int) (this=0x7f0ef01fd8c8, eWhich=SC_SPLIT_BOTTOMLEFT, pNewEngine=0x7f0ef0460ac0, pWin=0x7f0ef0200350, nNewX=1, nNewY=9)",2,1040,2016/10/12 19:41,2016/10/12 20:23,0,MERGED,2,21,2,5,4,negative
