ID,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Text
103,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6637/ : UNSTABLE,1,679,2016-11-15 21:48:40,2016-11-15 21:48:40,0,MERGED,1.0,4.0,3,8,2,negative,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6637/ : UNSTABLE
104,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6636/ : UNSTABLE,1,680,2016-11-15 21:42:05,2016-11-15 21:43:43,0,MERGED,2.0,4.0,2,6,2,negative,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6636/ : UNSTABLE
107,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6623/ : UNSTABLE,1,681,2016-11-15 14:20:33,2016-11-15 14:20:33,0,MERGED,1.0,6.0,4,6,3,negative,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6623/ : UNSTABLE
114,"Patch Set 1:Not sure why this build failed, but failed on p2.tests.ui which does not have any direct relation to my changes. But I do see 2 issues in the log. First, a warning from ""comparator"": [WARNING] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml: baseline and build artifacts have same version but different contents[INFO] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml    The main artifact has been replaced with the baseline version.    The following attached artifacts are not present in the baseline and have been removed: [sources]Worse, and perhaps the reason ""ui tests"" failed there was an error message about ** (java:2487): WARNING **: Could not open X displayUnable to init server: Could not connect: Connection refusedPerhaps it was ""too busy""? Or perhaps it is ""misconfigured""?",1,687,2016-11-15 19:50:19,2016-11-15 19:50:19,0,MERGED,4.0,8.0,4,8,1,negative,"Patch Set 1:Not sure why this build failed, but failed on p2.tests.ui which does not have any direct relation to my changes. But I do see 2 issues in the log. First, a warning from ""comparator"": [WARNING] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml: baseline and build artifacts have same version but different contents[INFO] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml    The main artifact has been replaced with the baseline version.    The following attached artifacts are not present in the baseline and have been removed: [sources]Worse, and perhaps the reason ""ui tests"" failed there was an error message about ** (java:2487): WARNING **: Could not open X displayUnable to init server: Could not connect: Connection refusedPerhaps it was ""too busy""? Or perhaps it is ""misconfigured""?"
115,"Patch Set 1: Code-Review+2> Not sure why this build failed, but failed on p2.tests.ui which > does not have any direct relation to my changes. But I do see 2 > issues in the log. > First, a warning from ""comparator"": > [WARNING] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT > @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml: > baseline and build artifacts have same version but different > contents > [INFO] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT > @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml > The main artifact has been replaced with the baseline version. > The following attached artifacts are not present in the baseline > and have been removed: [sources] >  > Worse, and perhaps the reason ""ui tests"" failed there was an error > message about >  > ** (java:2487): WARNING **: Could not open X display > Unable to init server: Could not connect: Connection refused >  > Perhaps it was ""too busy""? Or perhaps it is ""misconfigured""?I think it was a intermittent issue of some kind.  I retriggered the build and it passed this time",1,687,2016-11-15 19:50:19,2016-11-15 19:50:19,0,MERGED,4.0,8.0,4,8,1,negative,"Patch Set 1: Code-Review+2> Not sure why this build failed, but failed on p2.tests.ui which > does not have any direct relation to my changes. But I do see 2 > issues in the log. > First, a warning from ""comparator"": > [WARNING] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT > @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml: > baseline and build artifacts have same version but different > contents > [INFO] MavenProject: org.eclipse.equinox:org.eclipse.equinox.p2.tests.ui:1.1.200-SNAPSHOT > @ /jobs/genie.equinox/p2-gerrit/workspace/bundles/org.eclipse.equinox.p2.tests.ui/pom.xml > The main artifact has been replaced with the baseline version. > The following attached artifacts are not present in the baseline > and have been removed: [sources] >  > Worse, and perhaps the reason ""ui tests"" failed there was an error > message about >  > ** (java:2487): WARNING **: Could not open X display > Unable to init server: Could not connect: Connection refused >  > Perhaps it was ""too busy""? Or perhaps it is ""misconfigured""?I think it was a intermittent issue of some kind.  I retriggered the build and it passed this time"
118,Unspecified merge failure: REBASE_MERGE_CONFLICT,12,689,2016-11-02 21:31:44,2016-11-15 19:17:50,309,MERGED,16.0,805.0,3,6,13,negative,Unspecified merge failure: REBASE_MERGE_CONFLICT
119,Unspecified merge failure: REBASE_MERGE_CONFLICT,12,689,2016-11-02 21:31:44,2016-11-15 19:17:50,309,MERGED,16.0,805.0,3,6,13,negative,Unspecified merge failure: REBASE_MERGE_CONFLICT
120,Patch Set 5: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6564/ : UNSTABLE,5,689,2016-11-02 21:31:44,2016-11-09 02:06:13,148,MERGED,8.0,365.0,2,9,13,negative,Patch Set 5: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6564/ : UNSTABLE
121,Patch Set 2: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6502/ : UNSTABLE,2,689,2016-11-02 21:31:44,2016-11-03 14:22:35,16,MERGED,5.0,194.0,2,5,13,negative,Patch Set 2: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6502/ : UNSTABLE
122,Patch Set 2: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6514/ : UNSTABLE,2,689,2016-11-02 21:31:44,2016-11-03 14:22:35,16,MERGED,5.0,194.0,2,5,13,negative,Patch Set 2: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6514/ : UNSTABLE
123,Patch Set 8: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6607/ : UNSTABLE,8,689,2016-11-02 21:31:44,2016-11-14 15:18:21,281,MERGED,16.0,973.0,3,6,13,negative,Patch Set 8: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6607/ : UNSTABLE
126,Patch Set 4: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6559/ : UNSTABLE,4,689,2016-11-02 21:31:44,2016-11-08 22:00:12,144,MERGED,7.0,363.0,2,4,13,negative,Patch Set 4: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6559/ : UNSTABLE
128,Patch Set 13:Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6631/ : UNSTABLE,13,689,2016-11-02 21:31:44,2016-11-15 20:11:56,310,MERGED,15.0,769.0,3,5,13,negative,Patch Set 13:Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6631/ : UNSTABLE
129,Patch Set 9: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6609/ : UNSTABLE,9,689,2016-11-02 21:31:44,2016-11-14 21:02:28,287,MERGED,15.0,927.0,2,4,13,negative,Patch Set 9: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6609/ : UNSTABLE
130,"Patch Set 10: Code-Review+1I think we are close enough to go ahead with this.We'll need to fix some of the issues with running async with gdbserver, but we can address this after RC1.  Besides, I think getting the full console is important enough to take this risk.",10,689,2016-11-02 21:31:44,2016-11-15 04:35:08,295,MERGED,16.0,788.0,2,4,13,negative,"Patch Set 10: Code-Review+1I think we are close enough to go ahead with this.We'll need to fix some of the issues with running async with gdbserver, but we can address this after RC1.  Besides, I think getting the full console is important enough to take this risk."
131,Patch Set 10: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6619/ : UNSTABLE,10,689,2016-11-02 21:31:44,2016-11-15 04:35:08,295,MERGED,16.0,788.0,2,4,13,negative,Patch Set 10: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6619/ : UNSTABLE
132,Patch Set 11: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6622/ : UNSTABLE,11,689,2016-11-02 21:31:44,2016-11-15 13:51:14,304,MERGED,16.0,805.0,3,4,13,negative,Patch Set 11: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6622/ : UNSTABLE
140,Patch Set 4:I think this is a serious concern.  I hadn't thought of it before.We should look at how the platform console does this.  You can clone the platform console view and each new console will be filled with all the text.  Our TracingConsole class (gdb traces) does this by extending IOConsole.  How do they do this efficiently.  I think they use some kinds of scheme using a document.,4,697,2016-10-04 02:01:24,2016-10-26 04:02:39,530,MERGED,2.0,367.0,3,7,11,negative,Patch Set 4:I think this is a serious concern.  I hadn't thought of it before.We should look at how the platform console does this.  You can clone the platform console view and each new console will be filled with all the text.  Our TracingConsole class (gdb traces) does this by extending IOConsole.  How do they do this efficiently.  I think they use some kinds of scheme using a document.
142,Patch Set 9: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6614/ : UNSTABLE,9,697,2016-10-04 02:01:24,2016-11-14 16:35:30,998,MERGED,2.0,431.0,3,7,11,negative,Patch Set 9: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6614/ : UNSTABLE
143,Patch Set 6:While testing this I found something obscure but weird that I thought I'd mention.1- Start a debug session with the full console.2- type a very long line in the new console so that the text wraps (don't press enter)3- close the debugger console4- make the space where the console was significantly bigger5- open the debugger console view=> the text is messed up with the cursor higher up than other texts.  This may be a bug with the widget itself.  I just wanted to document it in case it may be related to a bug in this patch.,6,697,2016-10-04 02:01:24,2016-10-31 18:48:11,664,MERGED,2.0,394.0,3,6,11,negative,Patch Set 6:While testing this I found something obscure but weird that I thought I'd mention.1- Start a debug session with the full console.2- type a very long line in the new console so that the text wraps (don't press enter)3- close the debugger console4- make the space where the console was significantly bigger5- open the debugger console view=> the text is messed up with the cursor higher up than other texts.  This may be a bug with the widget itself.  I just wanted to document it in case it may be related to a bug in this patch.
149,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6232/ : UNSTABLE,1,697,2016-10-04 02:01:24,2016-10-06 20:38:45,66,MERGED,2.0,268.0,2,4,11,negative,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6232/ : UNSTABLE
150,Patch Set 8: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6603/ : UNSTABLE,8,697,2016-10-04 02:01:24,2016-11-14 03:25:35,985,MERGED,2.0,427.0,3,6,11,negative,Patch Set 8: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6603/ : UNSTABLE
158,"Patch Set 1:> There may still be a race condition here. Consider the sequence: > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > flush() calls interrupt() while run() is in the src.read() call, > but src still has more data to read, can the current run() loop > break out of the src.read(), perform a partial flush, then loop > again to copy the rest of the data, and fail to do a final flush?Yes, I think that could happen. czhen and I talked a little about how we want to rewrite this code. I still think this change is an improvement since it avoids the ""Short read of block"" errors. I'll clarify the commit message.",1,701,2016-11-04 18:48:38,2016-11-04 18:50:40,0,MERGED,1.0,47.0,4,9,2,negative,"Patch Set 1:> There may still be a race condition here. Consider the sequence: > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > flush() calls interrupt() while run() is in the src.read() call, > but src still has more data to read, can the current run() loop > break out of the src.read(), perform a partial flush, then loop > again to copy the rest of the data, and fail to do a final flush?Yes, I think that could happen. czhen and I talked a little about how we want to rewrite this code. I still think this change is an improvement since it avoids the ""Short read of block"" errors. I'll clarify the commit message."
159,"Patch Set 1:> > There may still be a race condition here. Consider the sequence: > > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > > flush() calls interrupt() while run() is in the src.read() call, > > but src still has more data to read, can the current run() loop > > break out of the src.read(), perform a partial flush, then loop > > again to copy the rest of the data, and fail to do a final flush? >  > Yes, I think that could happen. czhen and I talked a little about > how we want to rewrite this code. I still think this change is an > improvement since it avoids the ""Short read of block"" errors. I'll > clarify the commit message.On second thought: PipedInputStream.read is not interruptible unless its buffer is empty. If the buffer contains some data, it returns that data without waiting for more.We don't flush until readInterrupted is true. That means we don't flush until the pipe is drained.",1,701,2016-11-04 18:48:38,2016-11-04 18:50:40,0,MERGED,1.0,47.0,4,9,2,negative,"Patch Set 1:> > There may still be a race condition here. Consider the sequence: > > StreamCopyThread.write(lots_of_data); StreamCopyThread.flush(). If > > flush() calls interrupt() while run() is in the src.read() call, > > but src still has more data to read, can the current run() loop > > break out of the src.read(), perform a partial flush, then loop > > again to copy the rest of the data, and fail to do a final flush? >  > Yes, I think that could happen. czhen and I talked a little about > how we want to rewrite this code. I still think this change is an > improvement since it avoids the ""Short read of block"" errors. I'll > clarify the commit message.On second thought: PipedInputStream.read is not interruptible unless its buffer is empty. If the buffer contains some data, it returns that data without waiting for more.We don't flush until readInterrupted is true. That means we don't flush until the pipe is drained."
165,Patch Set 2: Code-Review+2I am so ashamed for this bug... Nice catch and fix.,2,707,2016-11-04 10:49:49,2016-11-04 15:48:15,4,MERGED,1.0,2.0,4,5,2,negative,Patch Set 2: Code-Review+2I am so ashamed for this bug... Nice catch and fix.
169,Patch Set 3:(4 comments)We still need a bug report and the current commit header pointing to this bug report.,3,709,2016-11-01 16:52:53,2016-11-02 21:14:53,28,MERGED,4.0,274.0,2,4,8,negative,Patch Set 3:(4 comments)We still need a bug report and the current commit header pointing to this bug report.
172,"Patch Set 4:> > I'm wondering if the Ng* files can also be actually removed, we > > don't seem to be building them at all... >  > Look at make_cocoa.mak line 74. They are actually compiled.I did notice those targets in make_cocoa.mak but what I meant was that we can probably get rid of those too as those targets don't seem to be really invoked. See line 32 of the same makefile where the targets are commented out and I've never seen them being built myself.",4,712,2016-10-04 09:52:26,2016-10-21 11:37:34,409,MERGED,28.0,1909.0,3,4,8,negative,"Patch Set 4:> > I'm wondering if the Ng* files can also be actually removed, we > > don't seem to be building them at all... >  > Look at make_cocoa.mak line 74. They are actually compiled.I did notice those targets in make_cocoa.mak but what I meant was that we can probably get rid of those too as those targets don't seem to be really invoked. See line 32 of the same makefile where the targets are commented out and I've never seen them being built myself."
186,Patch Set 4:sorry about the last two patches I tried something out of desperation but without my brain switched on...,4,725,2016-11-02 16:23:09,2016-11-02 19:46:40,3,MERGED,1.0,5.0,2,5,6,negative,Patch Set 4:sorry about the last two patches I tried something out of desperation but without my brain switched on...
188,Patch Set 5: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6414/ : UNSTABLE,5,726,2016-10-17 15:10:26,2016-10-26 15:45:01,216,MERGED,5.0,130.0,3,6,7,negative,Patch Set 5: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6414/ : UNSTABLE
190,"Patch Set 7: Code-Review-2I rebased again, hopefully this build will be stable.",7,726,2016-10-17 15:10:26,2016-11-04 10:21:52,427,MERGED,5.0,130.0,4,8,7,negative,"Patch Set 7: Code-Review-2I rebased again, hopefully this build will be stable."
191,Patch Set 7: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6512/ : UNSTABLE,7,726,2016-10-17 15:10:26,2016-11-04 10:21:52,427,MERGED,5.0,130.0,4,8,7,negative,Patch Set 7: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6512/ : UNSTABLE
192,Patch Set 7: Code-Review+2 Verified+1The test failures are unrelated.Thanks Jonah,7,726,2016-10-17 15:10:26,2016-11-04 10:21:52,427,MERGED,5.0,130.0,4,8,7,negative,Patch Set 7: Code-Review+2 Verified+1The test failures are unrelated.Thanks Jonah
194,Patch Set 7:Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6519/ : UNSTABLE,7,726,2016-10-17 15:10:26,2016-11-04 10:21:52,427,MERGED,5.0,130.0,4,8,7,negative,Patch Set 7:Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6519/ : UNSTABLE
195,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6359/ : UNSTABLE,1,726,2016-10-17 15:10:26,2016-10-18 20:43:04,29,MERGED,4.0,113.0,3,5,7,negative,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6359/ : UNSTABLE
197,Patch Set 6: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6506/ : UNSTABLE,6,726,2016-10-17 15:10:26,2016-11-03 20:14:39,413,MERGED,5.0,130.0,2,3,7,negative,Patch Set 6: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6506/ : UNSTABLE
202,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/9257/ : UNSTABLE,2,731,2016-11-04 11:05:04,2016-11-04 14:05:31,3,MERGED,1.0,6.0,4,7,2,negative,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/9257/ : UNSTABLE
208,Patch Set 4: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6518/ : UNSTABLE,4,732,2016-08-05 13:09:41,2016-11-04 13:35:41,2184,MERGED,2.0,10.0,3,5,6,negative,Patch Set 4: Verified-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/6518/ : UNSTABLE
213,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-docs/855/ : UNSTABLE,2,733,2016-07-08 08:40:29,2016-07-11 22:32:59,85,MERGED,9.0,496.0,4,10,10,negative,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-docs/855/ : UNSTABLE
215,"Patch Set 2:It is not a dependency, but ""only"" a conflict, which I am going to resolve once one of the 2 patches are merged",2,733,2016-07-08 08:40:29,2016-07-11 22:32:59,85,MERGED,9.0,496.0,4,10,10,negative,"Patch Set 2:It is not a dependency, but ""only"" a conflict, which I am going to resolve once one of the 2 patches are merged"
218,"Patch Set 6:In the latest patch set I removed the api filters and just implemented the ITextViewer interface, which leads to a pretty long static inner class in the test, but allows us to omit the api filter file.What do you prefer?",6,733,2016-07-08 08:40:29,2016-10-18 23:19:34,2462,MERGED,10.0,932.0,3,5,10,negative,"Patch Set 6:In the latest patch set I removed the api filters and just implemented the ITextViewer interface, which leads to a pretty long static inner class in the test, but allows us to omit the api filter file.What do you prefer?"
227,Patch Set 1:There seems to be something wrong with the recipes.ecore code generation at my machine - let's see whether it works on the build server.,1,739,2016-10-21 16:41:02,2016-10-21 16:41:02,0,MERGED,14.0,902.0,3,6,4,negative,Patch Set 1:There seems to be something wrong with the recipes.ecore code generation at my machine - let's see whether it works on the build server.
