ID,PREDICTED
583,neutral
584,neutral
585,neutral
586,neutral
587,neutral
588,neutral
589,neutral
590,neutral
591,neutral
592,neutral
593,neutral
594,neutral
595,positive
596,neutral
597,neutral
598,neutral
599,neutral
600,neutral
601,neutral
602,neutral
603,neutral
604,neutral
605,neutral
606,positive
607,neutral
608,neutral
609,neutral
610,neutral
611,neutral
612,neutral
613,neutral
614,neutral
615,neutral
616,neutral
617,neutral
618,neutral
619,neutral
620,neutral
621,neutral
622,positive
623,positive
624,neutral
625,positive
626,neutral
627,neutral
628,neutral
629,neutral
630,neutral
631,positive
632,neutral
633,neutral
634,neutral
635,neutral
636,neutral
637,neutral
638,neutral
639,positive
640,neutral
641,neutral
642,neutral
643,neutral
644,neutral
645,neutral
646,positive
647,positive
648,neutral
649,positive
650,neutral
651,neutral
652,neutral
653,negative
654,negative
655,neutral
656,neutral
657,neutral
658,positive
659,neutral
660,neutral
661,neutral
662,positive
663,neutral
664,neutral
665,positive
666,neutral
667,neutral
668,neutral
669,neutral
670,neutral
671,neutral
672,positive
673,neutral
674,neutral
675,neutral
676,neutral
677,neutral
678,neutral
679,positive
680,neutral
681,neutral
682,neutral
683,neutral
684,neutral
685,neutral
686,positive
687,neutral
688,positive
689,positive
690,neutral
691,neutral
692,neutral
693,neutral
694,neutral
695,neutral
696,neutral
697,neutral
698,neutral
699,neutral
700,neutral
701,neutral
702,neutral
703,neutral
704,neutral
705,neutral
706,neutral
707,positive
708,negative
709,neutral
710,neutral
711,neutral
712,neutral
713,neutral
714,negative
715,negative
716,neutral
717,neutral
718,neutral
719,negative
720,neutral
721,positive
722,neutral
723,neutral
724,neutral
725,neutral
726,neutral
727,neutral
728,neutral
729,neutral
730,neutral
731,neutral
732,neutral
733,neutral
734,neutral
735,neutral
736,neutral
737,neutral
738,neutral
739,neutral
740,neutral
741,neutral
742,positive
743,positive
744,neutral
745,neutral
746,neutral
747,neutral
748,neutral
749,neutral
750,neutral
751,neutral
752,neutral
753,neutral
754,neutral
755,neutral
756,neutral
757,neutral
758,neutral
759,neutral
760,neutral
761,positive
762,neutral
763,neutral
764,neutral
765,neutral
766,neutral
767,neutral
768,neutral
769,neutral
770,neutral
771,positive
772,neutral
773,neutral
774,neutral
775,neutral
776,positive
777,positive
778,neutral
779,neutral
780,neutral
781,neutral
782,neutral
783,positive
784,neutral
785,neutral
786,neutral
787,neutral
788,neutral
789,neutral
790,neutral
791,neutral
792,neutral
793,neutral
794,positive
795,neutral
796,neutral
797,neutral
798,neutral
799,neutral
800,neutral
801,neutral
802,neutral
803,neutral
804,neutral
805,neutral
806,neutral
807,neutral
808,neutral
809,neutral
810,neutral
811,neutral
812,neutral
813,neutral
814,neutral
815,negative
816,neutral
817,neutral
818,neutral
819,neutral
820,neutral
821,positive
822,positive
823,neutral
824,neutral
825,neutral
826,neutral
827,positive
828,neutral
829,positive
830,neutral
831,neutral
832,neutral
833,neutral
834,neutral
835,neutral
836,neutral
837,neutral
838,neutral
839,neutral
840,neutral
841,neutral
842,neutral
843,neutral
844,positive
845,neutral
846,neutral
847,neutral
848,neutral
849,neutral
850,neutral
851,neutral
852,neutral
853,neutral
854,neutral
855,neutral
856,neutral
857,neutral
858,positive
859,positive
860,neutral
861,neutral
862,neutral
863,neutral
864,neutral
865,neutral
866,neutral
867,neutral
868,neutral
869,neutral
870,neutral
871,neutral
872,neutral
873,neutral
874,neutral
875,neutral
876,neutral
877,neutral
878,neutral
879,neutral
880,neutral
881,neutral
882,neutral
883,negative
884,neutral
885,neutral
886,neutral
887,neutral
888,neutral
889,neutral
890,neutral
891,neutral
892,neutral
893,neutral
894,neutral
895,neutral
896,negative
897,neutral
898,neutral
899,neutral
900,neutral
901,neutral
902,neutral
903,neutral
904,neutral
905,neutral
906,neutral
907,neutral
908,neutral
909,neutral
910,neutral
911,neutral
912,neutral
913,neutral
914,neutral
915,neutral
916,neutral
917,neutral
918,neutral
919,neutral
920,neutral
921,neutral
922,neutral
923,neutral
924,neutral
925,neutral
926,neutral
927,neutral
928,neutral
929,neutral
930,neutral
931,neutral
932,neutral
933,neutral
934,neutral
935,neutral
936,neutral
937,neutral
938,neutral
939,positive
940,neutral
941,neutral
942,positive
943,neutral
944,neutral
945,positive
946,negative
947,positive
948,positive
949,neutral
950,neutral
951,neutral
952,neutral
953,neutral
954,neutral
955,neutral
956,neutral
957,negative
958,positive
959,neutral
960,positive
961,negative
962,negative
963,negative
964,neutral
965,neutral
966,neutral
967,negative
968,neutral
969,negative
970,neutral
971,neutral
972,neutral
973,neutral
974,positive
975,neutral
976,neutral
977,neutral
978,neutral
979,positive
980,positive
981,neutral
982,positive
983,neutral
984,positive
985,neutral
986,positive
987,neutral
988,neutral
989,neutral
990,neutral
991,neutral
992,neutral
993,neutral
994,positive
995,positive
996,positive
997,neutral
998,neutral
999,neutral
1000,positive
1001,negative
1002,negative
1003,neutral
1004,neutral
1005,neutral
1006,neutral
1007,neutral
1008,positive
1009,positive
1010,positive
1011,positive
1012,positive
1013,neutral
1014,neutral
1015,neutral
1016,neutral
1017,neutral
1018,neutral
1019,neutral
1020,neutral
1021,neutral
1022,neutral
1023,neutral
1024,neutral
1025,neutral
1026,neutral
1027,neutral
1028,neutral
1029,neutral
1030,neutral
1031,neutral
1032,neutral
1033,neutral
1034,neutral
1035,neutral
1036,neutral
1037,negative
1038,neutral
1039,neutral
1040,neutral
1041,neutral
1042,neutral
1043,neutral
1044,neutral
1045,neutral
1046,neutral
1047,neutral
1048,neutral
1049,neutral
1050,neutral
1051,neutral
1052,neutral
1053,neutral
1054,neutral
1055,neutral
1056,neutral
1057,neutral
1058,neutral
1059,neutral
1060,negative
1061,neutral
1062,neutral
1063,neutral
1064,neutral
1065,neutral
1066,neutral
1067,neutral
1068,positive
1069,neutral
1070,neutral
1071,positive
1072,neutral
1073,neutral
1074,neutral
1075,neutral
1076,neutral
1077,neutral
1078,neutral
1079,neutral
1080,neutral
1081,neutral
1082,neutral
1083,neutral
1084,neutral
1085,neutral
1086,neutral
1087,neutral
1088,neutral
1089,neutral
1090,neutral
1091,neutral
1092,positive
1093,neutral
1094,neutral
1095,negative
1096,neutral
1097,neutral
1098,neutral
1099,neutral
1100,neutral
1101,neutral
1102,neutral
1103,neutral
1104,neutral
1105,neutral
1106,neutral
1107,neutral
1108,neutral
1109,neutral
1110,neutral
1111,neutral
1112,neutral
1113,neutral
1114,neutral
1115,neutral
1116,neutral
1117,neutral
1118,neutral
1119,neutral
1120,neutral
1121,neutral
1122,neutral
1123,neutral
1124,neutral
1125,neutral
1126,neutral
1127,neutral
1128,neutral
1129,neutral
1130,neutral
1131,neutral
1132,neutral
1133,neutral
1134,neutral
1135,positive
1136,neutral
1137,neutral
1138,neutral
1139,neutral
1140,neutral
1141,neutral
1142,neutral
1143,positive
1144,neutral
1145,neutral
1146,neutral
1147,neutral
1148,neutral
1149,positive
1150,neutral
1151,neutral
1152,neutral
1153,neutral
1154,neutral
1155,positive
1156,neutral
1157,neutral
1158,positive
1159,neutral
1160,neutral
1161,neutral
1162,neutral
1163,positive
1164,neutral
1165,neutral
1166,neutral
1167,neutral
1168,neutral
1169,neutral
1170,neutral
1171,neutral
1172,neutral
1173,neutral
1174,positive
1175,neutral
1176,neutral
1177,neutral
1178,neutral
1179,neutral
1180,neutral
1181,neutral
1182,neutral
1183,neutral
1184,neutral
1185,neutral
1186,neutral
1187,positive
1188,neutral
1189,positive
1190,neutral
1191,neutral
1192,neutral
1193,neutral
1194,neutral
1195,neutral
1196,neutral
1197,neutral
1198,neutral
1199,neutral
1200,neutral
1201,neutral
1202,neutral
1203,neutral
1204,neutral
1205,positive
1206,neutral
1207,neutral
1208,neutral
1209,neutral
1210,neutral
1211,neutral
1212,neutral
1213,positive
1214,positive
1215,positive
1216,neutral
1217,neutral
1218,neutral
1219,neutral
1220,neutral
1221,neutral
1222,positive
1223,neutral
1224,neutral
1225,positive
1226,neutral
1227,positive
1228,neutral
1229,neutral
1230,neutral
1231,neutral
1232,neutral
1233,neutral
1234,neutral
1235,neutral
1236,neutral
1237,neutral
1238,neutral
1239,neutral
1240,neutral
1241,positive
1242,neutral
1243,neutral
1244,negative
1245,neutral
1246,neutral
1247,neutral
1248,neutral
1249,neutral
1250,neutral
1251,neutral
1252,neutral
1253,neutral
1254,neutral
1255,neutral
1256,positive
1257,neutral
1258,neutral
1259,neutral
1260,neutral
1261,neutral
1262,neutral
1263,neutral
1264,neutral
1265,neutral
1266,neutral
1267,positive
1268,neutral
1269,positive
1270,neutral
1271,negative
1272,neutral
1273,neutral
1274,neutral
1275,neutral
1276,neutral
1277,neutral
1278,positive
1279,neutral
1280,neutral
1281,neutral
1282,neutral
1283,neutral
1284,neutral
1285,neutral
1286,negative
1287,neutral
1288,neutral
1289,positive
1290,neutral
1291,neutral
1292,neutral
1293,neutral
1294,neutral
1295,neutral
1296,neutral
1297,neutral
1298,positive
1299,neutral
1300,neutral
1301,neutral
1302,neutral
1303,neutral
1304,neutral
1305,neutral
1306,neutral
1307,neutral
1308,negative
1309,negative
1310,neutral
1311,neutral
1312,neutral
1313,neutral
1314,neutral
1315,neutral
1316,positive
1317,neutral
1318,neutral
1319,neutral
1320,neutral
1321,neutral
1322,neutral
1323,neutral
1324,neutral
1325,neutral
1326,neutral
1327,neutral
1328,neutral
1329,neutral
1330,neutral
1331,neutral
1332,neutral
1333,positive
1334,neutral
1335,neutral
1336,neutral
1337,neutral
1338,neutral
1339,neutral
1340,neutral
1341,neutral
1342,negative
1343,positive
1344,neutral
1345,neutral
1346,neutral
1347,neutral
1348,neutral
1349,neutral
1350,neutral
1351,negative
1352,neutral
1353,neutral
1354,neutral
1355,neutral
1356,neutral
1357,neutral
1358,neutral
1359,neutral
1360,neutral
1361,neutral
1362,neutral
1363,neutral
1364,neutral
1365,neutral
1366,neutral
1367,neutral
1368,neutral
1369,neutral
1370,neutral
1371,neutral
1372,neutral
1373,neutral
1374,neutral
1375,neutral
1376,neutral
1377,neutral
1378,neutral
1379,neutral
1380,neutral
1381,neutral
1382,neutral
1383,neutral
1384,neutral
1385,neutral
1386,positive
1387,neutral
1388,neutral
1389,neutral
1390,neutral
1391,neutral
1392,neutral
1393,neutral
1394,neutral
1395,neutral
1396,neutral
1397,neutral
1398,positive
1399,neutral
1400,positive
1401,neutral
1402,neutral
1403,neutral
1404,neutral
1405,neutral
1406,neutral
1407,neutral
1408,neutral
1409,neutral
1410,neutral
1411,neutral
1412,neutral
1413,neutral
1414,neutral
1415,neutral
1416,neutral
1417,neutral
1418,neutral
1419,neutral
1420,neutral
1421,neutral
1422,neutral
1423,neutral
1424,neutral
1425,neutral
1426,neutral
1427,neutral
1428,neutral
1429,neutral
1430,neutral
1431,neutral
1432,neutral
1433,neutral
1434,neutral
1435,positive
1436,positive
1437,neutral
1438,neutral
1439,neutral
1440,neutral
1441,neutral
1442,neutral
1443,neutral
1444,neutral
1445,neutral
1446,neutral
1447,positive
1448,neutral
1449,neutral
1450,neutral
1451,neutral
1452,neutral
1453,neutral
1454,neutral
1455,neutral
1456,neutral
1457,neutral
1458,neutral
1459,neutral
1460,neutral
1461,neutral
1462,neutral
1463,neutral
1464,neutral
1465,positive
1466,neutral
1467,neutral
1468,neutral
1469,neutral
1470,neutral
1471,negative
1472,neutral
1473,positive
1474,neutral
1475,neutral
1476,neutral
1477,positive
1478,neutral
1479,neutral
1480,neutral
1481,neutral
1482,neutral
1483,positive
1484,neutral
1485,neutral
1486,neutral
1487,neutral
1488,neutral
1489,neutral
1490,neutral
1491,neutral
1492,neutral
1493,neutral
1494,neutral
1495,neutral
1496,neutral
1497,neutral
1498,neutral
1499,neutral
1500,neutral
1501,neutral
1502,neutral
1503,neutral
1504,neutral
1505,neutral
1506,neutral
1507,neutral
1508,neutral
1509,neutral
1510,neutral
1511,neutral
1512,positive
1513,neutral
1514,neutral
1515,neutral
1516,neutral
1517,neutral
1518,neutral
1519,neutral
1520,neutral
1521,neutral
1522,neutral
1523,neutral
1524,neutral
1525,neutral
1526,neutral
1527,neutral
1528,neutral
1529,neutral
1530,neutral
1531,neutral
1532,neutral
1533,neutral
1534,neutral
1535,positive
1536,positive
1537,neutral
1538,neutral
1539,neutral
1540,neutral
1541,negative
1542,neutral
1543,neutral
1544,neutral
1545,neutral
1546,neutral
1547,neutral
1548,neutral
1549,neutral
1550,neutral
1551,neutral
1552,neutral
1553,neutral
1554,neutral
1555,neutral
1556,neutral
1557,neutral
1558,neutral
1559,neutral
1560,neutral
1561,neutral
1562,neutral
1563,neutral
1564,neutral
1565,neutral
1566,neutral
1567,neutral
1568,neutral
1569,neutral
1570,negative
1571,neutral
1572,neutral
1573,neutral
1574,neutral
1575,positive
1576,neutral
1577,positive
1578,neutral
1579,neutral
1580,positive
1581,neutral
1582,neutral
1583,neutral
1584,neutral
1585,neutral
1586,positive
1587,positive
1588,neutral
1589,neutral
1590,neutral
1591,neutral
1592,neutral
1593,neutral
1594,neutral
1595,neutral
1596,neutral
1597,neutral
1598,neutral
1599,neutral
1600,positive
1601,neutral
1602,positive
1603,neutral
1604,neutral
1605,neutral
1606,neutral
1607,neutral
1608,neutral
1609,neutral
1610,neutral
1611,neutral
1612,neutral
1613,neutral
1614,positive
1615,neutral
1616,neutral
1617,neutral
1618,neutral
1619,positive
1620,neutral
1621,neutral
1622,neutral
1623,neutral
1624,neutral
1625,neutral
1626,neutral
1627,positive
1628,negative
1629,positive
1630,positive
1631,neutral
1632,positive
1633,neutral
1634,positive
1635,neutral
1636,neutral
1637,neutral
1638,negative
1639,neutral
1640,negative
1641,neutral
1642,neutral
1643,neutral
1644,neutral
1645,neutral
1646,neutral
1647,neutral
1648,neutral
1649,positive
1650,positive
1651,neutral
1652,neutral
1653,positive
1654,neutral
1655,neutral
1656,neutral
1657,neutral
1658,neutral
1659,neutral
1660,neutral
1661,neutral
1662,neutral
1663,positive
1664,neutral
1665,negative
1666,negative
1667,neutral
1668,neutral
1669,neutral
1670,neutral
1671,neutral
1672,neutral
1673,neutral
1674,neutral
1675,neutral
1676,neutral
1677,neutral
1678,neutral
1679,neutral
1680,neutral
1681,neutral
1682,neutral
1683,neutral
1684,neutral
1685,neutral
1686,neutral
1687,neutral
1688,neutral
1689,neutral
1690,neutral
1691,neutral
1692,neutral
1693,neutral
1694,neutral
1695,neutral
1696,neutral
1697,positive
1698,neutral
1699,neutral
1700,neutral
1701,neutral
1702,neutral
1703,neutral
1704,neutral
1705,neutral
1706,neutral
1707,neutral
1708,neutral
1709,neutral
1710,neutral
1711,neutral
1712,neutral
1713,neutral
1714,neutral
1715,neutral
1716,neutral
1717,positive
1718,negative
1719,neutral
1720,neutral
1721,neutral
1722,neutral
1723,neutral
1724,neutral
1725,positive
1726,neutral
1727,neutral
1728,neutral
1729,neutral
1730,positive
1731,neutral
1732,neutral
1733,neutral
1734,neutral
1735,neutral
1736,neutral
1737,neutral
1738,neutral
1739,neutral
1740,neutral
1741,neutral
1742,neutral
1743,neutral
1744,neutral
1745,positive
1746,neutral
1747,neutral
1748,neutral
1749,neutral
1750,neutral
1751,neutral
1752,positive
1753,neutral
1754,neutral
1755,neutral
1756,neutral
1757,neutral
1758,neutral
1759,neutral
1760,neutral
1761,neutral
1762,neutral
1763,positive
1764,neutral
1765,neutral
1766,neutral
1767,neutral
1768,neutral
1769,neutral
1770,neutral
1771,neutral
1772,neutral
1773,neutral
1774,neutral
1775,neutral
1776,neutral
1777,neutral
1778,neutral
1779,neutral
1780,neutral
1781,neutral
1782,neutral
1783,neutral
1784,neutral
1785,neutral
1786,neutral
1787,neutral
1788,neutral
1789,neutral
1790,neutral
1791,neutral
1792,neutral
1793,neutral
1794,neutral
1795,neutral
1796,neutral
1797,neutral
1798,neutral
1799,neutral
1800,neutral
1801,neutral
1802,neutral
1803,neutral
1804,neutral
1805,neutral
1806,neutral
1807,neutral
1808,neutral
1809,neutral
1810,neutral
1811,neutral
1812,neutral
1813,neutral
1814,neutral
1815,neutral
1816,neutral
1817,neutral
1818,neutral
1819,neutral
1820,neutral
1821,neutral
1822,neutral
1823,neutral
1824,neutral
1825,neutral
1826,neutral
1827,neutral
1828,neutral
1829,neutral
1830,neutral
1831,neutral
1832,neutral
1833,neutral
1834,neutral
1835,neutral
1836,neutral
1837,neutral
1838,neutral
1839,neutral
1840,neutral
1841,neutral
1842,neutral
1843,neutral
1844,neutral
1845,neutral
1846,neutral
1847,neutral
1848,neutral
1849,neutral
1850,neutral
1851,neutral
1852,neutral
1853,neutral
1854,neutral
1855,neutral
1856,neutral
1857,neutral
1858,neutral
1859,neutral
1860,neutral
1861,neutral
1862,neutral
1863,neutral
1864,neutral
1865,neutral
1866,neutral
1867,neutral
1868,neutral
1869,neutral
1870,neutral
1871,neutral
1872,neutral
1873,neutral
1874,neutral
1875,neutral
1876,neutral
1877,neutral
1878,neutral
1879,neutral
1880,neutral
1881,neutral
1882,neutral
1883,neutral
1884,neutral
1885,neutral
1886,neutral
1887,neutral
1888,neutral
1889,neutral
1890,neutral
1891,negative
1892,neutral
1893,neutral
1894,neutral
1895,neutral
1896,neutral
1897,neutral
1898,neutral
1899,neutral
1900,neutral
1901,neutral
1902,neutral
1903,neutral
1904,neutral
1905,neutral
1906,neutral
1907,neutral
1908,neutral
1909,neutral
1910,neutral
1911,neutral
1912,neutral
1913,neutral
1914,positive
1915,neutral
1916,neutral
1917,neutral
1918,neutral
1919,neutral
1920,neutral
1921,neutral
1922,neutral
1923,neutral
1924,neutral
1925,neutral
1926,neutral
1927,neutral
1928,positive
1929,neutral
1930,neutral
1931,positive
1932,neutral
1933,neutral
1934,neutral
1935,neutral
1936,neutral
1937,neutral
1938,neutral
1939,neutral
1940,neutral
1941,neutral
1942,positive
1943,positive
1944,neutral
1945,neutral
1946,neutral
1947,neutral
1948,neutral
1949,neutral
1950,neutral
1951,positive
1952,neutral
1953,neutral
1954,neutral
1955,neutral
1956,neutral
1957,neutral
1958,neutral
1959,neutral
1960,neutral
1961,neutral
1962,neutral
1963,neutral
1964,neutral
1965,positive
1966,neutral
1967,neutral
1968,neutral
1969,neutral
1970,neutral
1971,negative
1972,neutral
1973,neutral
1974,neutral
1975,neutral
1976,neutral
1977,neutral
1978,neutral
1979,neutral
1980,neutral
1981,neutral
1982,neutral
1983,neutral
1984,neutral
1985,neutral
1986,neutral
1987,neutral
1988,neutral
1989,neutral
1990,neutral
1991,neutral
1992,neutral
1993,neutral
1994,neutral
1995,neutral
1996,positive
1997,neutral
1998,positive
1999,negative
2000,neutral
2001,neutral
2002,neutral
2003,neutral
2004,neutral
2005,neutral
2006,neutral
2007,neutral
2008,neutral
2009,neutral
2010,neutral
2011,neutral
2012,neutral
2013,neutral
2014,positive
2015,neutral
2016,positive
2017,positive
2018,neutral
2019,positive
2020,neutral
2021,positive
2022,neutral
2023,positive
2024,neutral
2025,neutral
2026,neutral
2027,neutral
2028,neutral
2029,neutral
2030,neutral
2031,neutral
2032,neutral
2033,neutral
2034,neutral
2035,neutral
2036,neutral
2037,neutral
2038,neutral
2039,neutral
2040,neutral
2041,neutral
2042,neutral
2043,neutral
2044,positive
2045,positive
2046,neutral
2047,neutral
2048,neutral
2049,neutral
2050,neutral
2051,neutral
2052,neutral
2053,neutral
2054,neutral
2055,neutral
2056,neutral
2057,neutral
2058,neutral
2059,neutral
2060,neutral
2061,neutral
2062,neutral
2063,neutral
2064,neutral
2065,neutral
2066,neutral
2067,neutral
2068,neutral
2069,neutral
2070,neutral
2071,neutral
2072,neutral
2073,neutral
2074,neutral
2075,neutral
2076,neutral
2077,neutral
2078,neutral
2079,neutral
2080,neutral
2081,neutral
2082,neutral
2083,neutral
2084,neutral
2085,neutral
2086,neutral
2087,neutral
2088,neutral
2089,neutral
2090,neutral
2091,neutral
2092,neutral
2093,neutral
2094,neutral
2095,neutral
2096,neutral
2097,neutral
2098,neutral
2099,neutral
2100,neutral
2101,neutral
2102,neutral
2103,neutral
2104,neutral
2105,neutral
2106,neutral
2107,neutral
2108,neutral
2109,neutral
2110,neutral
2111,neutral
2112,neutral
2113,neutral
2114,neutral
2115,positive
2116,neutral
2117,positive
2118,positive
2119,neutral
2120,neutral
2121,neutral
2122,neutral
2123,neutral
2124,neutral
2125,neutral
2126,neutral
2127,positive
2128,neutral
2129,neutral
2130,positive
2131,neutral
2132,neutral
2133,neutral
2134,neutral
2135,neutral
2136,neutral
2137,neutral
2138,neutral
2139,neutral
2140,positive
2141,neutral
2142,neutral
2143,neutral
2144,neutral
2145,neutral
2146,neutral
2147,neutral
2148,neutral
2149,neutral
2150,neutral
2151,neutral
2152,neutral
2153,neutral
2154,positive
2155,neutral
2156,positive
2157,neutral
2158,neutral
2159,neutral
2160,neutral
2161,neutral
2162,neutral
2163,neutral
2164,neutral
2165,neutral
2166,negative
2167,neutral
2168,neutral
2169,neutral
2170,neutral
2171,neutral
2172,neutral
2173,neutral
2174,neutral
2175,neutral
2176,neutral
2177,neutral
2178,neutral
2179,neutral
